Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0474,0.0165,13.9386,3.2275,17.1660,0.6932,-0.0345
2,0.0244,0.0092,9.9986,1.9543,11.9529,0.4958,-0.0267
3,0.0423,0.0135,15.7933,1.2416,17.0350,0.7857,-0.0257
4,0.0167,0.0069,6.4516,0.7456,7.1973,0.4759,-0.0291
5,0.0097,0.0055,5.6750,0.0000,5.6750,0.4190,-0.0302
6,0.0082,0.0051,4.1876,0.0000,4.1876,0.4061,-0.0276
7,0.0071,0.0049,3.8791,0.0000,3.8791,0.3767,-0.0253
8,0.0076,0.0049,3.0504,0.0000,3.0504,0.3631,-0.0226
9,0.0068,0.0047,2.5515,0.0000,2.5515,0.3013,-0.0196
10,0.0076,0.0048,2.1761,0.0000,2.1761,0.3050,-0.0163
11,0.0077,0.0048,1.6132,0.0000,1.6132,0.2524,-0.0136
12,0.0079,0.0049,1.4271,0.0000,1.4271,0.2519,-0.0107
13,0.0066,0.0047,1.1788,0.0000,1.1788,0.1952,-0.0081
14,0.0049,0.0047,1.0217,0.0000,1.0217,0.1703,-0.0061
15,0.0035,0.0046,1.1209,0.0000,1.1209,0.1853,-0.0043
16,0.0036,0.0046,16.0460,0.0000,16.0460,3.0500,-0.0031
17,0.0037,0.0047,16.0565,0.0000,16.0565,3.0500,-0.0026
18,0.0037,0.0047,15.6642,0.0000,15.6642,3.0500,-0.0020
19,0.0038,0.0049,16.0607,0.0000,16.0607,3.0501,-0.0017
20,0.0039,0.0051,16.2228,0.0000,16.2228,2.9721,-0.0013
21,0.0041,0.0054,15.6441,0.0000,15.6441,3.0500,-0.0011
22,0.0042,0.0056,15.8729,0.0000,15.8729,3.0430,-0.0008
23,0.0043,0.0060,15.6486,0.0000,15.6486,3.0500,-0.0006
24,0.0044,0.0064,15.4669,0.0000,15.4669,3.0461,-0.0004
25,0.0046,0.0067,15.5416,0.0000,15.5416,3.0500,-0.0003
26,0.0048,0.0071,16.2135,0.0000,16.2135,3.0480,-0.0001
27,0.0048,0.0073,15.7743,0.0000,15.7743,3.0500,0.0000
28,0.0050,0.0076,16.4331,0.0000,16.4331,3.0325,0.0000
29,0.0051,0.0079,16.1298,0.0000,16.1298,2.9900,0.0000
30,0.0052,0.0081,15.9181,0.0000,15.9181,3.0425,0.0000
31,0.0052,0.0084,15.3917,0.0000,15.3917,3.0372,0.0000
32,0.0053,0.0086,15.8159,0.0000,15.8159,3.0461,0.0000
33,0.0055,0.0088,16.3000,0.0000,16.3000,3.0499,0.0000
34,0.0055,0.0090,16.1165,0.0000,16.1165,2.9901,0.0000
35,0.0056,0.0093,16.0014,0.0000,16.0014,3.0500,0.0000
36,0.0056,0.0095,16.0539,0.0000,16.0539,2.9918,0.0000
37,0.0056,0.0097,15.6039,0.0000,15.6039,3.0500,0.0000
38,0.0058,0.0099,16.0233,0.0000,16.0233,3.0500,0.0000
39,0.0057,0.0103,16.0546,0.0000,16.0546,2.9927,0.0000
40,0.0058,0.0105,16.1156,0.0000,16.1156,3.0500,0.0000
41,0.0058,0.0108,15.7429,0.0000,15.7429,3.0491,0.0000
42,0.0060,0.0111,15.9336,0.0000,15.9336,3.0500,0.0000
43,0.0060,0.0114,16.0606,0.0000,16.0606,2.9933,0.0000
44,0.0061,0.0117,16.2799,0.0000,16.2799,3.0445,0.0000
45,0.0061,0.0121,16.2091,0.0000,16.2091,3.0451,0.0000
46,0.0062,0.0124,15.3225,0.0000,15.3225,3.0304,0.0000
47,0.0063,0.0127,15.3164,0.0000,15.3164,3.0267,0.0000
48,0.0063,0.0131,15.0971,0.0000,15.0971,2.9790,0.0000
49,0.0064,0.0134,16.0694,0.0000,16.0694,3.0499,0.0000
50,0.0065,0.0138,16.0815,0.0000,16.0815,3.0499,0.0000
51,0.0065,0.0141,16.0713,0.0000,16.0713,3.0500,0.0000
52,0.0066,0.0145,15.0689,0.0000,15.0689,2.9758,0.0000
