Elapsed Time (s),Position (mm),Force (N)
-0.008,66.2001,-0.035045
0.022,66.2001,-0.031420
0.054,66.2001,-0.032628
0.088,66.2001,-0.033837
0.116,66.2001,-0.027794
0.147,66.2001,-0.030211
0.179,66.2001,-0.029003
0.211,66.2001,-0.033837
0.243,66.2001,-0.031420
0.274,66.2001,-0.029003
0.305,66.2001,-0.025377
0.337,66.2001,-0.030211
0.367,66.2001,-0.027794
0.398,66.2001,-0.031420
0.429,66.2001,-0.035045
0.463,66.2001,-0.033837
0.492,66.2001,-0.026586
0.522,66.2001,-0.027794
0.553,66.2001,-0.026586
0.574,66.2001,-0.026586
0.599,66.2001,-0.026586
0.631,66.2001,-0.031420
0.662,66.2001,-0.029003
0.693,66.2001,-0.031420
0.725,66.2001,-0.030211
0.755,66.2001,-0.029003
0.791,66.2001,-0.027794
0.818,66.2001,-0.029003
0.848,66.2001,-0.029003
0.879,66.2001,-0.021752
0.910,66.2001,-0.027794
0.942,66.2001,-0.025377
0.973,66.2001,-0.021752
1.004,66.2001,-0.025377
1.035,66.2001,-0.032628
1.067,66.2001,-0.033837
1.098,66.2001,-0.020544
1.118,66.2001,-0.026586
1.145,66.2001,-0.030211
1.166,66.2001,-0.030211
1.192,66.2001,-0.027794
1.224,66.2001,-0.025377
1.254,66.2001,-0.022961
1.289,66.2001,-0.026586
1.310,66.2001,-0.025377
1.333,66.2001,-0.025377
1.363,66.2001,-0.026586
1.394,66.2001,-0.029003
1.425,66.2001,-0.026586
1.456,66.2001,-0.022961
1.488,66.2001,-0.021752
1.519,66.2001,-0.026586
1.552,66.2001,-0.027794
1.582,66.2001,-0.025377
1.613,66.2001,-0.022961
1.645,66.2001,-0.021752
1.668,66.2001,-0.021752
1.692,66.2001,-0.027794
1.723,66.2001,-0.024169
1.754,66.2001,-0.026586
1.775,66.2001,-0.026586
1.800,66.2001,-0.024169
1.830,66.2001,-0.025377
1.861,66.2001,-0.031420
1.892,66.2001,-0.026586
1.924,66.2001,-0.027794
1.955,66.2001,-0.027794
1.985,66.2001,-0.025377
2.016,66.2001,-0.022961
2.047,66.2001,-0.022961
2.078,66.2001,-0.027794
2.108,66.2001,-0.022961
2.139,66.2001,-0.020544
2.170,66.2001,-0.019335
2.201,66.2001,-0.027794
2.221,66.2001,-0.026586
2.248,66.2001,-0.026586
2.280,66.2001,-0.027794
2.309,66.2001,-0.025377
2.341,66.2001,-0.025377
2.372,66.2001,-0.024169
2.402,66.2001,-0.026586
2.434,66.2001,-0.025377
2.464,66.2001,-0.022961
2.496,66.2001,-0.025377
2.526,66.2001,-0.025377
2.558,66.2001,-0.026586
2.589,66.2001,-0.024169
2.621,66.2001,-0.021752
2.652,66.2001,-0.024169
2.682,66.2001,-0.024169
2.713,66.2001,-0.024169
2.745,66.2001,-0.027794
2.766,66.2001,-0.027794
2.791,66.2001,-0.020544
2.823,66.2001,-0.025377
2.853,66.2001,-0.025377
2.884,66.2001,-0.027794
2.915,66.2001,-0.027794
2.946,66.2001,-0.022961
2.977,66.2001,-0.025377
3.008,66.2001,-0.025377
3.041,66.2001,-0.026586
3.071,66.2001,-0.024169
3.101,66.2001,-0.022961
3.132,66.2001,-0.024169
3.164,66.2001,-0.024169
3.196,66.2001,-0.024169
3.227,66.2001,-0.029003
3.260,66.2001,-0.025377
3.290,66.2001,-0.025377
3.322,66.2001,-0.024169
3.352,66.2001,-0.025377
3.383,66.2001,-0.025377
3.404,66.2001,-0.021752
3.430,66.2001,-0.020544
3.460,66.2001,-0.021752
3.492,66.2001,-0.021752
3.523,66.2001,-0.022961
3.554,66.2001,-0.026586
3.585,66.2001,-0.025377
3.616,66.2001,-0.030211
3.647,66.2001,-0.029003
3.678,66.2001,-0.022961
3.709,66.2001,-0.024169
3.741,66.2001,-0.021752
3.772,66.2001,-0.020544
3.803,66.2001,-0.021752
3.834,66.2001,-0.020544
3.865,66.2001,-0.025377
3.896,66.2001,-0.025377
3.916,66.2001,-0.025377
3.944,66.2001,-0.020544
3.975,66.2001,-0.020544
3.996,66.2001,-0.020544
4.021,66.2001,-0.019335
4.051,66.2001,-0.021752
4.089,66.2001,-0.021752
4.114,66.2001,-0.024169
4.144,66.2001,-0.024169
4.175,66.2001,-0.024169
4.206,66.2001,-0.024169
4.238,66.2001,-0.019335
4.269,66.2001,-0.019335
4.299,66.2001,-0.021752
4.330,66.2001,-0.026586
4.361,66.2001,-0.021752
4.393,66.2001,-0.026586
4.423,66.2001,-0.020544
4.444,66.2001,-0.020544
4.470,66.2001,-0.020544
4.501,66.2001,-0.019335
4.532,66.2001,-0.021752
4.563,66.2001,-0.024169
4.593,66.2001,-0.025377
4.625,66.2001,-0.021752
4.656,66.2001,-0.022961
4.688,66.2001,-0.022961
4.720,66.2001,-0.021752
4.751,66.2001,-0.022961
4.782,66.2001,-0.021752
4.812,66.2001,-0.025377
4.842,66.2001,-0.021752
4.875,66.2001,-0.024169
4.905,66.2001,-0.029003
4.938,66.2001,-0.025377
4.967,66.2001,-0.024169
4.997,66.2001,-0.025377
5.018,66.2001,-0.025377
5.043,66.2001,-0.021752
5.076,66.2001,-0.020544
5.106,66.2001,-0.019335
5.136,66.2001,-0.026586
5.167,66.2001,-0.030211
5.199,66.2001,-0.024169
5.231,66.2001,-0.020544
5.266,66.2001,-0.025377
5.294,66.2001,-0.022961
5.323,66.2001,-0.018127
5.354,66.2001,-0.022961
5.385,66.2001,-0.019335
5.417,66.2001,-0.021752
5.438,66.2001,-0.021752
5.464,66.2001,-0.022961
5.493,66.2001,-0.022961
5.524,66.2001,-0.022961
5.555,66.2001,-0.024169
5.586,66.2001,-0.024169
5.617,66.2001,-0.020544
5.639,66.2001,-0.019335
5.663,66.2001,-0.019335
5.696,66.2001,-0.024169
5.722,66.2001,-0.024169
5.757,66.2001,-0.026586
5.788,66.2001,-0.020544
5.818,66.2001,-0.022961
5.849,66.2001,-0.025377
5.881,66.2001,-0.020544
5.911,66.2001,-0.021752
5.944,66.2001,-0.022961
5.974,66.2001,-0.021752
6.005,66.2001,-0.024169
6.036,66.2001,-0.025377
6.067,66.2001,-0.021752
6.098,66.2001,-0.022961
6.118,66.2001,-0.022961
6.144,66.2001,-0.022961
6.175,66.2001,-0.020544
6.206,66.2001,-0.020544
6.237,66.2001,-0.020544
6.268,66.2001,-0.022961
6.299,66.2001,-0.022961
6.331,66.2001,-0.022961
6.361,66.2001,-0.021752
6.392,66.2001,-0.021752
6.424,66.2001,-0.021752
6.456,66.2001,-0.021752
6.487,66.2001,-0.021752
6.517,66.2001,-0.026586
6.548,66.2001,-0.025377
6.579,66.2001,-0.022961
6.610,66.2001,-0.021752
