Elapsed Time (s),Position (mm),Force (N)
-0.010,79.4094,-0.022171
0.020,79.4094,-0.022171
0.051,79.4094,-0.020759
0.082,79.4094,-0.020759
0.113,79.4094,-0.020759
0.143,79.4094,-0.020759
0.174,79.4094,-0.020759
0.204,79.4094,-0.020759
0.235,79.4094,-0.020759
0.267,79.4094,-0.020759
0.295,79.4094,-0.020759
0.328,79.4094,-0.019611
0.359,79.4094,-0.019611
0.389,79.4094,-0.019611
0.420,79.4094,-0.019611
0.452,79.4094,-0.019611
0.483,79.4094,-0.019611
0.517,79.4094,-0.019611
0.545,79.4094,-0.019611
0.584,79.4094,-0.018793
0.624,79.4094,-0.018793
0.655,79.4094,-0.018793
0.686,79.4094,-0.018793
0.717,79.4094,-0.018793
0.748,79.4094,-0.018793
0.779,79.4094,-0.018793
0.809,79.4094,-0.018793
0.840,79.4094,-0.018106
0.871,79.4094,-0.018106
0.902,79.4094,-0.018106
0.933,79.4094,-0.018106
0.965,79.4094,-0.018106
0.995,79.4094,-0.018106
1.027,79.4094,-0.018106
1.058,79.4094,-0.017503
1.090,79.4094,-0.017503
1.120,79.4094,-0.017503
1.150,79.4094,-0.017503
1.182,79.4094,-0.017503
1.213,79.4094,-0.017503
1.244,79.4094,-0.017503
1.275,79.4094,-0.017503
1.306,79.4094,-0.016948
1.336,79.4094,-0.016948
1.368,79.4094,-0.016948
1.399,79.4094,-0.016948
1.429,79.4094,-0.016948
1.461,79.4094,-0.016948
1.491,79.4094,-0.016948
1.523,79.4094,-0.016948
1.554,79.4094,-0.016459
1.585,79.4094,-0.016459
1.616,79.4094,-0.016459
1.648,79.4094,-0.016459
1.679,79.4094,-0.016459
1.710,79.4094,-0.016459
1.741,79.4094,-0.016459
1.772,79.4094,-0.016459
1.803,79.4094,-0.016082
1.834,79.4094,-0.016082
1.865,79.4094,-0.016082
1.896,79.4094,-0.016082
1.927,79.4094,-0.016082
1.958,79.4094,-0.016082
1.989,79.4094,-0.016082
2.020,79.4094,-0.016082
2.051,79.4094,-0.015687
2.082,79.4094,-0.015687
2.113,79.4094,-0.015687
2.144,79.4094,-0.015687
2.175,79.4094,-0.015687
2.205,79.4094,-0.015687
2.237,79.4094,-0.015687
2.268,79.4094,-0.015687
2.299,79.4094,-0.015367
2.332,79.4094,-0.015367
2.362,79.4094,-0.015367
2.394,79.4094,-0.015367
2.428,79.4094,-0.015367
2.455,79.4094,-0.015367
2.486,79.4094,-0.015367
2.517,79.4094,-0.015367
2.548,79.4094,-0.015085
2.579,79.4094,-0.015085
2.610,79.4094,-0.015085
2.641,79.4094,-0.015085
2.673,79.4094,-0.015085
2.702,79.4094,-0.015085
2.735,79.4094,-0.015085
2.765,79.4094,-0.015085
2.795,79.4094,-0.015085
2.826,79.4094,-0.014774
2.860,79.4094,-0.014774
2.889,79.4094,-0.014774
2.920,79.4094,-0.014774
2.951,79.4094,-0.014774
2.982,79.4094,-0.014774
3.012,79.4094,-0.014774
3.043,79.4094,-0.014774
3.074,79.4094,-0.014473
3.106,79.4094,-0.014473
3.135,79.4094,-0.014473
3.168,79.4094,-0.014473
3.197,79.4094,-0.014473
3.228,79.4094,-0.014473
3.258,79.4094,-0.014473
3.289,79.4094,-0.014473
3.320,79.4094,-0.014200
3.351,79.4094,-0.014200
3.381,79.4094,-0.014200
3.413,79.4094,-0.014200
3.444,79.4094,-0.014200
3.475,79.4094,-0.014200
3.505,79.4094,-0.014200
3.537,79.4094,-0.014200
3.568,79.4094,-0.013937
3.598,79.4094,-0.013937
3.629,79.4094,-0.013937
3.660,79.4094,-0.013937
3.691,79.4094,-0.013937
3.723,79.4094,-0.013937
3.753,79.4094,-0.013937
3.785,79.4094,-0.013711
3.816,79.4094,-0.013711
3.847,79.4094,-0.013711
3.880,79.4094,-0.013711
3.909,79.4094,-0.013711
3.939,79.4094,-0.013711
3.971,79.4094,-0.013711
4.002,79.4094,-0.013711
4.033,79.4094,-0.013711
4.065,79.4094,-0.013513
4.096,79.4094,-0.013513
4.126,79.4094,-0.013513
4.158,79.4087,-0.013513
4.189,79.4072,-0.013513
4.219,79.4053,-0.013513
4.250,79.4025,-0.013513
4.282,79.3988,-0.013175
4.312,79.3947,-0.013175
4.343,79.3898,-0.013175
4.374,79.3842,-0.013175
4.405,79.3777,-0.013175
4.436,79.3707,-0.013175
4.467,79.3626,-0.013175
