Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0529,0.0208,12.1214,7.5174,19.6388,0.6050,-0.0718
2,0.0285,0.0110,13.6470,3.4858,17.1328,0.6808,-0.0641
3,0.0235,0.0095,13.6592,1.9648,15.6240,0.6816,-0.0549
4,0.0289,0.0123,9.9507,1.5269,11.4776,0.7436,-0.0540
5,0.0277,0.0113,9.1734,1.7514,10.9248,0.6793,-0.0463
6,0.0315,0.0132,6.9833,1.5284,8.5117,0.6861,-0.0445
7,0.0310,0.0126,6.3355,1.5274,7.8630,0.6269,-0.0387
8,0.0338,0.0138,5.1371,1.5273,6.6644,0.6247,-0.0371
9,0.0326,0.0131,4.5845,1.5275,6.1120,0.5622,-0.0319
10,0.0334,0.0139,3.6020,1.7542,5.3562,0.5209,-0.0311
11,0.0340,0.0145,2.8448,1.7459,4.5907,0.4776,-0.0291
12,0.0329,0.0145,2.3992,1.5291,3.9282,0.4601,-0.0275
13,0.0291,0.0135,1.9699,1.8575,3.8274,0.3641,-0.0252
14,0.0253,0.0126,1.7424,1.7447,3.4872,0.3181,-0.0218
15,0.0218,0.0118,1.5291,1.7450,3.2741,0.2758,-0.0197
16,0.0190,0.0113,1.5301,1.5269,3.0569,0.2762,-0.0176
17,0.0167,0.0108,1.4188,1.3095,2.7283,0.2555,-0.0155
18,0.0145,0.0104,1.2038,1.2016,2.4054,0.2142,-0.0143
19,0.0128,0.0101,1.0958,0.9802,2.0759,0.1983,-0.0127
20,0.0114,0.0100,1.3102,0.5464,1.8566,0.2312,-0.0117
21,0.0103,0.0098,1.0949,0.4378,1.5328,0.1942,-0.0105
22,0.0093,0.0097,0.9853,0.0000,0.9853,0.1709,-0.0095
23,0.0085,0.0097,1.0971,0.0000,1.0971,0.1832,-0.0086
24,0.0078,0.0096,0.9917,0.0000,0.9917,0.1710,-0.0078
25,0.0070,0.0097,1.0901,0.0000,1.0901,0.1945,-0.0071
26,0.0066,0.0097,1.0957,0.0000,1.0957,0.1978,-0.0064
27,0.0062,0.0098,15.2922,0.0000,15.2922,3.0270,-0.0059
28,0.0063,0.0099,15.4137,0.0000,15.4137,3.0448,-0.0054
29,0.0063,0.0100,15.1768,0.0000,15.1768,3.0150,-0.0051
30,0.0064,0.0101,15.3003,0.0000,15.3003,3.0341,-0.0047
31,0.0065,0.0102,15.2858,0.0000,15.2858,3.0306,-0.0043
32,0.0064,0.0104,15.2835,0.0000,15.2835,3.0320,-0.0040
33,0.0066,0.0106,15.3974,0.0000,15.3974,3.0465,-0.0035
34,0.0066,0.0107,15.3122,0.0000,15.3122,3.0345,-0.0033
35,0.0067,0.0109,15.1683,0.0000,15.1683,3.0109,-0.0029
36,0.0067,0.0111,15.2717,0.0000,15.2717,3.0270,-0.0027
37,0.0067,0.0113,14.8476,0.0000,14.8476,2.9441,-0.0025
38,0.0068,0.0115,15.2835,0.0000,15.2835,3.0353,-0.0022
39,0.0068,0.0117,15.2929,0.0000,15.2929,3.0314,-0.0020
40,0.0069,0.0118,15.2785,0.0000,15.2785,3.0345,-0.0017
41,0.0068,0.0120,14.7426,0.0000,14.7426,2.9239,-0.0016
42,0.0069,0.0122,15.2712,0.0000,15.2712,3.0293,-0.0013
43,0.0069,0.0124,15.2999,0.0000,15.2999,3.0268,-0.0012
44,0.0070,0.0126,15.2914,0.0000,15.2914,3.0241,-0.0010
45,0.0070,0.0128,15.1809,0.0000,15.1809,3.0120,-0.0009
46,0.0070,0.0130,15.3986,0.0000,15.3986,3.0418,-0.0008
47,0.0070,0.0132,14.7353,0.0000,14.7353,2.9288,-0.0005
48,0.0070,0.0135,14.8493,0.0000,14.8493,2.9477,-0.0004
49,0.0070,0.0137,15.1733,0.0000,15.1733,2.9945,-0.0000
50,0.0071,0.0140,15.2869,0.0000,15.2869,3.0296,0.0000
51,0.0071,0.0142,15.1611,0.0000,15.1611,3.0133,0.0000
52,0.0071,0.0144,14.6354,0.0000,14.6354,2.8905,0.0000
53,0.0071,0.0146,15.0714,0.0000,15.0714,2.9902,0.0000
54,0.0071,0.0149,15.1713,0.0000,15.1713,2.9949,0.0000
55,0.0071,0.0151,14.8589,0.0000,14.8589,2.9416,0.0000
56,0.0071,0.0153,14.2124,0.0000,14.2124,2.8098,0.0000
57,0.0071,0.0155,13.8666,0.0000,13.8666,2.7489,0.0000
58,0.0071,0.0157,14.2883,0.0000,14.2883,2.8365,0.0000
59,0.0071,0.0159,13.9737,0.0000,13.9737,2.7671,0.0000
60,0.0071,0.0160,13.9723,0.0000,13.9723,2.7697,0.0000
61,0.0071,0.0162,13.3072,0.0000,13.3072,2.6330,0.0000
62,0.0071,0.0164,13.7542,0.0000,13.7542,2.7243,0.0000
63,0.0071,0.0166,13.0268,0.0000,13.0268,2.5855,0.0000
64,0.0071,0.0167,12.4524,0.0000,12.4524,2.4547,0.0000
65,0.0071,0.0168,12.5470,0.0000,12.5470,2.4812,0.0000
66,0.0071,0.0170,12.9887,0.0000,12.9887,2.5679,0.0000
67,0.0071,0.0171,12.0150,0.0000,12.0150,2.3831,0.0000
68,0.0071,0.0172,11.5812,0.0000,11.5812,2.2954,0.0000
69,0.0071,0.0173,10.3715,0.0000,10.3715,2.0445,0.0000
70,0.0071,0.0174,10.7052,0.0000,10.7052,2.1129,0.0000
71,0.0071,0.0175,10.0370,0.0000,10.0370,1.9855,0.0000
72,0.0071,0.0176,10.9162,0.0000,10.9162,2.1470,0.0000
73,0.0072,0.0177,11.1350,0.0000,11.1350,2.2046,0.0000
74,0.0072,0.0178,9.5055,0.0000,9.5055,1.8768,0.0000
75,0.0072,0.0179,9.5993,0.0000,9.5993,1.8933,0.0000
76,0.0071,0.0180,10.4812,0.0000,10.4812,2.0634,0.0000
77,0.0072,0.0180,9.6027,0.0000,9.6027,1.8927,0.0000
78,0.0072,0.0180,8.9538,0.0000,8.9538,1.7642,0.0000
79,0.0072,0.0180,9.0725,0.0000,9.0725,1.7895,0.0000
80,0.0073,0.0182,9.1846,0.0000,9.1846,1.8043,0.0000
81,0.0072,0.0180,8.1994,0.0000,8.1994,1.6184,0.0000
82,0.0073,0.0179,8.9616,0.0000,8.9616,1.7626,0.0000
83,0.0073,0.0180,7.5282,0.0000,7.5282,1.4832,0.0000
84,0.0073,0.0178,7.5315,0.0000,7.5315,1.4867,0.0000
85,0.0073,0.0177,6.4565,0.0000,6.4565,1.2659,0.0000
86,0.0073,0.0176,6.6551,0.0000,6.6551,1.3014,0.0000
87,0.0073,0.0174,6.3292,0.0000,6.3292,1.2358,0.0000
88,0.0073,0.0169,6.6894,0.0000,6.6894,1.3191,0.0000
89,0.0073,0.0168,6.3377,0.0000,6.3377,1.2414,0.0000
90,0.0073,0.0165,7.2064,0.0000,7.2064,1.4170,0.0000
91,0.0072,0.0159,6.6605,0.0000,6.6605,1.2991,0.0000
92,0.0072,0.0158,6.2229,0.0000,6.2229,1.2143,0.0000
93,0.0072,0.0155,4.9039,0.0000,4.9039,0.9566,0.0000
94,0.0072,0.0150,6.0067,0.0000,6.0067,1.1731,0.0000
95,0.0072,0.0148,5.4600,0.0000,5.4600,1.0609,0.0000
96,0.0072,0.0143,4.4708,0.0000,4.4708,0.8675,0.0000
97,0.0072,0.0140,4.3679,0.0000,4.3679,0.8493,0.0000
98,0.0072,0.0135,4.3644,0.0000,4.3644,0.8507,0.0000
99,0.0070,0.0132,3.3930,0.0000,3.3930,0.6520,0.0000
100,0.0071,0.0121,4.0435,0.0000,4.0435,0.7849,0.0000
101,0.0023,0.0066,20.9620,0.0000,20.9620,2.1048,0.0000
102,0.0023,0.0066,0.2183,0.0000,0.2183,0.0170,0.0000
103,0.0024,0.0066,21.8360,0.0000,21.8360,1.9236,0.0000
104,0.0023,0.0066,5.6771,0.0000,5.6771,1.1135,0.0000
105,0.0023,0.0066,24.4465,0.0000,24.4465,1.3767,0.0000
106,0.0023,0.0066,0.6574,0.0000,0.6574,0.0990,0.0000
107,0.0024,0.0066,0.3282,0.0000,0.3282,0.0325,0.0000
108,0.0023,0.0066,2.9511,0.0000,2.9511,0.5577,0.0000
109,0.0023,0.0066,12.1360,0.0000,12.1360,2.4088,0.0000
110,0.0023,0.0066,25.9957,0.0000,25.9957,1.0977,0.0000
111,0.0023,0.0066,15.1870,0.0000,15.1870,3.0107,0.0000
112,0.0023,0.0067,5.6837,0.0000,5.6837,1.1067,0.0000
113,0.0024,0.0067,0.2200,0.0000,0.2200,0.0207,0.0000
114,0.0024,0.0067,31.7857,0.0000,31.7857,0.0501,0.0000
115,0.0024,0.0068,0.5480,0.0000,0.5480,0.0826,0.0000
116,0.0024,0.0068,30.8966,0.0000,30.8966,0.0502,0.0000
117,0.0024,0.0067,5.1275,0.0000,5.1275,0.9988,0.0000
118,0.0024,0.0068,0.6563,0.0000,0.6563,0.0984,0.0000
119,0.0023,0.0068,0.5496,0.0000,0.5496,0.0802,0.0000
120,0.0024,0.0068,5.9060,0.0000,5.9060,1.1527,0.0000
121,0.0023,0.0068,26.4462,0.0000,26.4462,0.9168,0.0000
122,0.0025,0.0066,27.1004,0.0000,27.1004,0.7800,0.0000
