Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.9529,0.8074,3.1827,0.7431,3.9258,3.5185,-0.1124
2,0.1158,0.1135,2.1377,1.5178,3.6554,1.6480,-0.0955
3,0.0992,0.0921,1.9835,1.4887,3.4722,1.4378,-0.0836
4,0.1484,0.1162,2.0397,1.5153,3.5550,1.5019,-0.0762
5,0.1204,0.0939,1.8876,1.5184,3.4060,1.2982,-0.0697
6,0.1442,0.1040,1.9551,1.4908,3.4460,1.3809,-0.0642
7,0.1364,0.1134,2.1342,1.2352,3.3694,1.6277,-0.0582
8,0.1513,0.1080,1.8891,1.5158,3.4049,1.3102,-0.0530
9,0.1331,0.1010,1.7990,1.7404,3.5394,1.1841,-0.0479
10,0.1224,0.0816,1.7324,1.7695,3.5019,1.0871,-0.0431
11,0.1033,0.0718,1.6410,1.7714,3.4125,0.9515,-0.0388
12,0.0757,0.0581,1.3659,2.0438,3.4097,0.6648,-0.0350
13,0.0653,0.0492,1.3301,2.0172,3.3474,0.6393,-0.0315
14,0.0443,0.0412,1.2689,1.9885,3.2574,0.5768,-0.0287
15,0.0307,0.0366,1.1778,2.2603,3.4381,0.4790,-0.0266
16,0.0231,0.0335,1.0232,2.2291,3.2522,0.3471,-0.0247
17,0.0188,0.0318,1.2337,2.0161,3.2498,0.5246,-0.0229
18,0.0164,0.0301,1.1718,1.9688,3.1407,0.4792,-0.0216
19,0.0149,0.0297,1.2109,2.0482,3.2591,0.5087,-0.0204
20,0.0138,0.0285,1.3685,1.9841,3.3526,0.6577,-0.0192
21,0.0129,0.0275,1.5246,1.7713,3.2959,0.8378,-0.0183
22,0.0120,0.0266,1.6457,1.5179,3.1636,0.9811,-0.0176
23,0.0114,0.0262,1.6571,1.5219,3.1790,0.9174,-0.0167
24,0.0106,0.0248,1.5950,1.4554,3.0504,0.9038,-0.0160
25,0.0104,0.0250,2.6919,0.4696,3.1615,2.6752,-0.0151
26,0.0101,0.0246,2.5731,0.5261,3.0992,2.4242,-0.0145
27,0.0101,0.0244,2.6066,0.2460,2.8526,2.4800,-0.0137
28,0.0101,0.0242,2.7585,0.2467,3.0052,2.7551,-0.0132
29,0.0100,0.0243,2.6651,0.0000,2.6651,2.5875,-0.0128
30,0.0099,0.0240,2.7263,0.0000,2.7263,2.6677,-0.0122
31,0.0099,0.0239,2.7583,0.0000,2.7583,2.7786,-0.0117
32,0.0097,0.0239,2.7122,0.0000,2.7122,2.6742,-0.0111
33,0.0096,0.0234,2.9073,0.0000,2.9073,3.0523,-0.0107
34,0.0096,0.0235,2.7238,0.0000,2.7238,2.7005,-0.0104
35,0.0096,0.0234,2.7970,0.0000,2.7970,2.8637,-0.0101
36,0.0095,0.0232,2.8231,0.0000,2.8231,2.9025,-0.0098
37,0.0095,0.0232,2.9481,0.0000,2.9481,3.1044,-0.0094
38,0.0094,0.0236,2.7591,0.0000,2.7591,2.7902,-0.0091
39,0.0094,0.0232,2.9004,0.0000,2.9004,3.0279,-0.0089
40,0.0094,0.0233,2.8622,0.0000,2.8622,2.9246,-0.0085
41,0.0095,0.0232,2.9513,0.0000,2.9513,3.1067,-0.0083
42,0.0093,0.0231,2.8165,0.0000,2.8165,2.9018,-0.0080
43,0.0093,0.0231,3.0060,0.0000,3.0060,3.2144,-0.0078
44,0.0093,0.0234,2.8488,0.0000,2.8488,2.9680,-0.0075
45,0.0093,0.0233,2.8921,0.0000,2.8921,2.9922,-0.0073
46,0.0091,0.0231,3.0350,0.0000,3.0350,3.2423,-0.0072
