Elapsed Time (s),Position (mm),Force (N)
-0.017,74.6307,0.048013
0.045,74.6307,0.049727
0.107,74.6307,0.049727
0.169,74.6307,0.049727
0.231,74.6307,0.049727
0.293,74.6307,0.051205
0.355,74.6307,0.051205
0.417,74.6307,0.051205
0.481,74.6307,0.051205
0.543,74.6307,0.052306
0.605,74.6307,0.052306
0.668,74.6307,0.052306
0.731,74.6307,0.052306
0.794,74.6307,0.053276
0.856,74.6307,0.053276
0.919,74.6307,0.053276
0.981,74.6307,0.053276
1.043,74.6307,0.054151
1.106,74.6307,0.054151
1.169,74.6307,0.054151
1.232,74.6307,0.054151
1.295,74.6307,0.054914
1.357,74.6307,0.054914
1.420,74.6307,0.054914
1.482,74.6307,0.054914
1.544,74.6307,0.055705
1.608,74.6307,0.055705
1.670,74.6307,0.055705
1.733,74.6307,0.055705
1.796,74.6307,0.056957
1.858,74.6307,0.056957
1.922,74.6307,0.056957
1.982,74.6307,0.056957
2.046,74.6307,0.058115
2.109,74.6307,0.058115
2.171,74.6307,0.058115
2.232,74.6307,0.058115
2.295,74.6307,0.058567
2.356,74.6307,0.058567
2.419,74.6307,0.058567
2.480,74.6307,0.058567
2.543,74.6307,0.058849
2.605,74.6307,0.058849
2.667,74.6307,0.058849
2.730,74.6307,0.058849
2.793,74.6307,0.059122
2.855,74.6307,0.059122
2.918,74.6307,0.059122
2.981,74.6307,0.059122
3.043,74.6307,0.059122
3.106,74.6307,0.059367
3.169,74.6307,0.059367
3.231,74.6307,0.059367
3.293,74.6307,0.059734
3.357,74.6307,0.059734
3.420,74.6307,0.059734
3.482,74.6307,0.059734
3.543,74.6307,0.060007
3.605,74.6307,0.060007
3.667,74.6307,0.060007
3.730,74.6307,0.060007
3.791,74.6307,0.060224
3.853,74.6307,0.060224
3.916,74.6307,0.060224
3.978,74.6307,0.060224
4.041,74.6299,0.060515
4.103,74.6261,0.060515
4.166,74.6193,0.060515
4.226,74.6100,0.060515
4.289,74.5980,0.061570
4.350,74.5857,0.061570
4.413,74.5732,0.061570
4.475,74.5608,0.061570
4.537,74.5481,0.066023
4.600,74.5357,0.066023
4.661,74.5233,0.066023
4.724,74.5110,0.066023
4.786,74.4985,0.072961
4.848,74.4861,0.072961
4.911,74.4736,0.072961
4.974,74.4611,0.072961
5.034,74.4489,0.079645
5.096,74.4366,0.079645
5.159,74.4240,0.079645
5.222,74.4113,0.079645
5.284,74.3987,0.086038
5.347,74.3864,0.086038
5.409,74.3739,0.086038
5.472,74.3614,0.086038
5.532,74.3492,0.092308
5.595,74.3368,0.092308
5.656,74.3245,0.092308
5.718,74.3122,0.092308
5.779,74.2998,0.098512
5.840,74.2877,0.098512
5.902,74.2753,0.098512
5.964,74.2629,0.098512
6.027,74.2504,0.098512
6.089,74.2379,0.104678
6.152,74.2254,0.104678
6.213,74.2130,0.104678
6.276,74.2005,0.104678
6.338,74.1882,0.110760
