Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0279,0.0121,2.1130,0.2433,2.3563,1.6064,-0.0420
2,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0378
3,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0343
4,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0306
5,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0273
6,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0242
7,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0215
8,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0188
9,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0162
10,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0140
11,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0119
12,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0102
13,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0087
14,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0071
15,0.0001,0.0000,1.0909,0.0000,1.0909,0.4098,-0.0057
16,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0045
17,0.0003,0.0000,0.8916,0.0000,0.8916,0.2706,-0.0030
18,0.0015,0.0002,0.7791,0.0000,0.7791,0.1993,-0.0021
19,0.0012,0.0001,0.7113,0.0000,0.7113,0.1692,-0.0018
20,0.0007,0.0001,0.6687,0.0000,0.6687,0.1395,-0.0018
21,0.0010,0.0001,0.7409,0.0000,0.7409,0.1836,-0.0018
22,0.0008,0.0001,0.7840,0.0000,0.7840,0.2054,-0.0017
23,0.0004,0.0001,0.6294,0.0000,0.6294,0.1318,-0.0018
24,0.0016,0.0002,0.7085,0.0000,0.7085,0.1746,-0.0018
25,0.0016,0.0002,0.7809,0.0000,0.7809,0.2036,-0.0017
26,0.0021,0.0003,0.8512,0.0000,0.8512,0.2359,-0.0017
27,0.0017,0.0002,0.7283,0.0000,0.7283,0.1712,-0.0017
28,0.0023,0.0004,0.7766,0.0000,0.7766,0.1979,-0.0017
29,0.0023,0.0003,0.9667,0.0000,0.9667,0.3134,-0.0016
30,0.0039,0.0007,0.8470,0.0000,0.8470,0.2371,-0.0017
31,0.0050,0.0009,0.9701,0.0000,0.9701,0.3114,-0.0017
32,0.0031,0.0006,0.7804,0.0000,0.7804,0.2017,-0.0016
33,0.0050,0.0009,0.8951,0.0000,0.8951,0.2712,-0.0017
34,0.0061,0.0010,1.0084,0.0000,1.0084,0.3459,-0.0016
35,0.0045,0.0008,0.8633,0.0000,0.8633,0.2423,-0.0016
36,0.0064,0.0012,0.9568,0.0000,0.9568,0.3176,-0.0016
37,0.0056,0.0010,0.9402,0.0000,0.9402,0.2988,-0.0016
38,0.0059,0.0011,0.9718,0.0000,0.9718,0.3153,-0.0016
39,0.0080,0.0018,1.0622,0.0000,1.0622,0.3808,-0.0016
40,0.0052,0.0010,1.0740,0.0000,1.0740,0.3966,-0.0016
41,0.0084,0.0019,1.0669,0.0000,1.0669,0.3850,-0.0015
42,0.0054,0.0010,0.9119,0.0000,0.9119,0.2970,-0.0016
43,0.0054,0.0010,0.9139,0.0000,0.9139,0.2854,-0.0016
44,0.0068,0.0012,0.9566,0.0000,0.9566,0.3158,-0.0016
45,0.0065,0.0012,0.9366,0.0000,0.9366,0.3019,-0.0016
46,0.0039,0.0006,0.8395,0.0000,0.8395,0.2363,-0.0016
47,0.0039,0.0007,0.7977,0.0000,0.7977,0.2082,-0.0015
48,0.0052,0.0012,0.8896,0.0000,0.8896,0.2720,-0.0015
49,0.0042,0.0008,0.8288,0.0000,0.8288,0.2333,-0.0015
50,0.0051,0.0009,0.8955,0.0000,0.8955,0.2658,-0.0015
51,0.0058,0.0013,0.8924,0.0000,0.8924,0.2700,-0.0016
52,0.0032,0.0005,1.0115,0.0000,1.0115,0.3442,-0.0015
53,0.0071,0.0015,0.9825,0.0000,0.9825,0.3303,-0.0015
54,0.0054,0.0011,1.0635,0.0000,1.0635,0.3846,-0.0015
55,0.0050,0.0009,0.8916,0.0000,0.8916,0.2638,-0.0015
56,0.0062,0.0011,0.9213,0.0000,0.9213,0.2845,-0.0015
57,0.0074,0.0013,1.0098,0.0000,1.0098,0.3530,-0.0015
58,0.0067,0.0010,1.0507,0.0000,1.0507,0.3788,-0.0015
59,0.0059,0.0010,0.9029,0.0000,0.9029,0.2799,-0.0014
60,0.0072,0.0013,0.9576,0.0000,0.9576,0.3169,-0.0017
61,0.0062,0.0011,0.9428,0.0000,0.9428,0.2994,-0.0018
62,0.0102,0.0029,1.1052,0.2720,1.3772,0.4281,-0.0014
63,0.0086,0.0015,1.0466,0.0000,1.0466,0.3693,-0.0013
64,0.0077,0.0014,0.9547,0.0000,0.9547,0.3357,-0.0013
65,0.0072,0.0011,0.9652,0.0000,0.9652,0.3089,-0.0013
66,0.0062,0.0013,1.0353,0.0000,1.0353,0.3683,-0.0013
67,0.0103,0.0023,1.0833,0.2993,1.3827,0.4025,-0.0013
68,0.0142,0.0033,1.2286,0.2417,1.4702,0.5290,-0.0013
69,0.0092,0.0018,1.0933,0.0000,1.0933,0.4170,-0.0013
70,0.0063,0.0011,0.9022,0.0000,0.9022,0.2756,-0.0013
71,0.0093,0.0021,1.0661,0.0000,1.0661,0.3831,-0.0013
72,0.0127,0.0030,1.1444,0.2361,1.3805,0.4560,-0.0013
73,0.0135,0.0035,1.2196,0.2242,1.4438,0.5200,-0.0012
74,0.0135,0.0038,1.1709,0.2475,1.4184,0.4636,-0.0012
75,0.0106,0.0029,1.2109,0.2407,1.4516,0.4968,-0.0013
76,0.0114,0.0032,1.0790,0.2554,1.3344,0.4013,-0.0013
77,0.0137,0.0044,1.3120,0.2700,1.5820,0.6025,-0.0012
78,0.0183,0.0058,1.3035,0.5230,1.8265,0.5806,-0.0012
79,0.0149,0.0033,1.2334,0.2319,1.4653,0.5236,-0.0013
80,0.0077,0.0016,0.9286,0.0000,0.9286,0.3101,-0.0013
81,0.0122,0.0028,1.1076,0.2466,1.3542,0.4201,-0.0012
82,0.0152,0.0035,1.1852,0.2400,1.4251,0.4895,-0.0013
83,0.0134,0.0030,1.1791,0.2434,1.4225,0.4872,-0.0012
84,0.0171,0.0055,1.2510,0.4939,1.7449,0.5461,-0.0011
85,0.0105,0.0026,1.0614,0.2350,1.2964,0.3882,-0.0011
86,0.0132,0.0035,1.1052,0.2880,1.3932,0.4223,-0.0011
87,0.0120,0.0025,1.1281,0.2429,1.3709,0.4358,-0.0011
88,0.0086,0.0025,1.2435,0.0000,1.2435,0.5368,-0.0012
89,0.0155,0.0040,1.1591,0.2563,1.4154,0.4692,-0.0012
90,0.0178,0.0050,1.3235,0.4814,1.8049,0.6055,-0.0010
91,0.0171,0.0046,1.2563,0.2501,1.5064,0.5432,-0.0011
92,0.0106,0.0023,1.0303,0.2399,1.2702,0.3587,-0.0011
93,0.0137,0.0042,1.2810,0.2297,1.5107,0.5651,-0.0010
94,0.0138,0.0031,1.1384,0.2449,1.3833,0.4472,-0.0011
95,0.0107,0.0033,1.0333,0.4913,1.5246,0.3625,-0.0010
96,0.0144,0.0041,1.3760,0.2352,1.6112,0.6517,-0.0011
97,0.0131,0.0033,1.1043,0.4642,1.5685,0.4245,-0.0011
98,0.0120,0.0028,1.0826,0.2402,1.3229,0.4078,-0.0010
99,0.0179,0.0053,1.2380,0.4913,1.7293,0.5245,-0.0011
100,0.0121,0.0026,1.0821,0.2544,1.3366,0.3994,-0.0009
101,0.0157,0.0052,1.1597,0.5252,1.6849,0.4589,-0.0010
102,0.0154,0.0047,1.2412,0.2475,1.4887,0.5362,-0.0010
103,0.0155,0.0040,1.1580,0.2399,1.3979,0.4686,-0.0011
104,0.0170,0.0046,1.2129,0.2563,1.4692,0.5104,-0.0009
105,0.0149,0.0042,1.1475,0.5099,1.6575,0.4567,-0.0010
106,0.0168,0.0042,1.2885,0.2421,1.5306,0.5771,-0.0009
107,0.0136,0.0030,1.1495,0.2390,1.3885,0.4496,-0.0010
108,0.0197,0.0066,1.2845,0.5202,1.8047,0.5947,-0.0009
109,0.0186,0.0058,1.3227,0.5068,1.8295,0.6144,-0.0009
110,0.0123,0.0038,1.0956,0.4803,1.5758,0.4113,-0.0008
111,0.0214,0.0076,1.3988,0.5152,1.9141,0.6819,-0.0009
112,0.0233,0.0077,1.4154,0.4949,1.9103,0.7026,-0.0008
113,0.0167,0.0044,1.2207,0.2637,1.4844,0.5208,-0.0009
114,0.0179,0.0059,1.2722,0.3193,1.5915,0.5708,-0.0008
115,0.0141,0.0030,1.1551,0.2327,1.3878,0.4581,-0.0008
116,0.0179,0.0059,1.2265,0.5083,1.7348,0.5269,-0.0008
117,0.0119,0.0035,1.0762,0.4758,1.5520,0.3996,-0.0007
118,0.0154,0.0058,1.1862,0.4906,1.6768,0.4810,-0.0008
119,0.0203,0.0084,1.4844,0.2360,1.7203,0.7833,-0.0008
120,0.0129,0.0036,1.3540,0.2595,1.6135,0.6385,-0.0007
121,0.0162,0.0040,1.2027,0.2723,1.4750,0.4986,-0.0007
122,0.0131,0.0033,1.2549,0.2608,1.5157,0.5549,-0.0007
123,0.0116,0.0028,1.0949,0.2235,1.3184,0.4187,-0.0007
124,0.0166,0.0048,1.2118,0.2539,1.4657,0.5091,-0.0007
125,0.0190,0.0061,1.3085,0.5053,1.8139,0.5962,-0.0007
126,0.0234,0.0082,1.4673,0.4806,1.9479,0.7589,-0.0006
127,0.0264,0.0089,1.5085,0.4908,1.9993,0.8027,-0.0006
128,0.0275,0.0101,1.5002,0.5278,2.0280,0.8189,-0.0006
129,0.0142,0.0042,1.1808,0.2411,1.4219,0.4947,-0.0006
130,0.0143,0.0037,1.2197,0.2312,1.4509,0.5220,-0.0006
131,0.0145,0.0050,1.1922,0.5211,1.7133,0.4985,-0.0006
132,0.0173,0.0063,1.4081,0.2717,1.6798,0.6886,-0.0006
133,0.0194,0.0078,1.4479,0.4956,1.9435,0.7383,-0.0006
134,0.0198,0.0080,1.3791,0.5215,1.9005,0.6613,-0.0007
135,0.0163,0.0044,1.3203,0.2576,1.5779,0.6305,-0.0006
136,0.0181,0.0054,1.3318,0.4960,1.8279,0.6242,-0.0006
137,0.0176,0.0055,1.4066,0.2439,1.6505,0.6928,-0.0007
138,0.0195,0.0066,1.4724,0.4868,1.9591,0.7579,-0.0007
139,0.0157,0.0061,1.4440,0.2474,1.6914,0.7242,-0.0006
140,0.0126,0.0036,1.2674,0.2186,1.4860,0.5491,-0.0007
141,0.0148,0.0046,1.3369,0.2560,1.5928,0.6188,-0.0008
142,0.0140,0.0059,1.4025,0.2558,1.6584,0.6823,-0.0008
143,0.0181,0.0068,1.4208,0.5100,1.9309,0.7152,-0.0008
144,0.0200,0.0083,1.4759,0.5278,2.0038,0.7717,-0.0008
145,0.0211,0.0110,1.7320,0.2583,1.9903,1.0629,-0.0009
146,0.0232,0.0110,1.6239,0.5258,2.1497,0.9294,-0.0008
147,0.0198,0.0087,1.5101,0.4895,1.9996,0.8019,-0.0008
148,0.0191,0.0085,1.5724,0.5258,2.0982,0.8708,-0.0007
149,0.0143,0.0069,1.3664,0.4862,1.8526,0.6324,-0.0008
150,0.0172,0.0077,1.5516,0.2077,1.7593,0.8405,-0.0008
151,0.0162,0.0063,1.4357,0.4662,1.9019,0.7202,-0.0008
152,0.0199,0.0077,1.5285,0.4875,2.0160,0.8183,-0.0008
153,0.0206,0.0083,1.5242,0.5290,2.0533,0.8151,-0.0009
154,0.0152,0.0061,1.4051,0.2559,1.6610,0.6991,-0.0010
155,0.0184,0.0060,1.4665,0.4821,1.9486,0.7646,-0.0007
156,0.0175,0.0070,1.4606,0.5098,1.9704,0.7498,-0.0007
157,0.0148,0.0065,1.3823,0.2669,1.6492,0.6671,-0.0007
158,0.0131,0.0051,1.3175,0.2397,1.5572,0.6283,-0.0007
159,0.0133,0.0058,1.2854,0.4955,1.7810,0.5796,-0.0007
160,0.0150,0.0065,1.4754,0.2419,1.7173,0.7603,-0.0007
161,0.0123,0.0052,1.3912,0.2489,1.6401,0.6772,-0.0007
162,0.0143,0.0053,1.3193,0.2764,1.5958,0.6279,-0.0008
163,0.0124,0.0053,1.2461,0.2396,1.4857,0.5472,-0.0007
164,0.0137,0.0054,1.3258,0.2570,1.5827,0.6133,-0.0007
165,0.0131,0.0058,1.3854,0.2520,1.6374,0.6733,-0.0007
166,0.0121,0.0057,1.2851,0.2633,1.5485,0.5580,-0.0007
167,0.0127,0.0052,1.3437,0.2786,1.6222,0.5833,-0.0006
168,0.0113,0.0050,1.2537,0.2234,1.4771,0.5326,-0.0006
169,0.0122,0.0066,1.4130,0.2562,1.6691,0.6914,-0.0006
170,0.0120,0.0048,1.2622,0.2150,1.4772,0.5514,-0.0006
171,0.0170,0.0078,1.4608,0.2785,1.7393,0.7467,-0.0007
172,0.0170,0.0080,1.4311,0.5334,1.9645,0.7280,-0.0006
173,0.0172,0.0069,1.4900,0.4675,1.9574,0.7702,-0.0006
174,0.0132,0.0073,1.5241,0.2449,1.7689,0.8147,-0.0006
175,0.0128,0.0068,1.4449,0.2515,1.6964,0.7247,-0.0006
176,0.0158,0.0080,1.4173,0.2620,1.6792,0.7028,-0.0006
177,0.0135,0.0067,1.3296,0.2556,1.5852,0.6210,-0.0006
178,0.0120,0.0056,1.2792,0.2481,1.5272,0.5691,-0.0006
179,0.0114,0.0061,1.2144,0.5048,1.7192,0.5122,-0.0007
180,0.0174,0.0077,1.4500,0.5314,1.9814,0.7527,-0.0007
181,0.0123,0.0062,1.2809,0.2532,1.5341,0.5658,-0.0006
182,0.0146,0.0071,1.3674,0.2622,1.6297,0.6602,-0.0006
183,0.0158,0.0079,1.3878,0.2531,1.6409,0.6813,-0.0006
184,0.0120,0.0062,1.2934,0.2570,1.5503,0.5739,-0.0006
185,0.0167,0.0084,1.4743,0.2399,1.7142,0.7563,-0.0007
186,0.0135,0.0062,1.3411,0.2639,1.6051,0.6173,-0.0006
187,0.0139,0.0069,1.3503,0.2550,1.6053,0.6335,-0.0006
188,0.0121,0.0068,1.3101,0.2243,1.5344,0.5938,-0.0006
189,0.0136,0.0075,1.3873,0.2716,1.6589,0.6818,-0.0006
190,0.0158,0.0087,1.4400,0.2564,1.6964,0.7293,-0.0006
191,0.0119,0.0055,1.3151,0.2327,1.5479,0.5936,-0.0006
192,0.0135,0.0073,1.4882,0.2433,1.7315,0.7817,-0.0006
193,0.0132,0.0067,1.3323,0.2408,1.5732,0.6255,-0.0006
194,0.0138,0.0066,1.3852,0.2790,1.6642,0.6644,-0.0006
195,0.0151,0.0082,1.4773,0.2507,1.7280,0.7665,-0.0006
196,0.0124,0.0065,1.3194,0.2567,1.5761,0.6085,-0.0007
197,0.0114,0.0061,1.3104,0.2280,1.5384,0.5998,-0.0007
198,0.0111,0.0076,1.2642,0.4926,1.7568,0.5419,-0.0007
199,0.0124,0.0072,1.3615,0.2238,1.5854,0.6500,-0.0008
200,0.0133,0.0074,1.3557,0.2496,1.6054,0.6385,-0.0008
201,0.0111,0.0060,1.2875,0.2499,1.5373,0.5757,-0.0007
202,0.0120,0.0062,1.2831,0.2399,1.5230,0.5745,-0.0008
203,0.0111,0.0067,1.2548,0.2399,1.4947,0.5632,-0.0008
204,0.0103,0.0066,1.2555,0.2559,1.5113,0.5386,-0.0008
205,0.0106,0.0065,1.2214,0.2779,1.4993,0.5183,-0.0007
206,0.0117,0.0067,1.2762,0.2239,1.5001,0.5760,-0.0008
207,0.0121,0.0069,1.3164,0.2886,1.6050,0.6101,-0.0007
208,0.0138,0.0082,1.4042,0.2410,1.6453,0.6873,-0.0006
209,0.0120,0.0069,1.2935,0.2485,1.5421,0.5787,-0.0007
210,0.0123,0.0078,1.3900,0.2238,1.6139,0.7002,-0.0006
211,0.0098,0.0072,1.2073,0.0000,1.2073,0.5029,-0.0007
212,0.0127,0.0071,1.3084,0.2393,1.5476,0.6070,-0.0007
213,0.0144,0.0082,1.4033,0.2539,1.6573,0.6978,-0.0007
214,0.0133,0.0074,1.4757,0.2606,1.7363,0.7144,-0.0007
215,0.0141,0.0084,1.3892,0.2425,1.6317,0.6849,-0.0006
216,0.0130,0.0086,1.3812,0.2712,1.6524,0.6756,-0.0007
217,0.0120,0.0076,1.3300,0.2394,1.5694,0.6088,-0.0007
218,0.0121,0.0070,1.3154,0.2333,1.5487,0.5932,-0.0007
219,0.0120,0.0078,1.3223,0.2533,1.5756,0.6015,-0.0007
220,0.0122,0.0083,1.3427,0.2342,1.5770,0.6439,-0.0006
221,0.0132,0.0080,1.3935,0.2398,1.6333,0.6813,-0.0007
222,0.0123,0.0078,1.3816,0.2018,1.5834,0.6691,-0.0008
223,0.0127,0.0092,1.4121,0.2395,1.6516,0.7074,-0.0007
224,0.0108,0.0079,1.2547,0.2404,1.4952,0.5517,-0.0006
225,0.0104,0.0083,1.2379,0.3012,1.5390,0.5252,-0.0006
226,0.0131,0.0089,1.3451,0.2644,1.6095,0.6247,-0.0007
227,0.0109,0.0076,1.4442,0.2614,1.7056,0.7303,-0.0006
