Elapsed Time (s),Position (mm),Force (N)
-0.016,81.4094,-0.019207
0.014,81.4094,-0.019207
0.046,81.4094,-0.019207
0.078,81.4094,-0.019207
0.109,81.4094,-0.019207
0.140,81.4094,-0.018021
0.171,81.4094,-0.018021
0.202,81.4094,-0.018021
0.233,81.4094,-0.018021
0.264,81.4094,-0.018021
0.295,81.4094,-0.018021
0.327,81.4094,-0.018021
0.358,81.4094,-0.018021
0.388,81.4094,-0.018021
0.420,81.4094,-0.016148
0.452,81.4094,-0.016148
0.482,81.4094,-0.016148
0.513,81.4094,-0.016148
0.544,81.4094,-0.016148
0.575,81.4094,-0.016148
0.605,81.4094,-0.016148
0.636,81.4094,-0.014831
0.668,81.4094,-0.014831
0.699,81.4094,-0.014831
0.730,81.4094,-0.014831
0.761,81.4094,-0.014831
0.791,81.4094,-0.014831
0.823,81.4094,-0.014831
0.854,81.4094,-0.014831
0.885,81.4094,-0.014831
0.916,81.4094,-0.013918
0.946,81.4094,-0.013918
0.977,81.4094,-0.013918
1.009,81.4094,-0.013918
1.039,81.4094,-0.013918
1.070,81.4094,-0.013918
1.102,81.4094,-0.013918
1.133,81.4094,-0.013918
1.165,81.4094,-0.013231
1.195,81.4094,-0.013231
1.227,81.4094,-0.013231
1.258,81.4094,-0.013231
1.289,81.4094,-0.013231
1.319,81.4094,-0.013231
1.350,81.4094,-0.013231
1.382,81.4094,-0.013231
1.413,81.4094,-0.012601
1.445,81.4094,-0.012601
1.475,81.4094,-0.012601
1.507,81.4094,-0.012601
1.538,81.4094,-0.012601
1.569,81.4094,-0.012601
1.601,81.4094,-0.012601
1.631,81.4094,-0.012601
1.662,81.4094,-0.012121
1.693,81.4094,-0.012121
1.726,81.4094,-0.012121
1.755,81.4094,-0.012121
1.786,81.4094,-0.012121
1.817,81.4094,-0.012121
1.848,81.4094,-0.012121
1.878,81.4094,-0.011697
1.909,81.4094,-0.011697
1.940,81.4094,-0.011697
1.970,81.4094,-0.011697
2.001,81.4094,-0.011697
2.032,81.4094,-0.011697
2.063,81.4094,-0.011697
2.094,81.4094,-0.011697
2.125,81.4094,-0.011302
2.156,81.4094,-0.011302
2.188,81.4094,-0.011302
2.219,81.4094,-0.011302
2.249,81.4094,-0.011302
2.280,81.4094,-0.011302
2.311,81.4094,-0.011302
2.344,81.4094,-0.011302
2.374,81.4094,-0.011302
2.405,81.4094,-0.010973
2.436,81.4094,-0.010973
2.467,81.4094,-0.010973
2.498,81.4094,-0.010973
2.529,81.4094,-0.010973
2.561,81.4094,-0.010973
2.592,81.4094,-0.010973
2.623,81.4094,-0.010973
2.653,81.4094,-0.010690
2.684,81.4094,-0.010690
2.715,81.4094,-0.010690
2.745,81.4094,-0.010690
2.776,81.4094,-0.010690
2.808,81.4094,-0.010690
2.842,81.4094,-0.010690
2.870,81.4094,-0.010690
2.901,81.4094,-0.010427
2.932,81.4094,-0.010427
2.964,81.4094,-0.010427
