Elapsed Time (s),Position (mm),Force (N)
-0.017,67.6383,0.013023
0.013,67.6383,0.013042
0.041,67.6383,0.013042
0.076,67.6383,0.013042
0.106,67.6383,0.013042
0.137,67.6383,0.013042
0.169,67.6383,0.013042
0.200,67.6383,0.013042
0.231,67.6383,0.013042
0.261,67.6383,0.013023
0.292,67.6383,0.013023
0.324,67.6383,0.013023
0.354,67.6383,0.013023
0.386,67.6383,0.013023
0.416,67.6383,0.013023
0.447,67.6383,0.013023
0.478,67.6383,0.013023
0.510,67.6383,0.013023
0.541,67.6383,0.013023
0.572,67.6383,0.013023
0.605,67.6383,0.013023
0.634,67.6383,0.013023
0.665,67.6383,0.013023
0.696,67.6383,0.013023
0.728,67.6383,0.013023
0.759,67.6383,0.013023
0.791,67.6383,0.013014
0.823,67.6383,0.013014
0.854,67.6383,0.013014
0.885,67.6383,0.013014
0.916,67.6383,0.013014
0.946,67.6383,0.013014
0.977,67.6383,0.013014
1.008,67.6383,0.013023
1.039,67.6383,0.013023
1.070,67.6383,0.013023
1.101,67.6383,0.013023
1.132,67.6383,0.013023
1.162,67.6383,0.013023
1.193,67.6383,0.013023
1.224,67.6383,0.013023
1.255,67.6383,0.013023
1.285,67.6383,0.013023
1.316,67.6383,0.013023
1.348,67.6383,0.013023
1.378,67.6383,0.013023
1.409,67.6383,0.013023
1.440,67.6383,0.013023
1.471,67.6383,0.013023
1.503,67.6383,0.013061
1.533,67.6383,0.013061
1.565,67.6383,0.013061
1.596,67.6383,0.013061
1.626,67.6383,0.013061
1.658,67.6383,0.013061
1.691,67.6383,0.013061
1.720,67.6383,0.013061
1.751,67.6383,0.013099
1.782,67.6383,0.013099
1.814,67.6383,0.013099
1.845,67.6383,0.013099
1.876,67.6383,0.013099
1.907,67.6383,0.013099
1.938,67.6383,0.013099
1.969,67.6383,0.013099
2.000,67.6383,0.013070
2.031,67.6383,0.013070
2.063,67.6383,0.013070
2.094,67.6383,0.013070
2.126,67.6383,0.013070
2.157,67.6383,0.013070
2.187,67.6383,0.013070
2.217,67.6383,0.013070
2.248,67.6383,0.013070
2.279,67.6383,0.013070
2.310,67.6383,0.013070
2.341,67.6383,0.013070
2.372,67.6383,0.013070
2.404,67.6383,0.013070
2.435,67.6383,0.013070
2.466,67.6383,0.013070
2.497,67.6383,0.013033
2.528,67.6383,0.013033
2.559,67.6383,0.013033
2.590,67.6383,0.013033
2.621,67.6383,0.013033
2.652,67.6383,0.013033
2.683,67.6383,0.013033
2.714,67.6383,0.013033
2.745,67.6383,0.012995
2.776,67.6383,0.012995
2.807,67.6383,0.012995
2.838,67.6383,0.012995
2.869,67.6383,0.012995
2.900,67.6383,0.012995
2.932,67.6383,0.012995
2.962,67.6383,0.012995
2.993,67.6383,0.013014
3.024,67.6383,0.013014
3.056,67.6383,0.013014
3.086,67.6383,0.013014
3.117,67.6383,0.013014
3.148,67.6383,0.013014
3.179,67.6383,0.013014
3.210,67.6383,0.013014
3.241,67.6383,0.013014
3.271,67.6383,0.012995
3.302,67.6383,0.012995
3.333,67.6383,0.012995
3.364,67.6383,0.012995
3.394,67.6383,0.012995
3.426,67.6383,0.012995
3.457,67.6383,0.012995
3.488,67.6383,0.012995
3.520,67.6383,0.012967
3.552,67.6383,0.012967
3.583,67.6383,0.012967
3.615,67.6383,0.012967
3.645,67.6383,0.012967
3.676,67.6383,0.012967
