Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0109,0.0313,21.2973,3.0453,24.3426,4.0996,0.0000
2,0.0110,0.0317,21.0702,3.4974,24.5676,4.0500,0.0000
3,0.0112,0.0321,20.7426,3.7112,24.4538,4.0501,0.0000
4,0.0113,0.0324,20.9465,4.0385,24.9850,4.0497,0.0000
5,0.0114,0.0328,21.0804,4.0392,25.1196,4.0479,0.0000
6,0.0114,0.0331,21.1987,4.2533,25.4520,4.0474,0.0000
7,0.0116,0.0335,21.1671,4.4688,25.6359,4.0465,0.0000
8,0.0116,0.0338,20.8331,4.7037,25.5368,4.0420,0.0000
9,0.0117,0.0342,20.9681,5.2362,26.2043,4.0499,0.0000
10,0.0119,0.0346,21.1817,5.2442,26.4259,4.0471,0.0000
11,0.0119,0.0349,20.9403,5.7860,26.7262,4.0500,0.0000
12,0.0120,0.0351,21.0774,5.9920,27.0694,4.0453,0.0000
13,0.0120,0.0356,21.0425,6.0026,27.0451,3.9825,0.0000
14,0.0121,0.0358,21.0667,6.2127,27.2794,3.9865,0.0000
15,0.0120,0.0361,20.2932,7.3094,27.6026,4.0308,0.0000
