Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1269,0.1941,2.9734,1.9846,4.9581,3.1874,-0.1675
2,0.0747,0.1128,1.7055,3.2250,4.9305,1.0247,-0.1578
3,0.0740,0.1131,1.6758,3.2231,4.8989,1.0141,-0.1461
4,0.0708,0.1124,1.5829,3.2832,4.8661,0.8768,-0.1348
5,0.0685,0.1162,1.5238,3.2573,4.7811,0.8456,-0.1262
6,0.0760,0.1214,2.7311,1.9844,4.7154,2.7477,-0.1167
7,0.0717,0.1185,2.5705,2.0166,4.5871,2.4150,-0.1073
8,0.0712,0.1161,2.5068,2.2280,4.7349,2.2585,-0.0991
9,0.0709,0.1117,2.5754,2.0194,4.5948,2.4204,-0.0912
10,0.0692,0.1092,2.4183,2.2352,4.6535,2.1142,-0.0841
11,0.0668,0.1028,2.2941,2.2600,4.5542,1.8931,-0.0786
12,0.0655,0.0992,2.2572,2.2309,4.4881,1.8238,-0.0721
13,0.0642,0.0960,2.1812,2.2330,4.4143,1.7396,-0.0663
14,0.0608,0.0915,2.1985,2.0136,4.2121,1.7799,-0.0607
15,0.0569,0.0878,2.0415,2.2519,4.2935,1.5059,-0.0553
16,0.0555,0.0850,2.0777,2.2628,4.3405,1.5562,-0.0504
17,0.0535,0.0807,2.0437,2.2325,4.2762,1.4962,-0.0459
18,0.0506,0.0770,1.9419,2.2652,4.2071,1.3690,-0.0421
19,0.0480,0.0754,1.9217,2.2777,4.1994,1.3304,-0.0384
20,0.0459,0.0713,1.9517,2.2593,4.2110,1.3799,-0.0348
21,0.0441,0.0693,1.9848,2.0007,3.9856,1.4067,-0.0317
22,0.0422,0.0660,1.9542,1.9940,3.9481,1.3837,-0.0288
23,0.0391,0.0636,1.7671,2.2363,4.0034,1.1059,-0.0261
24,0.0373,0.0617,1.9538,1.9502,3.9040,1.3670,-0.0238
25,0.0349,0.0602,1.6425,2.2576,3.9001,0.9629,-0.0217
26,0.0332,0.0577,1.7042,2.1995,3.9037,1.0588,-0.0197
27,0.0312,0.0562,1.6147,2.2290,3.8436,0.9194,-0.0182
28,0.0296,0.0549,1.7943,2.2353,4.0297,1.1311,-0.0166
29,0.0277,0.0536,1.7714,1.9835,3.7549,1.1483,-0.0153
30,0.0266,0.0520,1.6083,2.2369,3.8452,0.9204,-0.0137
31,0.0251,0.0513,1.6726,2.2820,3.9546,0.9978,-0.0126
32,0.0235,0.0499,1.4772,2.2445,3.7216,0.7719,-0.0114
33,0.0226,0.0489,1.6078,2.2038,3.8115,0.9327,-0.0104
34,0.0214,0.0482,1.4879,2.2629,3.7507,0.7719,-0.0095
35,0.0205,0.0472,1.6779,1.9991,3.6769,1.0164,-0.0087
