Elapsed Time (s),Position (mm),Force (N)
-0.016,59.1000,-0.044713
0.000,59.1000,-0.045921
0.016,59.1000,-0.051963
0.032,59.1000,-0.047129
0.047,59.1000,-0.044713
0.064,59.1000,-0.047129
0.079,59.1000,-0.044713
0.095,59.1000,-0.044713
0.112,59.1000,-0.042296
0.132,59.1000,-0.050755
0.148,59.1000,-0.044713
0.165,59.1000,-0.043504
0.180,59.1000,-0.045921
0.197,59.1000,-0.045921
0.213,59.1000,-0.049546
0.229,59.1000,-0.049546
0.245,59.1000,-0.036253
0.260,59.1000,-0.036253
0.276,59.1000,-0.037462
0.292,59.1000,-0.036253
0.309,59.1000,-0.042296
0.325,59.1000,-0.041087
0.342,59.1000,-0.041087
0.356,59.1000,-0.036253
0.372,59.1000,-0.033837
0.388,59.1000,-0.036253
0.405,59.1000,-0.043504
0.420,59.1000,-0.041087
0.437,59.1000,-0.045921
0.452,59.1000,-0.045921
0.469,59.1000,-0.038670
0.484,59.1000,-0.042296
0.507,59.1000,-0.041087
0.530,59.1000,-0.033837
0.548,59.1000,-0.036253
0.568,59.1000,-0.037462
0.583,59.1000,-0.038670
0.597,59.1000,-0.038670
0.613,59.1000,-0.032628
0.629,59.1000,-0.035045
0.645,59.1000,-0.036253
0.663,59.1000,-0.031420
0.687,59.1000,-0.045921
0.706,59.1000,-0.039879
0.719,59.1000,-0.035045
0.734,59.1000,-0.033837
0.751,59.1000,-0.032628
0.767,59.1000,-0.036253
0.783,59.1000,-0.041087
0.798,59.1000,-0.038670
0.815,59.1000,-0.036253
0.831,59.1000,-0.032628
0.847,59.1000,-0.033837
0.862,59.1000,-0.032628
0.879,59.1000,-0.031420
0.895,59.1000,-0.032628
0.910,59.1000,-0.032628
0.927,59.1000,-0.031420
0.942,59.1000,-0.038670
0.959,59.1000,-0.036253
0.974,59.1000,-0.035045
0.993,59.1000,-0.036253
1.006,59.1000,-0.030211
1.022,59.1000,-0.029003
1.039,59.1000,-0.037462
1.055,59.1000,-0.042296
1.071,59.1000,-0.039879
1.089,59.1000,-0.037462
1.102,59.1000,-0.033837
1.119,59.1000,-0.033837
1.134,59.1000,-0.033837
1.150,59.1000,-0.038670
1.170,59.1000,-0.038670
1.182,59.1000,-0.035045
1.198,59.1000,-0.038670
1.214,59.1000,-0.033837
1.236,59.1000,-0.037462
1.255,59.1000,-0.035045
1.267,59.1000,-0.031420
1.283,59.1000,-0.031420
1.300,59.1000,-0.032628
1.315,59.1000,-0.031420
1.331,59.1000,-0.031420
1.347,59.1000,-0.037462
1.363,59.1000,-0.032628
1.380,59.1000,-0.035045
1.395,59.1000,-0.036253
1.417,59.1000,-0.036253
1.427,59.1000,-0.035045
1.443,59.1000,-0.037462
1.459,59.1000,-0.037462
1.475,59.1000,-0.026586
1.491,59.1000,-0.033837
1.507,59.1000,-0.041087
1.523,59.1000,-0.037462
1.540,59.1000,-0.037462
1.555,59.1000,-0.033837
1.572,59.1000,-0.030211
1.587,59.1000,-0.031420
1.603,59.1000,-0.037462
1.620,59.1000,-0.037462
1.635,59.1000,-0.035045
1.651,59.1000,-0.035045
1.667,59.1000,-0.031420
1.683,59.1000,-0.041087
1.699,59.1000,-0.038670
1.717,59.1000,-0.029003
1.731,59.1000,-0.027794
1.747,59.1000,-0.027794
1.763,59.1000,-0.033837
1.779,59.1000,-0.027794
1.795,59.1000,-0.030211
1.811,59.1000,-0.031420
1.827,59.1000,-0.036253
1.844,59.1000,-0.035045
1.859,59.1000,-0.031420
1.876,59.1000,-0.027794
1.891,59.1000,-0.030211
1.908,59.1000,-0.025377
1.923,59.1000,-0.030211
1.941,59.1000,-0.036253
1.955,59.1000,-0.029003
1.970,59.1000,-0.035045
1.987,59.1000,-0.030211
2.003,59.1000,-0.025377
2.018,59.1000,-0.033837
2.034,59.1000,-0.032628
2.051,59.1000,-0.032628
2.066,59.1000,-0.032628
2.084,59.1000,-0.025377
2.100,59.1000,-0.025377
2.116,59.1000,-0.031420
2.131,59.1000,-0.036253
2.153,59.1000,-0.027794
2.178,59.1000,-0.032628
2.194,59.1000,-0.037462
2.211,59.1000,-0.037462
2.227,59.1000,-0.030211
2.243,59.1000,-0.032628
2.258,59.1000,-0.037462
2.280,59.1000,-0.029003
2.304,59.1000,-0.031420
2.320,59.1000,-0.026586
2.336,59.1000,-0.030211
2.352,59.1000,-0.032628
2.369,59.1000,-0.032628
2.384,59.1000,-0.030211
