Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.4784,0.5216,5.3729,1.2735,6.6464,6.0471,-0.0538
2,0.0049,0.0011,1.9193,0.0000,1.9193,1.3242,-0.0425
3,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0373
4,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0339
5,0.0019,0.0004,1.9197,0.0000,1.9197,1.3333,-0.0306
6,0.0057,0.0020,1.9440,0.0000,1.9440,1.3450,-0.0278
7,0.0246,0.0124,2.2606,0.4965,2.7571,1.8291,-0.0248
8,0.0082,0.0024,1.8325,0.0000,1.8325,1.1970,-0.0227
9,0.0188,0.0087,1.8851,0.4889,2.3739,1.2839,-0.0211
10,0.0279,0.0119,1.9871,0.4891,2.4762,1.4180,-0.0187
11,0.0442,0.0225,2.1324,0.5350,2.6674,1.6401,-0.0174
12,0.0392,0.0232,2.1581,0.5252,2.6832,1.6686,-0.0145
13,0.0541,0.0328,2.1713,0.5158,2.6870,1.7112,-0.0142
14,0.0245,0.0097,1.7574,0.4916,2.2490,1.0923,-0.0120
15,0.0329,0.0137,1.8703,0.4907,2.3611,1.2402,-0.0104
16,0.0181,0.0083,1.7509,0.2399,1.9908,1.1041,-0.0093
17,0.0298,0.0143,1.7690,0.5242,2.2932,1.1165,-0.0082
18,0.0340,0.0167,1.7228,0.7364,2.4592,1.0630,-0.0072
19,0.0131,0.0046,1.5613,0.2389,1.8002,0.8692,-0.0065
20,0.0451,0.0216,1.8312,0.4924,2.3236,1.2090,-0.0055
21,0.0309,0.0116,1.6547,0.4638,2.1185,0.8937,-0.0050
22,0.0290,0.0113,1.7194,0.4721,2.1915,1.0573,-0.0043
23,0.0232,0.0065,1.4185,0.4798,1.8983,0.7146,-0.0038
24,0.0366,0.0149,1.5704,0.5270,2.0975,0.8735,-0.0028
25,0.0275,0.0090,1.4239,0.5308,1.9548,0.7154,-0.0025
26,0.0437,0.0185,1.6435,0.5101,2.1535,0.9582,-0.0024
27,0.0331,0.0120,1.4737,0.5267,2.0004,0.7704,-0.0024
28,0.0437,0.0150,1.6367,0.5166,2.1533,0.9422,-0.0023
29,0.0431,0.0160,1.6261,0.4888,2.1149,0.9467,-0.0023
30,0.0323,0.0128,1.4576,0.5259,1.9835,0.7481,-0.0022
31,0.0500,0.0228,1.7361,0.4670,2.2031,1.0846,-0.0023
32,0.0492,0.0187,1.7249,0.4896,2.2145,1.0579,-0.0023
33,0.0524,0.0288,1.7265,0.7127,2.4392,1.0707,-0.0024
34,0.0451,0.0220,1.8373,0.4953,2.3327,1.2153,-0.0021
