Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0077,0.0160,2.4358,0.0000,2.4358,1.1834,-0.0188
2,0.0070,0.0158,4.9021,0.0000,4.9021,2.6747,-0.0184
3,0.0070,0.0160,4.7541,0.0000,4.7541,2.5740,-0.0182
4,0.0071,0.0162,4.9596,0.0000,4.9596,2.7084,-0.0178
5,0.0071,0.0165,4.8847,0.0000,4.8847,2.6639,-0.0175
6,0.0071,0.0165,4.7937,0.0000,4.7937,2.6099,-0.0172
7,0.0071,0.0163,4.6998,0.0000,4.6998,2.5503,-0.0169
8,0.0071,0.0164,4.7303,0.0000,4.7303,2.5600,-0.0167
9,0.0072,0.0165,4.8258,0.0000,4.8258,2.6209,-0.0164
10,0.0071,0.0165,4.9152,0.0000,4.9152,2.6754,-0.0162
11,0.0071,0.0165,4.8576,0.0000,4.8576,2.6421,-0.0159
12,0.0072,0.0165,4.7975,0.0000,4.7975,2.6073,-0.0158
13,0.0071,0.0166,4.7953,0.0000,4.7953,2.5989,-0.0155
14,0.0071,0.0165,4.8647,0.0000,4.8647,2.6406,-0.0153
15,0.0071,0.0167,4.6890,0.0000,4.6890,2.5394,-0.0151
16,0.0071,0.0165,4.7159,0.0000,4.7159,2.5564,-0.0149
17,0.0071,0.0163,4.7646,0.0000,4.7646,2.5871,-0.0145
18,0.0071,0.0164,4.6704,0.0000,4.6704,2.5297,-0.0144
19,0.0071,0.0165,4.6782,0.0000,4.6782,2.5337,-0.0141
20,0.0071,0.0165,4.5301,0.0000,4.5301,2.4457,-0.0139
21,0.0070,0.0165,4.7207,0.0000,4.7207,2.5574,-0.0137
22,0.0071,0.0164,4.6488,0.0000,4.6488,2.5223,-0.0135
23,0.0070,0.0164,4.5251,0.0000,4.5251,2.4481,-0.0121
24,0.0071,0.0165,4.7568,0.0000,4.7568,2.5846,-0.0121
25,0.0070,0.0164,4.5918,0.0000,4.5918,2.4852,-0.0121
26,0.0071,0.0165,4.6927,0.0000,4.6927,2.5446,-0.0116
27,0.0070,0.0163,4.6231,0.0000,4.6231,2.5016,-0.0125
28,0.0071,0.0162,4.7629,0.0000,4.7629,2.5856,-0.0123
29,0.0070,0.0163,4.8507,0.0000,4.8507,2.6321,-0.0121
30,0.0070,0.0162,4.5876,0.0000,4.5876,2.4803,-0.0120
31,0.0070,0.0163,4.5707,0.0000,4.5707,2.4663,-0.0109
32,0.0070,0.0163,4.5692,0.0000,4.5692,2.4662,-0.0115
33,0.0071,0.0162,4.7587,0.0000,4.7587,2.5865,-0.0113
34,0.0071,0.0163,4.7007,0.0000,4.7007,2.5391,-0.0112
35,0.0071,0.0163,4.5198,0.0000,4.5198,2.4124,-0.0110
36,0.0071,0.0164,4.4599,0.0000,4.4599,2.4010,-0.0108
37,0.0071,0.0166,4.4098,0.0000,4.4098,2.3692,-0.0106
38,0.0070,0.0165,4.6022,0.0000,4.6022,2.4858,-0.0103
39,0.0071,0.0166,4.4856,0.0000,4.4856,2.4186,-0.0102
40,0.0072,0.0167,4.5750,0.0000,4.5750,2.4699,-0.0101
41,0.0071,0.0166,4.5829,0.0000,4.5829,2.4692,-0.0099
42,0.0072,0.0166,4.5933,0.0000,4.5933,2.4843,-0.0093
43,0.0072,0.0167,4.2750,0.0000,4.2750,2.3242,-0.0095
44,0.0072,0.0169,4.3673,0.0000,4.3673,2.3497,-0.0093
45,0.0073,0.0169,4.5224,0.0000,4.5224,2.4399,-0.0091
46,0.0072,0.0166,4.3747,0.0000,4.3747,2.3457,-0.0091
47,0.0071,0.0166,4.4779,0.0000,4.4779,2.4069,-0.0088
48,0.0071,0.0166,4.4110,0.0000,4.4110,2.3719,-0.0086
49,0.0071,0.0166,4.2302,0.0000,4.2302,2.2598,-0.0072
50,0.0071,0.0163,4.3963,0.0000,4.3963,2.3651,-0.0071
51,0.0072,0.0164,4.4381,0.0000,4.4381,2.3827,-0.0081
52,0.0071,0.0166,4.2210,0.0000,4.2210,2.2535,-0.0080
53,0.0071,0.0165,4.3850,0.0000,4.3850,2.3551,-0.0079
54,0.0072,0.0164,4.2270,0.0000,4.2270,2.2628,-0.0078
55,0.0071,0.0163,4.4638,0.0000,4.4638,2.4044,-0.0076
56,0.0071,0.0163,4.1971,0.0000,4.1971,2.2387,-0.0076
