Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.2163,0.0863,35.1572,148.9819,184.1391,0.8766,-0.1870
2,1.0338,0.3588,72.9715,112.5240,185.4955,1.8207,-0.2207
3,0.5054,0.1467,25.0496,67.0319,92.0815,1.2464,-0.1741
4,0.1405,0.0529,14.5732,79.2457,93.8189,0.7240,-0.1356
5,0.1494,0.0538,14.4699,80.7269,95.1967,0.7187,-0.0942
6,0.1209,0.0487,12.4272,83.7705,96.1977,0.6175,-0.0708
7,0.1199,0.0500,7.8519,55.2379,63.0898,0.5828,-0.0651
8,0.0962,0.0461,6.4950,56.5253,63.0204,0.4792,-0.0504
9,0.0805,0.0435,5.5257,58.7645,64.2902,0.4067,-0.0384
10,0.0685,0.0419,4.2547,60.4858,64.7406,0.3124,-0.0290
11,0.0628,0.0420,2.9502,44.7706,47.7208,0.2834,-0.0268
