Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1852,0.0980,22.0639,86.0354,108.0992,1.0992,-0.0979
2,0.3321,0.1716,33.2444,74.5227,107.7671,1.6599,-0.0839
3,0.1656,0.0836,22.5562,86.2416,108.7979,1.1251,-0.0701
4,0.3236,0.1241,26.6648,82.7275,109.3923,1.3299,-0.0579
5,0.6783,0.2200,22.0566,50.5433,72.5999,1.6480,-0.0560
6,0.7040,0.2272,21.9302,51.2358,73.1660,1.6372,-0.0467
7,0.2484,0.1064,15.7100,58.0134,73.7234,1.1698,-0.0391
8,1.0461,0.3350,18.6195,36.5060,55.1255,1.8444,-0.0371
9,0.3972,0.1480,13.6820,41.7877,55.4698,1.3574,-0.0314
10,0.2756,0.1146,12.1150,43.9852,56.1002,1.1978,-0.0268
11,0.3024,0.1242,9.9312,34.7483,44.6795,1.2265,-0.0241
12,0.3045,0.1247,9.9895,35.2542,45.2437,1.2313,-0.0223
13,0.3479,0.1384,8.8473,28.7709,37.6182,1.3046,-0.0204
14,0.3882,0.1511,7.7021,24.2623,31.9644,1.3173,-0.0207
15,0.4343,0.1670,7.0425,21.4809,28.5234,1.3706,-0.0171
16,0.4576,0.1719,7.1952,21.5061,28.7013,1.4005,-0.0177
17,0.4819,0.1802,7.3295,21.5164,28.8459,1.4290,-0.0161
18,0.4727,0.1802,7.3577,21.5440,28.9018,1.4373,-0.0145
19,0.4953,0.1854,7.2708,22.0390,29.3098,1.4283,-0.0135
20,0.4794,0.1809,7.2279,22.0597,29.2876,1.4108,-0.0126
21,0.4819,0.1805,7.2098,21.7577,28.9674,1.4054,-0.0116
22,0.4833,0.1811,7.2259,22.0230,29.2488,1.4078,-0.0106
23,0.4805,0.1816,7.2058,22.2960,29.5019,1.4032,-0.0103
24,0.4771,0.1832,7.0951,22.2300,29.3251,1.3855,-0.0097
25,0.4816,0.1828,7.1448,22.2222,29.3670,1.3955,-0.0092
26,0.4868,0.1853,7.1446,22.5128,29.6574,1.3923,-0.0089
27,0.4851,0.1872,7.1057,23.0404,30.1461,1.3837,-0.0082
28,0.4882,0.1842,7.2038,22.4747,29.6785,1.4065,-0.0078
29,0.4982,0.1880,7.2346,23.0236,30.2582,1.4106,-0.0078
30,0.4883,0.1891,7.1129,22.9826,30.0955,1.3884,-0.0076
31,0.4872,0.1887,7.1171,23.2325,30.3496,1.3882,-0.0077
32,0.4732,0.1806,7.1194,22.9852,30.1046,1.3891,-0.0074
33,0.4609,0.1783,7.1759,23.0066,30.1825,1.3976,-0.0077
34,0.4611,0.1799,7.1175,23.1909,30.3084,1.3827,-0.0079
35,0.5771,0.2127,7.6568,22.7552,30.4120,1.4927,-0.0083
36,0.4494,0.1780,7.1943,22.9845,30.1788,1.4047,-0.0081
37,0.4512,0.1762,7.1412,22.9649,30.1061,1.3917,-0.0079
38,0.4538,0.1809,6.9564,23.2519,30.2083,1.3542,-0.0075
39,0.4422,0.1677,6.8728,23.2826,30.1554,1.3399,-0.0046
40,0.4237,0.1627,6.7398,23.7319,30.4717,1.3109,-0.0074
41,0.4216,0.1620,6.7242,23.4896,30.2138,1.3108,-0.0050
42,0.4231,0.1610,6.7453,23.7113,30.4566,1.3057,-0.0034
43,0.3892,0.1518,6.4306,23.7660,30.1966,1.2483,-0.0078
44,0.4682,0.1772,7.0495,23.2613,30.3107,1.3765,-0.0024
45,0.4757,0.1864,7.1437,23.5098,30.6536,1.3892,-0.0074
46,0.4856,0.1877,7.2935,23.2386,30.5321,1.4216,-0.0068
47,0.4940,0.1921,7.1715,22.9959,30.1674,1.3958,-0.0068
48,0.4862,0.1865,7.2599,22.7467,30.0066,1.4146,-0.0017
49,0.4892,0.1906,7.1056,22.9996,30.1052,1.3819,-0.0037
50,0.4968,0.1906,7.2317,22.7485,29.9803,1.4104,-0.0067
51,0.4663,0.1776,7.0927,23.4971,30.5898,1.3810,-0.0066
52,0.4622,0.1801,7.1097,22.9986,30.1083,1.3868,-0.0064
53,0.4611,0.1790,7.1222,23.4853,30.6075,1.3850,-0.0059
54,0.4612,0.1808,7.1717,22.9900,30.1618,1.3956,-0.0064
