Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1011,0.0576,12.6086,194.7361,207.3447,0.3132,-0.1007
2,0.0458,0.0426,8.1755,5.2447,13.4202,0.2029,-0.0801
3,0.1356,0.0586,17.6775,82.2729,99.9503,0.8795,-0.0957
4,0.0997,0.0510,15.7145,86.0208,101.7354,0.7797,-0.0796
5,0.1216,0.0523,15.9021,86.4669,102.3690,0.7911,-0.0682
6,0.1827,0.0628,17.4701,85.5119,102.9820,0.8669,-0.0604
7,0.3105,0.0906,13.3025,54.2526,67.5551,0.9891,-0.0649
8,0.3668,0.1076,14.3562,53.5438,67.9001,1.0688,-0.0610
9,0.4827,0.1284,15.1238,53.2540,68.3778,1.1266,-0.0553
10,0.5102,0.1399,15.2169,53.7624,68.9793,1.1336,-0.0509
11,0.6932,0.1911,12.3469,39.0042,51.3511,1.2227,-0.0516
12,0.9853,0.2816,14.4254,36.7622,51.1876,1.4301,-0.0516
13,0.8755,0.2411,13.5168,38.2587,51.7755,1.3385,-0.0473
14,0.7870,0.2073,9.9011,30.9834,40.8845,1.2216,-0.0460
15,0.9945,0.2755,10.7376,30.9537,41.6914,1.3249,-0.0441
16,1.1834,0.3362,9.4421,25.0099,34.4521,1.3935,-0.0432
17,1.3865,0.4065,10.2420,23.7881,34.0301,1.5118,-0.0432
18,1.4486,0.4319,8.7046,20.4829,29.1875,1.4950,-0.0446
19,1.4999,0.4362,7.7055,17.7455,25.4509,1.5017,-0.0400
20,1.2744,0.3528,7.0925,18.4896,25.5821,1.3821,-0.0382
21,1.2147,0.3225,6.6766,19.0165,25.6932,1.3009,-0.0382
22,1.1917,0.3345,6.5941,19.7202,26.3143,1.2812,-0.0358
23,1.2463,0.3352,6.6620,19.2379,25.8999,1.2970,-0.0342
24,1.3029,0.3490,6.7095,19.2681,25.9777,1.3083,-0.0324
25,1.3788,0.3870,6.9210,19.5262,26.4471,1.3506,-0.0322
26,1.4651,0.4195,7.1349,19.0111,26.1460,1.3891,-0.0316
27,1.6867,0.5139,7.5425,18.5159,26.0585,1.4727,-0.0340
28,0.9901,0.2569,5.9661,20.4919,26.4580,1.1465,-0.0259
29,1.7487,0.5289,7.6114,19.2285,26.8399,1.4847,-0.0306
30,1.4125,0.4208,6.7605,20.2534,27.0139,1.3142,-0.0268
31,1.2384,0.3393,6.3336,21.0294,27.3630,1.2318,-0.0233
32,1.2741,0.3485,6.3655,20.6957,27.0613,1.2332,-0.0227
33,1.9756,0.6466,8.0729,19.2662,27.3392,1.5777,-0.0300
34,1.3840,0.4033,6.8316,20.4346,27.2662,1.3288,-0.0238
35,1.4677,0.4427,6.8074,20.7276,27.5350,1.3180,-0.0228
36,1.6398,0.5020,7.2986,19.9927,27.2913,1.4225,-0.0246
37,1.0880,0.2972,5.7441,21.9863,27.7304,1.1136,-0.0187
38,1.3448,0.3734,6.4875,21.5223,28.0098,1.2519,-0.0193
39,2.9421,1.2264,10.0324,17.2551,27.2875,1.9684,-0.0427
40,1.4860,0.4080,6.9367,20.4529,27.3896,1.3531,-0.0290
41,1.9480,0.6101,7.8040,20.0437,27.8478,1.5264,-0.0252
42,1.0931,0.2813,5.7352,22.0117,27.7469,1.1100,-0.0124
43,1.8202,0.5882,7.6131,20.5398,28.1529,1.4891,-0.0211
44,0.8190,0.2011,4.9742,23.5130,28.4872,0.9598,-0.0124
45,1.7758,0.5507,7.3413,20.7523,28.0936,1.4335,-0.0184
46,0.8199,0.2014,4.9815,23.9733,28.9547,0.9596,-0.0095
47,1.3861,0.4104,6.4658,21.9589,28.4247,1.2561,-0.0141
48,1.9032,0.6011,7.7070,20.5638,28.2708,1.5024,-0.0231
49,0.8295,0.2031,5.0392,23.7650,28.8043,0.9722,-0.0077
50,1.4453,0.4121,6.6452,21.9604,28.6057,1.2952,-0.0148
51,1.2468,0.3422,6.1846,22.5263,28.7109,1.2013,-0.0140
52,1.5037,0.4375,6.7949,21.9927,28.7876,1.3225,-0.0181
53,1.0567,0.2783,5.6194,23.4883,29.1077,1.0903,-0.0134
54,1.1033,0.3091,5.9311,23.2395,29.1706,1.1490,-0.0144
55,1.6561,0.5200,7.1755,22.2162,29.3917,1.4010,-0.0235
56,1.6458,0.4873,7.1830,21.7017,28.8847,1.4018,-0.0216
