Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0120,0.0121,40.4749,7.7403,48.2152,2.0229,-0.0320
2,0.0089,0.0090,36.8886,0.0000,36.8886,1.8414,-0.0282
3,0.0097,0.0096,37.9384,0.0000,37.9384,1.8941,-0.0252
4,0.0171,0.0120,42.6605,1.6947,44.3552,2.1305,-0.0226
5,0.0100,0.0104,23.9933,0.0000,23.9933,1.7923,-0.0203
6,0.0089,0.0103,23.0036,0.0000,23.0036,1.7171,-0.0183
7,0.0096,0.0109,17.6140,0.0000,17.6140,1.7484,-0.0164
8,0.0085,0.0107,17.2411,0.0000,17.2411,1.7109,-0.0148
9,0.0091,0.0114,12.1920,0.0000,12.1920,1.8063,-0.0131
10,0.0099,0.0121,7.8074,0.0000,7.8074,1.8940,-0.0117
11,0.0098,0.0121,9.4816,0.0000,9.4816,1.8579,-0.0103
12,0.0108,0.0127,9.8832,0.4953,10.3785,1.9364,-0.0088
13,0.0169,0.0151,11.4786,0.7487,12.2272,2.2578,-0.0076
14,0.0268,0.0202,13.7188,0.7462,14.4650,2.6974,-0.0065
15,0.0375,0.0385,15.9855,7.2525,23.2380,3.0500,-0.0058
16,0.0451,0.0438,15.9164,7.9915,23.9078,3.0501,-0.0052
17,0.0484,0.0469,16.0182,8.2559,24.2741,3.0500,-0.0046
18,0.0508,0.0498,16.0673,8.4767,24.5441,3.0500,-0.0039
19,0.0529,0.0519,15.9595,8.7359,24.6953,3.0500,-0.0037
20,0.0555,0.0550,16.0733,8.9985,25.0718,3.0500,-0.0032
21,0.0590,0.0581,15.8797,8.9737,24.8534,3.0391,-0.0029
22,0.0624,0.0614,15.8551,9.4818,25.3369,3.0500,-0.0026
23,0.0657,0.0633,15.9881,8.9970,24.9851,3.0233,-0.0027
24,0.0807,0.0769,15.8053,9.7720,25.5773,3.0469,-0.0023
25,0.0925,0.0843,15.9005,9.7338,25.6343,3.0296,-0.0018
26,0.0892,0.0831,15.7951,10.0228,25.8179,3.0489,-0.0020
27,0.0899,0.0853,15.9767,9.9899,25.9666,3.0170,-0.0019
28,0.0969,0.0913,15.9227,10.2381,26.1608,3.0383,-0.0017
29,0.1028,0.0971,15.7686,10.5327,26.3013,3.0486,-0.0020
30,0.1081,0.1004,15.8472,10.5314,26.3786,3.0376,-0.0024
31,0.0845,0.0894,15.9125,10.7240,26.6365,3.0424,-0.0020
32,0.0872,0.0918,15.9176,11.2479,27.1655,3.0500,-0.0016
33,0.0893,0.0953,15.8735,11.2416,27.1151,3.0451,-0.0016
34,0.0933,0.1000,15.8205,11.5408,27.3613,3.0451,-0.0012
35,0.1136,0.0745,16.9231,0.7147,17.6378,2.8406,-0.0018
36,0.0100,0.0173,5.3284,0.2556,5.5840,1.0262,-0.0015
37,0.0096,0.0175,4.9022,0.0000,4.9022,0.9420,-0.0010
38,0.0084,0.0176,4.3111,0.0000,4.3111,0.8250,-0.0005
39,0.0081,0.0179,3.9146,0.0000,3.9146,0.7434,0.0000
40,0.0081,0.0182,15.2261,0.0000,15.2261,3.0052,0.0000
41,0.0082,0.0184,15.2902,0.0000,15.2902,3.0198,0.0000
42,0.0082,0.0185,15.4303,0.0000,15.4303,3.0413,0.0000
43,0.0083,0.0187,15.2660,0.0000,15.2660,3.0131,0.0000
44,0.0083,0.0189,15.3921,0.0000,15.3921,3.0372,0.0000
45,0.0083,0.0191,15.2829,0.0000,15.2829,3.0194,0.0000
46,0.0083,0.0193,16.0071,0.0000,16.0071,3.0500,0.0000
47,0.0083,0.0195,16.0325,0.0000,16.0325,3.0500,0.0000
48,0.0084,0.0197,16.0517,0.0000,16.0517,3.0500,0.0000
49,0.0084,0.0199,15.3527,0.0000,15.3527,3.0314,0.0000
50,0.0084,0.0200,15.0591,0.0000,15.0591,2.9732,0.0000
51,0.0084,0.0203,15.3057,0.0000,15.3057,3.0227,0.0000
52,0.0085,0.0204,15.1538,0.0000,15.1538,2.9834,0.0000
53,0.0085,0.0206,15.0151,0.0000,15.0151,2.9633,0.0000
54,0.0085,0.0208,14.2872,0.0000,14.2872,2.8179,0.0000
55,0.0085,0.0210,15.3038,0.0000,15.3038,3.0215,0.0000
56,0.0085,0.0212,15.3505,0.0000,15.3505,3.0301,0.0000
57,0.0085,0.0214,14.0405,0.0000,14.0405,2.7594,0.0000
58,0.0086,0.0216,14.5980,0.0000,14.5980,2.8819,0.0000
59,0.0085,0.0216,13.4116,0.0000,13.4116,2.6460,0.0000
