Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1715,0.0710,28.1659,151.2370,179.4029,0.7023,-0.1620
2,0.2994,0.1094,41.8708,139.2433,181.1141,1.0439,-0.1398
3,0.6061,0.1792,25.1880,63.0203,88.2082,1.2566,-0.1629
4,0.3674,0.0989,18.5539,70.7190,89.2729,0.9247,-0.1148
5,0.5646,0.1434,21.7067,68.5247,90.2314,1.0825,-0.0920
6,2.7346,1.1015,47.3356,41.0033,88.3390,2.3649,-0.1580
7,3.5105,1.4776,34.3627,23.7288,58.0916,2.5700,-0.1909
8,4.3154,2.1640,38.4661,20.4922,58.9582,2.8788,-0.1389
9,0.2438,0.0728,11.4608,50.0108,61.4716,0.8494,-0.0759
10,1.3658,0.4145,21.5376,40.2537,61.7913,1.6091,-0.0562
11,0.4269,0.1101,9.2534,37.2340,46.4874,0.9145,-0.0417
12,4.0593,2.0236,27.5088,17.2278,44.7367,2.7402,-0.1368
13,0.9969,0.2500,14.0409,32.7323,46.7732,1.3920,-0.0856
14,0.5139,0.1319,8.2239,29.0026,37.2265,1.0134,-0.0407
15,1.3816,0.3969,12.1663,25.9644,38.1307,1.5032,-0.0325
16,0.7771,0.2062,7.7728,23.9557,31.7284,1.1430,-0.0284
17,0.5780,0.1434,6.7367,25.2598,31.9964,0.9870,-0.0227
18,1.7861,0.5364,9.3960,17.7576,27.1536,1.6145,-0.0362
19,0.5283,0.1344,5.0594,18.7581,23.8175,0.9742,-0.0275
20,0.4322,0.1153,4.6848,19.4836,24.1685,0.8994,-0.0223
21,4.0550,1.8514,12.5719,10.7346,23.3065,2.4743,-0.1233
22,0.3865,0.0995,5.0276,19.2477,24.2754,0.9684,-0.0947
23,2.3861,0.7751,9.5894,14.5121,24.1015,1.8807,-0.0509
24,0.8649,0.2192,6.2479,18.5043,24.7521,1.2122,-0.0334
25,0.5515,0.1468,5.2143,20.5113,25.7256,1.0027,-0.0159
26,0.6277,0.1702,5.2383,20.0095,25.2478,1.0099,-0.0142
27,0.5922,0.1570,5.0991,20.2587,25.3579,0.9864,-0.0139
28,0.6154,0.1660,5.0190,20.7556,25.7747,0.9692,-0.0137
29,0.5928,0.1593,4.9958,21.2068,26.2026,0.9643,-0.0139
30,0.5786,0.1546,5.0926,21.2239,26.3165,0.9829,-0.0138
31,0.6013,0.1580,5.1791,20.9921,26.1711,0.9995,-0.0138
32,0.5609,0.1530,4.9132,22.0237,26.9369,0.9457,-0.0140
33,0.5567,0.1482,4.9119,21.7593,26.6712,0.9488,-0.0142
34,0.4858,0.1360,4.6607,22.7961,27.4569,0.8977,-0.0135
35,0.5289,0.1415,4.9773,21.9910,26.9683,0.9607,-0.0134
36,0.6504,0.1717,5.2112,22.2236,27.4348,1.0076,-0.0116
37,0.5700,0.1559,5.0042,22.7121,27.7163,0.9608,-0.0109
38,0.5621,0.1526,5.1557,22.5220,27.6777,0.9934,-0.0149
39,0.5513,0.1513,5.1854,23.0108,28.1961,0.9962,-0.0136
40,0.6097,0.1617,5.2765,22.4769,27.7534,1.0158,-0.0148
41,0.5370,0.1463,5.0212,23.2261,28.2473,0.9697,-0.0122
42,0.5220,0.1439,4.9684,23.4942,28.4627,0.9608,-0.0140
43,0.5607,0.1515,5.0977,23.5126,28.6104,0.9838,-0.0137
44,0.4681,0.1319,4.7469,23.7869,28.5337,0.9150,-0.0126
45,0.5625,0.1583,5.0386,23.7529,28.7915,0.9676,-0.0110
46,0.5874,0.1585,5.2173,23.7463,28.9635,1.0037,-0.0096
47,0.5880,0.1630,5.0322,23.5261,28.5583,0.9715,-0.0110
48,4.1816,2.1353,13.4999,13.4622,26.9621,2.6598,-0.1543
49,0.8670,0.2141,6.8717,20.7410,27.6126,1.3396,-0.1207
50,0.3278,0.1007,4.6575,23.7306,28.3881,0.8945,-0.0335
51,0.5121,0.1425,5.0231,24.2573,29.2804,0.9673,-0.0108
52,0.5973,0.1642,5.3103,23.4928,28.8031,1.0226,-0.0106
53,0.8991,0.2393,6.1141,22.7477,28.8618,1.1857,-0.0125
54,0.5859,0.1634,5.0948,23.9958,29.0906,0.9856,-0.0117
55,0.6036,0.1694,5.1239,23.7738,28.8977,0.9911,-0.0118
56,0.5503,0.1573,4.9087,24.2704,29.1790,0.9447,-0.0116
57,0.5973,0.1681,5.1291,23.9796,29.1088,0.9888,-0.0121
58,0.5690,0.1563,5.1022,24.5087,29.6108,0.9852,-0.0121
59,0.5561,0.1599,5.0653,24.0070,29.0723,0.9752,-0.0117
60,0.5868,0.1630,5.0499,24.7660,29.8159,0.9759,-0.0123
61,0.3842,0.1196,4.4148,24.7397,29.1545,0.8489,-0.0117
62,0.6126,0.1710,5.3792,24.2379,29.6170,1.0382,-0.0121
63,0.4577,0.1350,4.7765,24.9932,29.7697,0.9205,-0.0115
64,0.5898,0.1656,5.1516,24.7343,29.8859,0.9949,-0.0120
65,0.3870,0.1194,4.2832,25.5353,29.8186,0.8169,-0.0114
66,0.4367,0.1303,4.5372,25.2335,29.7707,0.8710,-0.0117
67,0.5949,0.1640,5.1605,24.5146,29.6751,0.9983,-0.0126
68,3.7697,1.7438,12.6108,15.5018,28.1126,2.4842,-0.0834
69,4.5061,2.1962,14.0323,12.7709,26.8032,2.7716,-0.1801
70,0.4205,0.1078,5.7055,22.7119,28.4174,1.1046,-0.1634
71,0.7133,0.1888,5.9506,23.2764,29.2269,1.1547,-0.0507
72,4.1182,2.1536,13.8096,13.2811,27.0907,2.7183,-0.1443
73,4.4528,2.0197,13.6309,14.0042,27.6351,2.6867,-0.1102
74,4.6376,2.4998,14.4287,12.2798,26.7085,2.8527,-0.1452
75,0.6864,0.1648,6.0574,22.5070,28.5644,1.1782,-0.1015
76,4.5522,2.2533,13.6811,13.4686,27.1496,2.7004,-0.1122
77,5.1701,2.6243,14.7013,12.2601,26.9614,2.8976,-0.1348
78,0.4890,0.1306,5.3743,23.7312,29.1055,1.0344,-0.0863
79,1.2804,0.3551,6.8845,22.5070,29.3914,1.3465,-0.0060
80,4.8854,2.9700,14.9058,11.7505,26.6562,2.9485,-0.0949
81,0.6553,0.1710,5.9819,22.4764,28.4583,1.1589,-0.0509
82,0.7395,0.2041,5.8081,23.2638,29.0718,1.1280,-0.0075
