Elapsed Time (s),Position (mm),Force (N)
-0.018,58.7000,-0.019335
0.013,58.7000,-0.021752
0.046,58.7000,-0.021752
0.076,58.7000,-0.020544
0.107,58.7000,-0.019335
0.127,58.7000,-0.021752
0.154,58.7000,-0.021752
0.175,58.7000,-0.022961
0.201,58.7000,-0.019335
0.231,58.7000,-0.016918
0.265,58.7000,-0.025377
0.293,58.7000,-0.024169
0.324,58.7000,-0.021752
0.355,58.7000,-0.021752
0.385,58.7000,-0.021752
0.417,58.7000,-0.024169
0.448,58.7000,-0.022961
0.479,58.7000,-0.020544
0.510,58.7000,-0.022961
0.541,58.7000,-0.019335
0.571,58.7000,-0.019335
0.603,58.7000,-0.018127
0.634,58.7000,-0.021752
0.655,58.7000,-0.021752
0.680,58.7000,-0.014501
0.712,58.7000,-0.015710
0.743,58.7000,-0.025377
0.774,58.7000,-0.021752
0.806,58.7000,-0.019335
0.837,58.7000,-0.016918
0.867,58.7000,-0.022961
0.899,58.7000,-0.019335
0.931,58.7000,-0.016918
0.960,58.7000,-0.024169
0.991,58.7000,-0.024169
1.022,58.7000,-0.016918
1.053,58.7000,-0.018127
1.084,58.7000,-0.020544
1.115,58.7000,-0.021752
1.144,58.7000,-0.018127
1.178,58.7000,-0.020544
1.206,58.7000,-0.019335
1.237,58.7000,-0.019335
1.267,58.7000,-0.019335
1.298,58.7000,-0.021752
1.329,58.7000,-0.022961
1.360,58.7000,-0.021752
1.391,58.7000,-0.021752
1.422,58.7000,-0.025377
1.453,58.7000,-0.021752
1.485,58.7000,-0.018127
1.517,58.7000,-0.019335
1.548,58.7000,-0.018127
1.578,58.7000,-0.019335
1.609,58.7000,-0.020544
1.629,58.7000,-0.019335
1.656,58.7000,-0.020544
1.677,58.7000,-0.021752
1.702,58.7000,-0.019335
1.733,58.7000,-0.019335
1.764,58.7000,-0.015710
1.795,58.7000,-0.016918
1.825,58.7000,-0.018127
1.849,58.7000,-0.019335
1.872,58.7000,-0.019335
1.903,58.7000,-0.019335
1.934,58.7000,-0.015710
1.966,58.7000,-0.019335
1.996,58.7000,-0.020544
2.027,58.7000,-0.021752
2.059,58.7000,-0.019335
2.091,58.7000,-0.016918
2.121,58.7000,-0.020544
2.153,58.7000,-0.020544
2.185,58.7000,-0.018127
2.215,58.7000,-0.021752
2.247,58.7000,-0.024169
2.278,58.7000,-0.015710
2.309,58.7000,-0.015710
2.340,58.7000,-0.020544
2.361,58.7000,-0.020544
2.386,58.7000,-0.020544
2.417,58.7000,-0.019335
2.448,58.7000,-0.020544
2.479,58.7000,-0.018127
2.509,58.7000,-0.018127
2.541,58.7000,-0.018127
2.572,58.7000,-0.018127
2.604,58.7000,-0.021752
2.636,58.7000,-0.015710
2.667,58.7000,-0.019335
2.699,58.7000,-0.016918
2.730,58.7000,-0.015710
2.762,58.7000,-0.018127
2.792,58.7000,-0.022961
2.823,58.7000,-0.020544
2.855,58.7000,-0.018127
2.886,58.7000,-0.018127
2.917,58.7000,-0.018127
2.949,58.7000,-0.018127
2.979,58.7000,-0.014501
3.000,58.7000,-0.014501
3.026,58.7000,-0.016918
3.056,58.7000,-0.020544
3.087,58.7000,-0.019335
3.118,58.7000,-0.019335
3.149,58.7000,-0.021752
3.181,58.7000,-0.015710
3.211,58.7000,-0.013293
3.243,58.7000,-0.018127
3.274,58.7000,-0.013293
3.305,58.7000,-0.014501
3.336,58.7000,-0.014501
3.367,58.7000,-0.014501
3.397,58.7000,-0.020544
3.428,58.7000,-0.016918
3.460,58.7000,-0.018127
3.491,58.7000,-0.019335
3.513,58.7000,-0.019335
3.536,58.7000,-0.015710
3.568,58.7000,-0.016918
3.598,58.7000,-0.018127
3.629,58.7000,-0.019335
3.660,58.7000,-0.022961
3.691,58.7000,-0.013293
3.722,58.7000,-0.019335
