Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0543,0.0778,2.0162,3.7477,5.7639,1.3207,-0.2238
2,0.0466,0.0647,2.3186,3.5401,5.8587,1.6127,-0.2099
3,0.0479,0.0676,2.1987,3.7865,5.9852,1.5101,-0.1926
4,0.0479,0.0691,2.3277,3.6808,6.0084,1.6073,-0.1784
5,0.0480,0.0689,2.1701,3.7435,5.9136,1.4807,-0.1665
6,0.0480,0.0693,2.1983,3.7245,5.9228,1.5080,-0.1545
7,0.0485,0.0707,2.2264,3.7457,5.9720,1.5113,-0.1430
8,0.0484,0.0706,2.1076,3.7772,5.8848,1.4021,-0.1335
9,0.0483,0.0704,2.3195,3.7187,6.0382,1.5946,-0.1246
10,0.0484,0.0698,2.3070,3.7572,6.0642,1.5851,-0.1154
11,0.0484,0.0708,2.3570,3.7552,6.1122,1.6670,-0.1079
12,0.0483,0.0694,2.1091,3.7839,5.8930,1.3972,-0.1007
13,0.0484,0.0693,2.2332,3.7573,5.9905,1.5078,-0.0940
14,0.0480,0.0691,2.2248,3.7560,5.9808,1.5285,-0.0880
15,0.0464,0.0654,2.2001,3.7445,5.9446,1.4895,-0.0815
16,0.0472,0.0664,2.1860,3.7188,5.9047,1.4703,-0.0762
17,0.0453,0.0637,2.2318,3.7676,5.9994,1.5159,-0.0710
18,0.0448,0.0630,2.0146,4.0286,6.0432,1.3008,-0.0660
19,0.0450,0.0627,2.0121,3.9728,5.9849,1.2911,-0.0613
20,0.0445,0.0623,2.1091,3.7281,5.8372,1.4092,-0.0568
21,0.0434,0.0606,1.9827,3.7015,5.6841,1.2875,-0.0528
22,0.0422,0.0590,1.9060,4.0116,5.9176,1.1695,-0.0489
23,0.0398,0.0569,2.0411,3.7499,5.7910,1.3395,-0.0451
24,0.0387,0.0558,2.0158,3.7459,5.7618,1.3208,-0.0416
25,0.0384,0.0551,2.0112,3.7104,5.7217,1.3204,-0.0382
26,0.0370,0.0540,1.7633,3.7470,5.5103,1.0696,-0.0353
27,0.0358,0.0530,1.7647,3.7792,5.5438,1.0789,-0.0326
28,0.0338,0.0508,1.7108,4.0098,5.7207,1.0030,-0.0300
29,0.0331,0.0500,1.8341,3.7540,5.5880,1.1148,-0.0273
30,0.0318,0.0485,1.7685,3.7646,5.5331,1.0692,-0.0254
31,0.0301,0.0474,1.8918,3.5363,5.4281,1.1712,-0.0233
32,0.0291,0.0463,1.7616,3.7220,5.4837,1.0548,-0.0215
33,0.0273,0.0455,1.6155,3.7833,5.3988,0.9183,-0.0198
34,0.0263,0.0444,1.7707,3.4963,5.2671,1.0435,-0.0183
35,0.0248,0.0439,1.5821,3.7836,5.3657,0.8666,-0.0168
36,0.0236,0.0430,1.7360,3.4765,5.2125,1.0358,-0.0154
37,0.0225,0.0424,1.6038,3.7752,5.3790,0.8788,-0.0143
38,0.0211,0.0415,1.7029,3.5523,5.2552,0.9958,-0.0137
39,0.0200,0.0397,1.6124,3.0122,4.6247,0.9219,-0.0123
40,0.0190,0.0393,1.5325,3.2748,4.8073,0.8192,-0.0112
41,0.0182,0.0392,1.6453,3.2507,4.8960,0.9447,-0.0103
42,0.0174,0.0388,1.5205,3.2444,4.7649,0.8257,-0.0095
43,0.0167,0.0384,1.5514,3.2559,4.8073,0.8517,-0.0087
44,0.0158,0.0379,1.5807,3.0157,4.5963,0.8699,-0.0080
45,0.0154,0.0373,1.6991,2.9489,4.6480,0.9871,-0.0072
46,0.0143,0.0334,1.5835,2.4843,4.0678,0.8734,-0.0341
47,0.0139,0.0367,1.5177,3.0065,4.5242,0.8212,-0.0061
