Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0855,0.1053,1.6758,4.5268,6.2026,0.9547,-0.1700
2,0.0720,0.0809,1.6397,4.2501,5.8898,0.9162,-0.1585
3,0.0721,0.0988,1.7079,3.2508,4.9587,1.0402,-0.1466
4,0.0678,0.0945,1.7063,3.2893,4.9957,1.0352,-0.1366
5,0.0662,0.0981,1.6468,3.2148,4.8616,0.9616,-0.1243
6,0.0641,0.0984,1.6099,3.2583,4.8682,0.9359,-0.1151
7,0.0623,0.0960,2.3597,2.7754,5.1351,2.0108,-0.1066
8,0.0616,0.0929,2.2926,2.7562,5.0489,1.9346,-0.0977
9,0.0582,0.0878,2.3266,2.7637,5.0903,1.9846,-0.0903
10,0.0576,0.0869,2.2612,2.7578,5.0190,1.8808,-0.0826
11,0.0578,0.0854,2.1063,2.7592,4.8655,1.6419,-0.0743
12,0.0578,0.0831,2.2337,2.7310,4.9647,1.8207,-0.0689
13,0.0550,0.0812,2.2317,2.7275,4.9592,1.7784,-0.0639
14,0.0542,0.0783,2.1337,2.7895,4.9232,1.6660,-0.0583
15,0.0538,0.0763,1.9828,3.0347,5.0176,1.4278,-0.0532
16,0.0506,0.0738,2.0743,3.0078,5.0821,1.5678,-0.0484
17,0.0477,0.0706,2.0108,2.7915,4.8023,1.4789,-0.0438
18,0.0464,0.0674,1.9040,3.0046,4.9086,1.3135,-0.0399
19,0.0443,0.0650,1.8640,2.9702,4.8343,1.2394,-0.0368
20,0.0421,0.0633,1.7962,3.0386,4.8348,1.1419,-0.0338
21,0.0397,0.0606,1.9208,2.9570,4.8778,1.3266,-0.0310
22,0.0372,0.0578,1.7391,3.2136,4.9526,1.0876,-0.0281
23,0.0349,0.0567,1.7641,3.0365,4.8006,1.1343,-0.0260
24,0.0325,0.0543,1.6397,3.0100,4.6496,0.9660,-0.0238
25,0.0306,0.0523,1.6119,3.0194,4.6313,0.9366,-0.0218
26,0.0287,0.0509,1.6437,2.9726,4.6162,0.9803,-0.0202
27,0.0266,0.0491,1.5537,3.2221,4.7757,0.8462,-0.0184
28,0.0250,0.0476,1.5198,2.9910,4.5108,0.8388,-0.0172
29,0.0233,0.0465,1.4704,3.0242,4.4946,0.7680,-0.0160
30,0.0221,0.0460,1.6317,3.0300,4.6616,0.9432,-0.0148
31,0.0206,0.0445,1.6631,2.7427,4.4058,1.0083,-0.0137
32,0.0194,0.0436,1.3903,3.0510,4.4413,0.6997,-0.0128
33,0.0184,0.0425,1.4687,3.0222,4.4909,0.7717,-0.0116
34,0.0176,0.0422,1.5645,2.7296,4.2940,0.8749,-0.0108
35,0.0167,0.0415,1.5833,2.7609,4.3442,0.8947,-0.0100
36,0.0159,0.0413,1.6728,2.7267,4.3994,0.9922,-0.0093
37,0.0152,0.0406,1.6940,2.7236,4.4176,1.0322,-0.0086
38,0.0146,0.0402,1.7727,2.5406,4.3132,1.1303,-0.0078
39,0.0142,0.0398,1.7355,2.5122,4.2477,1.0837,-0.0072
40,0.0137,0.0396,1.5997,2.7207,4.3205,0.9332,-0.0067
41,0.0133,0.0391,1.8768,2.2625,4.1393,1.2590,-0.0062
42,0.0128,0.0389,1.6394,2.5703,4.2097,0.9834,-0.0056
43,0.0128,0.0388,2.6706,1.4889,4.1595,2.6106,-0.0051
44,0.0126,0.0383,2.6087,1.5541,4.1628,2.4965,-0.0047
45,0.0125,0.0381,2.6051,1.5157,4.1208,2.4600,-0.0043
46,0.0124,0.0379,2.5745,1.4739,4.0484,2.4178,-0.0039
47,0.0123,0.0379,2.5237,1.5343,4.0580,2.3315,-0.0035
48,0.0124,0.0377,2.6675,1.2735,3.9410,2.6010,-0.0031
49,0.0121,0.0376,2.6028,1.3016,3.9044,2.4354,-0.0028
50,0.0122,0.0372,2.7725,1.2416,4.0142,2.8029,-0.0025
51,0.0121,0.0372,2.5824,1.2649,3.8474,2.4467,-0.0021
52,0.0120,0.0369,2.5891,1.2751,3.8642,2.5374,-0.0019
53,0.0120,0.0371,2.6090,1.2703,3.8793,2.4998,-0.0014
54,0.0119,0.0368,2.5869,1.2766,3.8635,2.4428,-0.0013
55,0.0118,0.0369,2.7254,0.9909,3.7163,2.7045,-0.0011
56,0.0117,0.0366,2.7913,1.0246,3.8159,2.8307,-0.0008
57,0.0116,0.0362,2.7763,1.0251,3.8014,2.7603,-0.0005
58,0.0116,0.0364,2.6349,0.9922,3.6271,2.5095,-0.0003
59,0.0115,0.0364,2.8814,0.7478,3.6292,2.9023,-0.0001
60,0.0115,0.0363,2.8149,0.7136,3.5285,2.8994,0.0000
61,0.0114,0.0362,2.5930,0.9948,3.5878,2.4359,0.0000
62,0.0114,0.0363,2.7153,0.7427,3.4580,2.6856,0.0000
63,0.0114,0.0364,2.6028,0.9893,3.5921,2.4497,0.0000
64,0.0113,0.0363,2.7907,0.6976,3.4882,2.8239,0.0000
65,0.0114,0.0363,2.6472,0.7408,3.3881,2.5732,0.0000
66,0.0113,0.0363,2.7577,0.6950,3.4527,2.7924,0.0000
67,0.0112,0.0364,2.7692,0.4953,3.2646,2.7936,0.0000
68,0.0112,0.0364,2.5861,0.7402,3.3264,2.4073,0.0000
69,0.0111,0.0363,2.5981,0.7437,3.3418,2.4930,0.0000
70,0.0111,0.0360,2.7477,0.4684,3.2161,2.7601,0.0000
71,0.0111,0.0364,2.6200,0.7447,3.3647,2.4874,0.0000
72,0.0111,0.0358,2.6972,0.5108,3.2079,2.6863,0.0000
73,0.0110,0.0362,2.6054,0.5256,3.1309,2.4810,0.0000
74,0.0110,0.0356,2.6471,0.4956,3.1427,2.6102,0.0000
75,0.0108,0.0354,2.5302,0.7470,3.2771,2.3501,0.0000
76,0.0108,0.0352,2.6383,0.4663,3.1046,2.5398,0.0000
77,0.0107,0.0350,2.6701,0.4630,3.1331,2.6191,0.0000
78,0.0106,0.0353,2.5685,0.4959,3.0644,2.4023,0.0000
79,0.0106,0.0351,2.6546,0.4986,3.1532,2.5856,0.0000
80,0.0105,0.0350,2.5155,0.5267,3.0422,2.2996,0.0000
81,0.0104,0.0348,2.5111,0.4988,3.0099,2.2872,0.0000
82,0.0104,0.0347,2.4455,0.4973,2.9428,2.1664,0.0000
83,0.0103,0.0344,2.5706,0.4711,3.0417,2.4053,0.0000
84,0.0102,0.0342,2.5763,0.2173,2.7936,2.4497,0.0000
85,0.0102,0.0343,2.5154,0.4673,2.9827,2.2980,0.0000
86,0.0102,0.0339,2.3229,0.4943,2.8172,1.9684,0.0000
