Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0749,0.1286,1.8621,4.7683,6.6304,1.1462,-0.1550
2,0.0558,0.0918,1.8827,4.4992,6.3819,1.1858,-0.1481
3,0.0541,0.0882,1.8584,4.4957,6.3541,1.1699,-0.1388
4,0.0534,0.0814,2.0450,4.2494,6.2944,1.3469,-0.1309
5,0.0527,0.0768,2.0132,4.2600,6.2732,1.3177,-0.1237
6,0.0520,0.0758,1.8963,4.2524,6.1488,1.2022,-0.1169
7,0.0509,0.0732,1.8948,4.2508,6.1456,1.1689,-0.1103
8,0.0500,0.0727,2.0798,4.2113,6.2911,1.3577,-0.1029
9,0.0492,0.0699,1.8292,4.2441,6.0733,1.1258,-0.0974
10,0.0480,0.0688,1.8125,4.2474,6.0599,1.1137,-0.0911
11,0.0467,0.0667,1.9238,4.2485,6.1724,1.2076,-0.0865
12,0.0454,0.0651,1.8961,4.2362,6.1323,1.1889,-0.0807
13,0.0445,0.0639,1.9368,4.0277,5.9645,1.2373,-0.0767
14,0.0426,0.0626,2.0434,3.9822,6.0256,1.3480,-0.0721
15,0.0420,0.0615,1.7693,4.2102,5.9794,1.1269,-0.0675
16,0.0405,0.0606,1.7632,4.2445,6.0077,1.0475,-0.0634
17,0.0394,0.0598,1.8276,4.0231,5.8507,1.1103,-0.0596
18,0.0377,0.0578,1.8305,4.0460,5.8765,1.1121,-0.0564
19,0.0361,0.0567,1.8252,4.0055,5.8307,1.1272,-0.0531
20,0.0344,0.0562,1.8017,4.0040,5.8057,1.1032,-0.0496
21,0.0329,0.0552,1.7324,3.9987,5.7312,1.0445,-0.0473
22,0.0322,0.0540,2.9770,2.7303,5.7073,2.2477,-0.0448
23,0.0320,0.0541,2.7545,3.0140,5.7685,2.0465,-0.0420
24,0.0321,0.0530,2.7615,3.0028,5.7643,2.0476,-0.0397
25,0.0321,0.0521,2.7423,2.9972,5.7395,2.0516,-0.0373
26,0.0322,0.0526,2.6388,3.0172,5.6560,1.9302,-0.0353
27,0.0329,0.0521,2.7775,2.7277,5.5052,2.0637,-0.0338
28,0.0319,0.0511,2.5768,3.0102,5.5870,1.8819,-0.0321
29,0.0323,0.0504,2.6616,2.7645,5.4261,1.9670,-0.0306
30,0.0325,0.0505,2.7274,2.7281,5.4555,2.0120,-0.0294
31,0.0323,0.0500,2.6352,2.7717,5.4069,1.9108,-0.0286
32,0.0329,0.0501,2.7859,2.4515,5.2374,2.0806,-0.0279
33,0.0327,0.0496,2.6989,2.7249,5.4237,1.9909,-0.0266
34,0.0328,0.0494,2.6332,2.7234,5.3566,1.9237,-0.0264
35,0.0332,0.0496,2.6689,2.5080,5.1768,1.9707,-0.0255
36,0.0327,0.0490,2.5347,2.7575,5.2922,1.8462,-0.0250
37,0.0325,0.0489,2.6634,2.4532,5.1166,1.9461,-0.0242
38,0.0326,0.0497,2.5415,2.4544,4.9959,1.8399,-0.0230
39,0.0328,0.0484,2.6259,2.2591,4.8850,1.9088,-0.0234
40,0.0327,0.0480,2.5758,2.2944,4.8703,1.8690,-0.0227
41,0.0328,0.0484,2.6960,2.1966,4.8926,2.0068,-0.0225
42,0.0333,0.0491,2.4933,2.2886,4.7819,1.7884,-0.0220
43,0.0333,0.0480,2.6341,2.0192,4.6533,1.9377,-0.0218
44,0.0327,0.0484,2.5395,2.2287,4.7681,1.8342,-0.0212
45,0.0328,0.0489,2.4797,2.2627,4.7425,1.7712,-0.0210
46,0.0329,0.0484,2.5018,2.2058,4.7075,1.7857,-0.0210
47,0.0340,0.0483,2.6003,2.0165,4.6168,1.8809,-0.0210
48,0.0328,0.0477,2.5332,1.9862,4.5194,1.8370,-0.0203
49,0.0330,0.0472,2.5370,2.0008,4.5378,1.8285,-0.0198
50,0.0335,0.0476,2.6011,1.7215,4.3226,1.9088,-0.0194
51,0.0340,0.0485,2.5156,1.7358,4.2514,1.8104,-0.0201
52,0.0332,0.0477,2.5431,1.7674,4.3104,1.8353,-0.0201
53,0.0337,0.0485,2.6045,1.7378,4.3424,1.8956,-0.0196
54,0.0341,0.0484,2.5129,1.7633,4.2761,1.8018,-0.0198
55,0.0343,0.0483,2.5710,1.7689,4.3399,1.8542,-0.0190
56,0.0336,0.0480,2.6713,1.4546,4.1259,1.9594,-0.0193
57,0.0328,0.0483,2.4652,1.7914,4.2565,1.7517,-0.0189
58,0.0341,0.0483,2.6875,1.4873,4.1749,1.9387,-0.0186
59,0.0336,0.0484,2.4861,1.5208,4.0068,1.7704,-0.0182
60,0.0341,0.0488,2.4765,1.4868,3.9633,1.7778,-0.0190
61,0.0337,0.0477,2.5588,1.5150,4.0737,1.8415,-0.0188
62,0.0338,0.0478,2.6547,1.2394,3.8941,1.9478,-0.0186
63,0.0345,0.0486,2.5129,1.2708,3.7837,1.8151,-0.0175
64,0.0335,0.0483,2.6687,1.2400,3.9087,1.9465,-0.0188
65,0.0347,0.0485,2.6454,1.2383,3.8837,1.9293,-0.0187
66,0.0335,0.0485,2.6377,1.0229,3.6606,1.9447,-0.0165
67,0.0326,0.0479,2.4784,1.2114,3.6898,1.7527,-0.0185
68,0.0338,0.0474,2.6005,1.0049,3.6054,1.8786,-0.0183
69,0.0344,0.0489,2.4811,1.2113,3.6924,1.7822,-0.0188
70,0.0336,0.0471,2.5801,1.0253,3.6054,1.8653,-0.0187
71,0.0345,0.0477,2.5773,0.9911,3.5684,1.8768,-0.0188
72,0.0377,0.0502,2.5378,0.9907,3.5286,1.8479,-0.0194
73,0.0398,0.0510,2.6591,0.9891,3.6481,1.9501,-0.0206
74,0.0398,0.0514,2.6663,0.9631,3.6294,1.9387,-0.0215
75,0.0379,0.0496,2.7484,0.7378,3.4862,2.0377,-0.0227
76,0.0384,0.0501,2.7287,0.7419,3.4706,2.0334,-0.0238
77,0.0384,0.0499,2.7260,0.7111,3.4371,2.0225,-0.0254
78,0.0384,0.0497,2.6667,0.9978,3.6644,1.9438,-0.0263
79,0.0379,0.0509,2.6077,0.9893,3.5970,1.9003,-0.0273
80,0.0391,0.0504,2.7298,0.7159,3.4457,2.0301,-0.0288
81,0.0356,0.0486,2.7889,0.7417,3.5306,2.0872,-0.0291
82,0.0353,0.0487,2.6639,0.9923,3.6562,1.9453,-0.0294
83,0.0343,0.0475,2.7064,0.7116,3.4180,2.0125,-0.0292
84,0.0343,0.0478,2.6676,0.7480,3.4155,1.9697,-0.0287
85,0.0351,0.0488,2.6115,0.7447,3.3562,1.9168,-0.0284
86,0.0352,0.0487,2.7449,0.7440,3.4889,2.0440,-0.0278
87,0.0349,0.0482,2.6645,0.7786,3.4431,1.9379,-0.0285
88,0.0340,0.0484,2.5672,0.7789,3.3461,1.8684,-0.0278
89,0.0351,0.0479,2.7087,0.7121,3.4208,2.0069,-0.0283
90,0.0339,0.0483,2.7564,0.8029,3.5593,2.0464,-0.0274
91,0.0347,0.0480,2.7587,0.7472,3.5060,2.0412,-0.0270
92,0.0343,0.0472,2.6957,0.7433,3.4390,1.9840,-0.0260
93,0.0342,0.0475,2.6698,0.7745,3.4443,1.9607,-0.0278
94,0.0345,0.0479,2.7672,0.7751,3.5423,2.0571,-0.0277
95,0.0347,0.0477,2.7612,0.7124,3.4736,2.0682,-0.0284
96,0.0339,0.0473,2.6479,0.7433,3.3912,1.9288,-0.0282
97,0.0345,0.0486,2.5357,0.7729,3.3086,1.8249,-0.0278
98,0.0358,0.0480,2.6383,0.7747,3.4129,1.9222,-0.0284
99,0.0362,0.0484,2.6456,0.7744,3.4200,1.9160,-0.0284
