Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.0063,0.0049,1.4537,0.0000,1.4537,0.7441,-0.0627
2,0.0016,0.0014,5.6829,0.0000,5.6829,6.0496,-0.0570
3,0.0014,0.0014,5.7540,0.0000,5.7540,6.0501,-0.0508
4,0.0015,0.0012,5.8906,0.0000,5.8906,6.0500,-0.0455
5,0.0014,0.0011,5.6437,0.0000,5.6437,6.0487,-0.0403
6,0.0014,0.0013,5.4591,0.0000,5.4591,6.0283,-0.0355
7,0.0014,0.0011,6.0481,0.0000,6.0481,6.0500,-0.0307
8,0.0014,0.0010,5.7871,0.0000,5.7871,6.0500,-0.0264
9,0.0014,0.0010,6.2811,0.0000,6.2811,6.0500,-0.0221
10,0.0014,0.0009,5.9341,0.0000,5.9341,6.0501,-0.0182
11,0.0014,0.0009,6.2354,0.0000,6.2354,6.0500,-0.0148
12,0.0013,0.0009,6.3733,0.0000,6.3733,6.0492,-0.0116
13,0.0012,0.0007,5.4837,0.0000,5.4837,6.0319,-0.0096
14,0.0011,0.0007,6.0939,0.0000,6.0939,6.0500,-0.0076
15,0.0011,0.0007,5.5238,0.0000,5.5238,6.0375,-0.0057
16,0.0010,0.0005,5.5929,0.0000,5.5929,6.0452,-0.0043
17,0.0010,0.0005,5.9069,0.0000,5.9069,6.0491,-0.0029
18,0.0009,0.0005,6.1992,0.0000,6.1992,6.0500,-0.0018
19,0.0009,0.0005,5.7630,0.0000,5.7630,6.0500,-0.0014
20,0.0009,0.0004,6.2727,0.0000,6.2727,6.0500,-0.0014
21,0.0008,0.0003,6.3618,0.0000,6.3618,6.0499,-0.0014
22,0.0008,0.0003,5.9618,0.0000,5.9618,6.0448,-0.0014
23,0.0012,0.0003,6.5500,0.0000,6.5500,6.0460,-0.0015
24,0.0005,0.0001,5.8088,0.0000,5.8088,6.0500,-0.0017
25,0.0005,0.0001,5.3558,0.0000,5.3558,6.0015,-0.0017
26,0.0004,0.0001,5.7243,0.0000,5.7243,6.0500,-0.0018
27,0.0003,0.0001,5.8819,0.0000,5.8819,6.0496,-0.0017
28,0.0003,0.0001,6.0373,0.0000,6.0373,6.0500,-0.0017
29,0.0003,0.0001,6.0167,0.0000,6.0167,6.0393,-0.0017
30,0.0003,0.0001,5.9254,0.0000,5.9254,6.0416,-0.0018
31,0.0003,0.0000,5.8838,0.0000,5.8838,6.0487,-0.0018
32,0.0002,0.0001,5.2415,0.0000,5.2415,5.9663,-0.0018
33,0.0003,0.0000,5.9358,0.0000,5.9358,6.0456,-0.0017
34,0.0002,0.0000,5.6192,0.0000,5.6192,6.0471,-0.0018
35,0.0002,0.0000,5.3426,0.0000,5.3426,6.0003,-0.0018
36,0.0002,0.0000,5.5761,0.0000,5.5761,6.0428,-0.0018
37,0.0003,0.0000,0.6538,0.0000,0.6538,0.1400,-0.0018
38,0.0004,0.0001,0.7061,0.0000,0.7061,0.1668,-0.0017
39,0.0002,0.0000,6.0527,0.0000,6.0527,6.0299,-0.0018
40,0.0003,0.0000,0.6642,0.0000,0.6642,0.1352,-0.0017
41,0.0003,0.0000,0.6539,0.0000,0.6539,0.1384,-0.0017
42,0.0004,0.0000,0.6927,0.0000,0.6927,0.1597,-0.0018
43,0.0004,0.0000,0.7197,0.0000,0.7197,0.1637,-0.0018
44,0.0003,0.0000,0.6687,0.0000,0.6687,0.1465,-0.0019
45,0.0004,0.0000,0.7586,0.0000,0.7586,0.1966,-0.0017
46,0.0002,0.0000,0.6453,0.0000,0.6453,0.1395,-0.0018
47,0.0004,0.0000,0.6634,0.0000,0.6634,0.1493,-0.0017
48,0.0003,0.0000,0.6627,0.0000,0.6627,0.1385,-0.0017
49,0.0003,0.0000,0.6641,0.0000,0.6641,0.1419,-0.0018
50,0.0000,0.0000,0.7975,0.0000,0.7975,0.2095,-0.0017
51,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0017
52,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0017
53,0.0004,0.0000,0.6844,0.0000,0.6844,0.1524,-0.0017
54,0.0004,0.0000,0.7194,0.0000,0.7194,0.1646,-0.0017
55,0.0001,0.0000,0.5948,0.0000,0.5948,0.1157,-0.0017
56,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0017
57,0.0004,0.0000,0.6684,0.0000,0.6684,0.1467,-0.0017
58,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0017
59,0.0002,0.0000,0.8097,0.0000,0.8097,0.2234,-0.0017
60,0.0003,0.0000,0.6527,0.0000,0.6527,0.1409,-0.0016
61,0.0000,0.0000,0.5839,0.0000,0.5839,0.1094,-0.0017
62,0.0001,0.0000,0.6032,0.0000,0.6032,0.1215,-0.0016
63,0.0000,0.0000,NaN,NaN,NaN,NaN,-0.0016
