Elapsed Time (s),Position (mm),Force (N)
-0.019,66.4015,-0.283865
0.091,66.4015,-0.283865
0.200,66.4015,-0.278700
0.309,66.4015,-0.278700
0.416,66.4015,-0.278700
0.526,66.4015,-0.274694
0.635,66.4015,-0.274694
0.743,66.4015,-0.271348
0.853,66.4015,-0.271348
0.962,66.4015,-0.268445
1.070,66.4015,-0.268445
1.177,66.4015,-0.265881
1.289,66.4015,-0.265881
1.399,66.4015,-0.265881
1.508,66.4015,-0.263610
1.618,66.4015,-0.263610
1.727,66.4015,-0.261545
1.836,66.4015,-0.261545
1.944,66.4015,-0.259642
2.055,66.4015,-0.259642
2.164,66.4015,-0.259642
2.273,66.4015,-0.257907
2.383,66.4015,-0.257907
2.494,66.4015,-0.256277
2.600,66.4015,-0.256277
2.709,66.4015,-0.254750
2.819,66.4015,-0.254750
2.928,66.4015,-0.253392
3.037,66.4015,-0.253392
3.147,66.4015,-0.253392
3.256,66.4015,-0.252073
3.364,66.4015,-0.252073
3.473,66.4015,-0.249735
3.584,66.4015,-0.249735
3.692,66.4015,-0.242299
3.803,66.4015,-0.242299
3.912,66.4015,-0.242299
4.020,66.4014,-0.234089
4.131,66.3955,-0.234089
4.239,66.3806,-0.231318
4.348,66.3590,-0.231318
4.458,66.3369,-0.213297
4.567,66.3152,-0.213297
4.678,66.2930,-0.171778
4.786,66.2713,-0.171778
4.894,66.2498,-0.171778
5.005,66.2275,-0.130514
5.116,66.2054,-0.130514
5.226,66.1834,-0.099080
5.336,66.1613,-0.099080
5.445,66.1395,-0.099080
5.553,66.1180,-0.073735
5.663,66.0961,-0.073735
5.773,66.0739,-0.052792
5.884,66.0518,-0.052792
5.994,66.0298,-0.035053
6.102,66.0081,-0.035053
6.213,65.9860,-0.019954
6.323,65.9640,-0.019954
6.434,65.9418,-0.006928
6.543,65.9202,-0.006928
6.652,65.8982,-0.006928
6.762,65.8763,0.004929
6.871,65.8546,0.004929
6.979,65.8328,0.016051
7.089,65.8108,0.016051
7.198,65.7890,0.026476
7.306,65.7674,0.026476
7.415,65.7457,0.026476
7.525,65.7235,0.036561
7.636,65.7015,0.036561
7.744,65.6800,0.046665
7.852,65.6584,0.046665
7.961,65.6364,0.056779
8.070,65.6146,0.056779
8.181,65.5925,0.066986
8.289,65.5708,0.066986
8.398,65.5490,0.066986
8.507,65.5272,0.077618
8.618,65.5051,0.077618
8.728,65.4830,0.088768
8.836,65.4616,0.088768
8.944,65.4399,0.100927
9.052,65.4183,0.100927
9.163,65.3961,0.114424
9.270,65.3747,0.114424
9.381,65.3523,0.114424
9.489,65.3308,0.129675
9.598,65.3093,0.129675
9.706,65.2875,0.147206
9.815,65.2656,0.147206
9.924,65.2439,0.167291
10.033,65.2222,0.167291
10.142,65.2004,0.167291
10.252,65.1782,0.190393
10.363,65.1560,0.190393
10.472,65.1344,0.216944
10.582,65.1123,0.216944
10.690,65.0906,0.247360
10.799,65.0689,0.247360
10.908,65.0472,0.247360
11.019,65.0249,0.282149
11.129,65.0028,0.282149
11.237,64.9811,0.322207
11.348,64.9591,0.322207
11.458,64.9371,0.367666
11.568,64.9150,0.367666
11.677,64.8933,0.418648
11.789,64.8710,0.418648
11.898,64.8493,0.418648
12.005,64.8277,0.476369
12.115,64.8058,0.476369
12.223,64.7841,0.541386
12.331,64.7626,0.541386
12.440,64.7406,0.614367
12.550,64.7188,0.614367
12.658,64.6972,0.614367
12.769,64.6750,0.695679
12.878,64.6530,0.695679
12.988,64.6310,0.785193
13.099,64.6089,0.785193
13.209,64.5869,0.876713
13.319,64.5649,0.876713
13.427,64.5433,0.960147
13.537,64.5213,0.960147
13.646,64.4995,0.960147
13.755,64.4778,1.025672
13.865,64.4558,1.025672
13.975,64.4336,1.048161
14.085,64.4114,1.048161
14.196,64.3896,1.052007
14.305,64.3678,1.052007
14.414,64.3460,1.052007
14.523,64.3240,1.074034
14.633,64.3019,1.074034
14.742,64.2802,1.101735
14.852,64.2583,1.101735
