Elapsed Time (s),Position (mm),Force (N)
-0.019,63.7000,-0.030211
0.007,63.7000,-0.030211
0.038,63.7000,-0.029003
0.069,63.7000,-0.026586
0.100,63.7000,-0.030211
0.131,63.7000,-0.029003
0.162,63.7000,-0.030211
0.193,63.7000,-0.025377
0.225,63.7000,-0.026586
0.256,63.7000,-0.025377
0.287,63.7000,-0.024169
0.318,63.7000,-0.024169
0.349,63.7000,-0.027794
0.380,63.7000,-0.024169
0.411,63.7000,-0.021752
0.442,63.7000,-0.022961
0.474,63.7000,-0.026586
0.505,63.7000,-0.022961
0.525,63.7000,-0.022961
0.551,63.7000,-0.024169
0.573,63.7000,-0.027794
0.598,63.7000,-0.027794
0.630,63.7000,-0.027794
0.661,63.7000,-0.022961
0.692,63.7000,-0.024169
0.723,63.7000,-0.021752
0.753,63.7000,-0.024169
0.784,63.7000,-0.021752
0.815,63.7000,-0.026586
0.846,63.7000,-0.020544
0.878,63.7000,-0.020544
0.909,63.7000,-0.024169
0.940,63.7000,-0.024169
0.971,63.7000,-0.022961
1.003,63.7000,-0.020544
1.034,63.7000,-0.021752
1.065,63.7000,-0.021752
1.095,63.7000,-0.019335
1.116,63.7000,-0.019335
1.142,63.7000,-0.024169
1.173,63.7000,-0.026586
1.204,63.7000,-0.024169
1.236,63.7000,-0.022961
1.267,63.7000,-0.022961
1.298,63.7000,-0.026586
1.329,63.7000,-0.022961
1.359,63.7000,-0.021752
1.390,63.7000,-0.022961
1.420,63.7000,-0.025377
1.451,63.7000,-0.020544
1.482,63.7000,-0.024169
1.513,63.7000,-0.021752
1.544,63.7000,-0.019335
1.566,63.7000,-0.022961
1.591,63.7000,-0.025377
1.622,63.7000,-0.024169
1.655,63.7000,-0.020544
1.678,63.7000,-0.020544
1.699,63.7000,-0.020544
1.731,63.7000,-0.019335
1.762,63.7000,-0.024169
1.793,63.7000,-0.024169
1.825,63.7000,-0.021752
1.855,63.7000,-0.024169
1.887,63.7000,-0.019335
1.918,63.7000,-0.018127
1.948,63.7000,-0.024169
1.980,63.7000,-0.025377
2.011,63.7000,-0.022961
2.041,63.7000,-0.020544
2.072,63.7000,-0.022961
2.104,63.7000,-0.021752
2.124,63.7000,-0.020544
2.150,63.7000,-0.020544
2.172,63.7000,-0.021752
2.196,63.7000,-0.021752
2.227,63.7000,-0.021752
2.258,63.7000,-0.024169
2.289,63.7000,-0.022961
2.320,63.7000,-0.024169
2.352,63.7000,-0.022961
2.383,63.7000,-0.024169
2.414,63.7000,-0.020544
2.445,63.7000,-0.024169
2.477,63.7000,-0.024169
2.508,63.7000,-0.021752
2.546,63.7000,-0.021752
2.570,63.7000,-0.024169
2.602,63.7000,-0.021752
2.633,63.7000,-0.016918
2.664,63.7000,-0.019335
2.695,63.7000,-0.020544
2.716,63.7000,-0.020544
2.742,63.7000,-0.020544
2.772,63.7000,-0.024169
2.803,63.7000,-0.022961
2.833,63.7000,-0.020544
2.864,63.7000,-0.018127
2.895,63.7000,-0.020544
2.926,63.7000,-0.018127
2.957,63.7000,-0.019335
2.987,63.7000,-0.019335
3.007,63.7000,-0.019335
3.033,63.7000,-0.020544
3.066,63.7000,-0.019335
3.096,63.7000,-0.020544
3.129,63.7000,-0.020544
3.158,63.7000,-0.019335
3.180,63.7000,-0.019335
3.205,63.7000,-0.021752
3.237,63.7000,-0.020544
3.259,63.7000,-0.020544
3.283,63.7000,-0.019335
3.314,63.7000,-0.015710
3.345,63.7000,-0.020544
3.376,63.7000,-0.022961
3.408,63.7000,-0.024169
3.438,63.7000,-0.019335
3.470,63.7000,-0.019335
3.503,63.7000,-0.019335
3.533,63.7000,-0.021752
3.564,63.7000,-0.018127
3.596,63.7000,-0.022961
3.626,63.7000,-0.021752
3.658,63.7000,-0.021752
3.688,63.7000,-0.018127
3.719,63.7000,-0.019335
3.750,63.7000,-0.022961
3.781,63.7000,-0.026586
3.801,63.7000,-0.020544
3.827,63.7000,-0.018127
3.858,63.7000,-0.018127
3.890,63.7000,-0.020544
3.920,63.7000,-0.018127
3.950,63.7000,-0.025377
3.982,63.7000,-0.021752
4.013,63.7000,-0.021752
4.044,63.7000,-0.016918
4.077,63.7000,-0.020544
4.108,63.7000,-0.024169
4.139,63.7000,-0.024169
4.170,63.7000,-0.020544
4.201,63.7000,-0.020544
4.231,63.7000,-0.016918
4.262,63.7000,-0.019335
4.293,63.7000,-0.024169
4.324,63.7000,-0.025377
4.345,63.7000,-0.019335
4.370,63.7000,-0.018127
4.401,63.7000,-0.020544
4.432,63.7000,-0.020544
4.462,63.7000,-0.020544
4.494,63.7000,-0.021752
4.525,63.7000,-0.018127
4.556,63.7000,-0.018127
4.588,63.7000,-0.019335
4.618,63.7000,-0.019335
4.649,63.7000,-0.020544
4.680,63.7000,-0.019335
4.711,63.7000,-0.015710
4.742,63.7000,-0.020544
4.774,63.7000,-0.022961
4.805,63.7000,-0.016918
4.836,63.7000,-0.018127
4.857,63.7000,-0.021752
4.883,63.7000,-0.021752
4.906,63.7000,-0.014501
4.928,63.7000,-0.014501
4.960,63.7000,-0.018127
4.991,63.7000,-0.019335
5.022,63.7000,-0.018127
5.053,63.7000,-0.018127
5.087,63.7000,-0.019335
5.114,63.7000,-0.022961
5.145,63.7000,-0.015710
5.176,63.7000,-0.015710
5.206,63.7000,-0.019335
5.237,63.7000,-0.016918
5.258,63.7000,-0.016918
