Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1063,0.1627,1.6504,4.4933,6.1438,0.9504,-0.1809
2,0.0724,0.0941,1.7973,4.2747,6.0721,1.1183,-0.1705
3,0.0873,0.1154,2.2683,2.7583,5.0266,1.8394,-0.1584
4,0.0794,0.1102,2.2939,2.5443,4.8382,1.8816,-0.1349
5,0.0703,0.1072,1.5820,3.0048,4.5868,0.8933,-0.1239
6,0.0683,0.1049,1.5483,3.0036,4.5519,0.8678,-0.1126
7,0.0639,0.1003,1.4956,2.9961,4.4917,0.8079,-0.1049
8,0.0624,0.0991,2.3579,2.0171,4.3749,2.0536,-0.0966
9,0.0614,0.0975,1.5036,2.7495,4.2531,0.8048,-0.0892
10,0.0587,0.0937,2.1056,2.2622,4.3679,1.6252,-0.0820
11,0.0594,0.0919,2.2574,2.0028,4.2601,1.8627,-0.0756
12,0.0565,0.0894,2.2987,1.9819,4.2806,1.9219,-0.0692
13,0.0565,0.0860,2.0695,2.0164,4.0859,1.5466,-0.0628
14,0.0561,0.0849,2.0832,2.0000,4.0833,1.5544,-0.0573
15,0.0548,0.0820,2.0707,1.9820,4.0527,1.5607,-0.0528
16,0.0531,0.0801,1.9717,2.0156,3.9873,1.4061,-0.0477
17,0.0512,0.0763,2.0193,1.9849,4.0041,1.4894,-0.0438
18,0.0491,0.0745,1.9698,1.9993,3.9690,1.4295,-0.0401
19,0.0472,0.0717,1.8568,2.0464,3.9032,1.2416,-0.0372
20,0.0453,0.0692,1.8636,2.0448,3.9084,1.2472,-0.0337
21,0.0425,0.0668,1.8742,1.9813,3.8555,1.2622,-0.0308
22,0.0401,0.0633,1.8248,2.0327,3.8575,1.2182,-0.0278
23,0.0379,0.0611,1.7955,1.9815,3.7770,1.1367,-0.0253
24,0.0357,0.0593,1.7909,1.9521,3.7431,1.1388,-0.0230
25,0.0332,0.0574,1.8612,1.9476,3.8088,1.2177,-0.0210
26,0.0310,0.0557,1.5850,2.2463,3.8314,0.8857,-0.0190
27,0.0295,0.0535,1.5323,2.2308,3.7631,0.8470,-0.0172
28,0.0279,0.0523,1.5220,2.2419,3.7639,0.8391,-0.0160
29,0.0263,0.0504,1.5588,2.0059,3.5647,0.8855,-0.0144
30,0.0248,0.0491,1.6765,1.9976,3.6741,1.0190,-0.0132
31,0.0233,0.0483,1.4840,2.2625,3.7466,0.7858,-0.0119
