folder,fluid_type,gap,test_type,condition_label,layer,speed_um_s,speed_mm_min,peak_force_N,work_of_adhesion_mJ,peel_distance_mm,peak_retraction_force_N,distance_to_peak_mm,propagation_distance_mm
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,197,4940.677966,296.44067796,0.23713318614718584,0.33636924096363596,-2.507399999999997,0.24019329437229406,-1.632399999999997,-0.875
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,198,4940.677966,296.44067796,0.25126845021644983,0.34597313374935074,-2.5524000000000058,0.24968845454545416,-1.6111000000000004,-0.9413000000000054
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,199,4940.677966,296.44067796,0.27257028138528094,0.3546059863857145,-2.6037000000000035,0.2701430562770558,-1.7426999999999992,-0.8610000000000042
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,210,5446.610169,326.79661014,0.28569571428571383,0.3786138792259738,-2.597999999999999,0.2834933463203459,-1.7489999999999952,-0.8490000000000038
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,211,5446.610169,326.79661014,0.2420138701298698,0.3317213581229438,-2.595800000000004,0.2394193030303027,-1.7423000000000002,-0.8535000000000039
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,212,5446.610169,326.79661014,0.29456248917748873,0.40940062697921964,-2.6445000000000007,0.2886824242424238,-1.765899999999995,-0.8786000000000058
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,213,5446.610169,326.79661014,0.2763787012987009,0.3776350508,-2.488500000000002,0.27393555844155804,-1.7488000000000028,-0.7396999999999991
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,214,5446.610169,326.79661014,0.27971112554112515,0.4013253548227278,-2.755900000000004,0.283143307359307,-1.7693000000000012,-0.9866000000000028
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,225,5952.542373,357.15254238,0.296058874458874,0.4191071369666665,-2.7334999999999994,0.29019980519480476,-1.967400000000005,-0.7660999999999945
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,226,5952.542373,357.15254238,0.23526574458874427,0.31153865747770493,-2.4620000000000033,0.2354385974025971,-1.6154999999999973,-0.846500000000006
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,227,5952.542373,357.15254238,0.28152678354978317,0.4410696474854982,-2.7416000000000054,0.2832530389610386,-1.9655000000000058,-0.7760999999999996
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,228,5952.542373,357.15254238,0.2575878441558438,0.3740279651506493,-2.6650000000000063,0.2564315324675321,-1.8102000000000018,-0.8548000000000044
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,229,5952.542373,357.15254238,0.3012960389610385,0.45299056060973997,-2.8887,0.306815255411255,-1.951500000000003,-0.9371999999999971
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,240,6458.474576,387.50847455999997,0.2582516190476187,0.36936153720757586,-3.2473000000000027,0.2571950519480516,-1.8994,-1.3479000000000028
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,241,6458.474576,387.50847455999997,0.29050368398268356,0.3874863259636366,-2.7712999999999965,0.2894680216450212,-1.7430999999999983,-1.0281999999999982
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,242,6458.474576,387.50847455999997,0.29341775324675284,0.42558898888679686,-2.7505999999999986,0.2910007748917745,-1.8554999999999993,-0.8950999999999993
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,243,6458.474576,387.50847455999997,0.2707232727272723,0.40316089424090934,-2.7132000000000005,0.27107899567099525,-1.637900000000002,-1.0752999999999986
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,244,6458.474576,387.50847455999997,0.27036278354978316,0.3887318815759743,-2.647500000000001,0.26664855844155805,-1.8004999999999995,-0.8470000000000013
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,255,6964.40678,417.8644068,0.2625100735930732,0.3591031519175325,-2.6931999999999974,0.2601768138528135,-1.6944000000000017,-0.9987999999999957
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,256,6964.40678,417.8644068,0.28816016883116846,0.42896046707272734,-3.058799999999998,0.2880555930735927,-1.9613000000000014,-1.0974999999999966
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,257,6964.40678,417.8644068,0.27694912554112516,0.43742186828896124,-2.891599999999997,0.283964281385281,-1.7856999999999985,-1.1058999999999983
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,258,6964.40678,417.8644068,0.28158391774891733,0.4019192897305185,-2.880599999999994,0.2806266017316013,-1.772599999999997,-1.107999999999997
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,259,6964.40678,417.8644068,0.287432952380952,0.4259997419357145,-2.834699999999998,0.28828030303030266,-1.8125,-1.022199999999998
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,270,7470.338983,448.22033897999995,0.30073630303030263,0.44258287369393967,-2.813299999999998,0.3021328961038957,-1.7838999999999956,-1.0294000000000025
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,271,7470.338983,448.22033897999995,0.2725809956709953,0.4076786540214282,-2.8641000000000005,0.2699284242424239,-1.7922000000000011,-1.0718999999999994
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,272,7470.338983,448.22033897999995,0.28818587445887406,0.43809949808679693,-2.8663999999999987,0.29063414285714245,-1.790700000000001,-1.0756999999999977
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,273,7470.338983,448.22033897999995,0.2679871948051944,0.4021311245350648,-2.728900000000003,0.2653869480519477,-1.9176000000000002,-0.8113000000000028
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,274,7470.338983,448.22033897999995,0.2916020043290039,0.4295994455155841,-2.7897000000000034,0.2869251125541121,-1.8049999999999997,-0.9847000000000037
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,285,7976.271186,478.57627116,0.2680083679653676,0.4232394607569257,-3.1122999999999976,0.26373452813852777,-2.0443,-1.0679999999999978
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,286,7976.271186,478.57627116,0.2921251168831165,0.45080964987532496,-2.8920999999999992,0.29184235064935027,-1.863199999999999,-1.0289000000000001
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,287,7976.271186,478.57627116,0.27062442424242383,0.4083063241562775,-2.8060000000000045,0.26689933766233725,-1.7882999999999996,-1.017700000000005
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,288,7976.271186,478.57627116,0.3139660779220775,0.47585258338095227,-2.924900000000001,0.3102258528138524,-1.907899999999998,-1.017000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,289,7976.271186,478.57627116,0.31056087012986966,0.4588104569261905,-2.8237000000000023,0.30752113852813806,-1.9050000000000011,-0.9187000000000012
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,300,8482.20339,508.93220340000005,0.2746738744588741,0.4487045267727275,-3.0797999999999988,0.27386317748917716,-1.8863999999999947,-1.193400000000004
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,301,8482.20339,508.93220340000005,0.2791094718614715,0.4169180730818186,-2.7830999999999975,0.27780695670995637,-1.6336000000000013,-1.1494999999999962
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,302,8482.20339,508.93220340000005,0.3177744329004324,0.515977258383116,-3.114600000000003,0.32233110389610337,-1.9271999999999991,-1.1874000000000038
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,303,8482.20339,508.93220340000005,0.2857168354978351,0.4193088049590911,-3.252899999999997,0.27974771428571393,-1.8965999999999994,-1.3562999999999974
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,304,8482.20339,508.93220340000005,0.3000038095238091,0.4582761311082257,-2.7509000000000015,0.29768636363636325,-1.7792999999999992,-0.9716000000000022
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,315,8988.135593,539.28813558,0.3032108441558437,0.46338178506406974,-3.0685999999999964,0.3013068268398264,-1.8714000000000013,-1.1971999999999952
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,316,8988.135593,539.28813558,0.30318980519480476,0.4843102374064941,-3.0578000000000003,0.3013797012987009,-1.875,-1.1828000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,317,8988.135593,539.28813558,0.2763528744588741,0.44451468598549776,-2.922799999999995,0.2752174675324672,-1.629499999999993,-1.2933000000000021
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,318,8988.135593,539.28813558,0.3397414848484844,0.49850673247683985,-3.0738999999999947,0.3386743766233762,-1.863199999999999,-1.2106999999999957
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,319,8988.135593,539.28813558,0.2811133290043286,0.489697723540909,-3.227700000000006,0.28506820346320305,-1.8955000000000055,-1.3322000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,330,9494.067797,569.6440678199999,0.29800011688311645,0.48491546757532444,-3.2734999999999985,0.30278679220779176,-1.8142999999999958,-1.4592000000000027
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,331,9494.067797,569.6440678199999,0.30828999999999956,0.49287903310238174,-3.0304999999999964,0.3086768528138524,-1.8275999999999968,-1.2028999999999996
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,332,9494.067797,569.6440678199999,0.3000138658008653,0.4809590248006504,-3.103500000000004,0.30425124242424195,-1.8826000000000036,-1.2209000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,333,9494.067797,569.6440678199999,0.31971564502164457,0.50229533989026,-2.9916000000000054,0.3257055800865796,-1.8218999999999994,-1.169700000000006
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,334,9494.067797,569.6440678199999,0.2924604588744585,0.5215340072844158,-3.3896999999999977,0.29689119480519444,-2.026299999999999,-1.3633999999999986
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,345,10000.0,600.0,0.31907214718614674,0.5215942507071434,-3.200099999999999,0.32159362337662295,-2.0711000000000013,-1.1289999999999978
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,346,10000.0,600.0,0.28564881818181775,0.48524414160952506,-3.0350000000000037,0.2919634372294368,-1.7590000000000003,-1.2760000000000034
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,347,10000.0,600.0,0.3157082943722939,0.5362823641774894,-3.2821,0.327546861471861,-2.078000000000003,-1.2040999999999968
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,348,10000.0,600.0,0.269253965367965,0.5061706121409096,-3.317999999999998,0.2802663116883113,-1.8660999999999959,-1.451900000000002
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,349,10000.0,600.0,0.29067072727272686,0.5193654244454541,-3.1499999999999986,0.29044064935064895,-1.7659999999999982,-1.3840000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,47,500.0,30.0,0.3645432813852808,0.42542504690887484,-2.4686000000000092,0.36831000432900374,-2.284800000000004,-0.18380000000000507
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,48,500.0,30.0,0.14880120346320325,0.13415037248333317,-1.612099999999998,0.14859715584415562,-1.1843999999999966,-0.4277000000000015
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,49,500.0,30.0,0.14770274025974003,0.0,0.0,0.0,0.0,0.0
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,50,50.0,3.0,0.12252906060606042,0.0,0.0,0.0,0.0,0.0
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,51,50.0,3.0,0.3877811558441553,7.334778701311444e-05,-0.021600000000006503,0.005184164502164523,-0.013700000000000045,-0.007900000000006457
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,52,50.0,3.0,0.07198331601731592,0.0,0.0,0.0,0.0,0.0
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,53,50.0,3.0,0.23971254545454512,0.0,0.0,0.0,0.0,0.0
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,54,50.0,3.0,0.4964785714285707,0.022402280416666916,-0.25550000000001205,0.11664933333333322,-0.2470000000000141,-0.008499999999997954
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,65,555.9322034,33.355932204000005,0.14828332034632014,0.12368975674740239,-1.5383999999999958,0.1461070303030301,-1.1865000000000094,-0.35189999999998633
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,66,555.9322034,33.355932204000005,0.12128454545454527,0.10959601912272704,-1.5327000000000055,0.12139439393939376,-1.0999000000000052,-0.4328000000000003
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,67,555.9322034,33.355932204000005,0.19006603463203436,0.18286531841818218,-1.7689000000000021,0.18942764502164475,-1.365000000000009,-0.40389999999999304
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,68,555.9322034,33.355932204000005,0.38314075757575705,0.45704038470129904,-2.522200000000005,0.3898473160173155,-2.335400000000007,-0.18679999999999808
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,69,555.9322034,33.355932204000005,0.35367206060606016,0.4007076737309528,-2.395000000000003,0.3514434415584411,-2.1362000000000023,-0.2588000000000008
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,80,1061.864407,63.711864420000005,0.5056906926406919,0.70995374508961,-2.976300000000009,0.513610917748917,-2.7765000000000057,-0.1998000000000033
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,81,1061.864407,63.711864420000005,0.23658878354978324,0.23487879906515127,-1.9654000000000096,0.23806384415584386,-1.5798000000000059,-0.3856000000000037
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,82,1061.864407,63.711864420000005,0.16428059740259718,0.15641267095086625,-1.7309000000000054,0.16222447186147165,-1.213000000000008,-0.5178999999999974
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,83,1061.864407,63.711864420000005,0.14147699134199115,0.12902311461601745,-1.5962000000000103,0.13856338961038941,-1.1096000000000004,-0.4866000000000099
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,84,1061.864407,63.711864420000005,0.2000268225108222,0.21772674250541096,-1.914199999999994,0.19798138528138498,-1.4750999999999976,-0.43909999999999627
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,95,1567.79661,94.06779660000001,0.15129153679653656,0.14863381531558434,-1.7701000000000064,0.1491361861471859,-1.1433000000000035,-0.6268000000000029
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,96,1567.79661,94.06779660000001,0.24026178787878755,0.25792942447792205,-2.0157000000000096,0.2385354675324672,-1.589100000000009,-0.42660000000000053
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,97,1567.79661,94.06779660000001,0.2178662554112551,0.23344511730389633,-1.9775999999999954,0.21676802164502132,-1.4531999999999954,-0.5244
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,98,1567.79661,94.06779660000001,0.269598636363636,0.3166118213134199,-2.2212999999999994,0.268630991341991,-1.7723000000000013,-0.44899999999999807
2p5PEO_1mm_Ramped_BPAGDA,2p5PEO,1mm,Ramped,2p5PEO_1mm,99,1567.79661,94.06779660000001,0.2463188917748914,0.2627948911441562,-2.039200000000008,0.24569124242424206,-1.5715000000000074,-0.46770000000000067
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,148,3000.0,180.0,0.22153786580086549,0.3188583024428566,-2.6004000000000005,0.2246662251082248,-1.7180999999999997,-0.8823000000000008
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,149,3000.0,180.0,0.21790230303030272,0.3255877134714283,-2.6499000000000024,0.2252369740259737,-1.6698000000000022,-0.9801000000000002
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,150,3000.0,180.0,0.24355170562770528,0.33335308761991345,-2.5564999999999998,0.2435045714285711,-1.8136999999999972,-0.7428000000000026
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,198,3000.0,180.0,0.228433333333333,0.3033438672701304,-2.4623999999999953,0.22886783116883083,-1.886099999999999,-0.5762999999999963
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,199,3000.0,180.0,0.20827700865800836,0.2813192161350647,-2.571300000000001,0.2059858051948049,-1.7749999999999986,-0.7963000000000022
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,200,3000.0,180.0,0.18441673160173133,0.26720416464090957,-2.4269999999999996,0.18930812554112528,-1.6758000000000024,-0.7511999999999972
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,248,3000.0,180.0,0.2175468961038958,0.30067578054740257,-2.5538999999999987,0.2146485238095235,-1.7631000000000014,-0.7907999999999973
