folder,fluid_type,gap,test_type,condition_label,layer,speed_um_s,speed_mm_min,peak_force_N,work_of_adhesion_mJ,peel_distance_mm,peak_retraction_force_N,distance_to_peak_mm,propagation_distance_mm
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,249,3000.0,180.0,0.23294270995670963,0.3287601469999995,-2.5674000000000063,0.23316277056277024,-1.7369000000000057,-0.8305000000000007
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,250,3000.0,180.0,0.2713881471861468,0.3794097328850645,-2.6477999999999966,0.2714928787878784,-1.9979999999999976,-0.649799999999999
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,298,3000.0,180.0,0.24366705627705593,0.3577672390181822,-2.7972000000000037,0.24894573160173125,-2.1032999999999973,-0.6939000000000064
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,299,3000.0,180.0,0.23253445887445856,0.32331645131818204,-2.650199999999998,0.23963890043290012,-1.9992000000000019,-0.6509999999999962
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,300,3000.0,180.0,0.2342454675324672,0.3323401058030304,-2.6221999999999994,0.24074833333333298,-1.9969999999999999,-0.6251999999999995
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,348,3000.0,180.0,0.24679537229437196,0.34423341227857185,-2.5626000000000033,0.24765875324675293,-2.006700000000002,-0.5559000000000012
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,349,3000.0,180.0,0.3208555800865796,0.4766313985701295,-3.067999999999998,0.33252142424242376,-2.4140999999999977,-0.6539000000000001
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,350,3000.0,180.0,0.1214252207792206,0.21662999010303052,-3.570700000000002,0.11741782251082235,-1.6441999999999979,-1.9265000000000043
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,48,3000.0,180.0,0.15457670562770542,0.2403319925365797,-2.4805999999999955,0.15811333333333313,-1.6658999999999935,-0.814700000000002
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,49,3000.0,180.0,0.2302379567099564,0.3435914149181814,-2.837700000000005,0.23756722943722913,-1.9558000000000035,-0.8819000000000017
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,50,3000.0,180.0,0.19463840692640666,0.26156910331060546,-2.441600000000001,0.1952661125541123,-1.6891999999999996,-0.7524000000000015
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,98,3000.0,180.0,0.21115929004328976,0.2978014051428571,-2.6514000000000024,0.21711257575757548,-1.8267000000000024,-0.8247
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,99,3000.0,180.0,0.1896582770562768,0.27392806093246824,-2.5246999999999957,0.1957367965367963,-1.7297000000000011,-0.7949999999999946
2p5PEO_5mm_Constant_BPAGDA,2p5PEO,5mm,Constant,2p5PEO_5mm,100,3000.0,180.0,0.21066698268398237,0.30590648659999975,-2.5630000000000024,0.22033989177489147,-1.7226,-0.8404000000000025
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,110,2073.728814,124.42372884,0.20361022510822482,0.21745950672207806,-2.0705000000000027,0.20201982251082223,-1.6747000000000014,-0.39580000000000126
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,111,2073.728814,124.42372884,0.2588482337662334,0.27759101359329,-2.163400000000003,0.257121978354978,-1.8305000000000007,-0.3329000000000022
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,112,2073.728814,124.42372884,0.2130737186147183,0.23442761583181862,-2.149000000000001,0.21749940692640662,-1.7227999999999994,-0.42620000000000147
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,113,2073.728814,124.42372884,0.22819750216450185,0.25320613199718656,-2.2642999999999986,0.23288479653679622,-1.8303000000000011,-0.4339999999999975
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,114,2073.728814,124.42372884,0.2243680606060603,0.24102950249242472,-2.1140000000000043,0.22269403896103865,-1.720800000000004,-0.3932000000000002
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,125,2579.661017,154.77966102,0.2090823766233763,0.24224978458246743,-2.175699999999999,0.20932833766233735,-1.7254999999999967,-0.4502000000000024
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,126,2579.661017,154.77966102,0.20985129004328973,0.24467328961233822,-2.2284000000000006,0.21276007359307328,-1.6940000000000026,-0.534399999999998
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,127,2579.661017,154.77966102,0.21660008658008625,0.2581761979759744,-2.272100000000002,0.2184154632034629,-1.790300000000002,-0.4817999999999998
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,128,2579.661017,154.77966102,0.25336598268398236,0.2910583628454554,-2.337300000000006,0.2513099696969694,-1.8536000000000001,-0.483700000000006
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,129,2579.661017,154.77966102,0.238927662337662,0.30318079351233757,-2.4643000000000015,0.24318587012986978,-2.0330000000000013,-0.43130000000000024
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,140,3085.59322,185.13559320000002,0.21171380952380922,0.22924686761038954,-2.1433000000000035,0.20868988744588715,-1.6965000000000003,-0.4468000000000032
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,141,3085.59322,185.13559320000002,0.2628292294372291,0.31459194719545414,-2.489600000000003,0.26807104761904726,-2.0456000000000003,-0.4440000000000026
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,142,3085.59322,185.13559320000002,0.24922780952380919,0.27249892484328964,-2.2454000000000036,0.24315935064935032,-1.8016000000000005,-0.4438000000000031
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,143,3085.59322,185.13559320000002,0.17529781385281362,0.18359738914999968,-2.0152999999999963,0.17304852813852792,-1.534399999999998,-0.48089999999999833
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,144,3085.59322,185.13559320000002,0.27596584848484806,0.3376188732140689,-2.5711999999999975,0.27898451948051906,-2.0516000000000005,-0.519599999999997
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,155,3591.525424,215.49152544,0.1850341471861469,0.19703053626948053,-2.1051,0.1846206536796534,-1.5896000000000043,-0.5154999999999959
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,156,3591.525424,215.49152544,0.26164166233766195,0.3091973410564933,-2.3808000000000007,0.25880633333333297,-1.8654999999999973,-0.5153000000000034
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,157,3591.525424,215.49152544,0.21695058874458845,0.23946001303311729,-2.2062000000000026,0.21289080952380923,-1.6287999999999982,-0.5774000000000044
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,158,3591.525424,215.49152544,0.20454680086580057,0.226783261227273,-2.1837000000000018,0.20707877056277027,-1.6723,-0.5114000000000019
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,159,3591.525424,215.49152544,0.26442497835497797,0.31264305201948067,-2.4336000000000055,0.26353561038961004,-1.951900000000002,-0.48170000000000357
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,170,4097.457627,245.84745762,0.18402428571428547,0.1994730909246751,-2.156399999999998,0.18081226406926384,-1.507399999999997,-0.6490000000000009
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,171,4097.457627,245.84745762,0.24047583982683945,0.30916323537207835,-2.5343000000000018,0.24350476190476153,-1.9384999999999977,-0.5958000000000041
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,172,4097.457627,245.84745762,0.21918939393939366,0.255591965870347,-2.3285000000000053,0.221569411255411,-1.869100000000003,-0.45940000000000225
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,173,4097.457627,245.84745762,0.19659494372294345,0.22004752472597455,-2.1540999999999997,0.19544898268398242,-1.6903999999999968,-0.4637000000000029
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,174,4097.457627,245.84745762,0.23792797402597368,0.2723346614893936,-2.2982000000000014,0.23406221645021613,-1.7486000000000033,-0.5495999999999981
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,185,4603.389831,276.20338986,0.2455505670995668,0.30241804437359293,-2.579899999999995,0.24831258441558413,-2.0045999999999964,-0.5752999999999986
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,186,4603.389831,276.20338986,0.20826069696969668,0.2663374837987017,-2.386800000000001,0.21202220346320316,-1.8693999999999988,-0.5174000000000021
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,187,4603.389831,276.20338986,0.23212178787878754,0.3035208535500003,-2.5322999999999993,0.2338431212121209,-1.9025000000000034,-0.6297999999999959
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,188,4603.389831,276.20338986,0.22023540259740226,0.2772128372357139,-2.4683999999999955,0.21877095238095207,-1.7672999999999988,-0.7010999999999967
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,189,4603.389831,276.20338986,0.23654169696969662,0.28318324528333333,-2.550200000000004,0.2403133636363633,-2.014800000000001,-0.5354000000000028
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,195,4940.677966,296.44067796,0.24382900865800833,0.290412038933117,-2.5230999999999995,0.2371692554112551,-1.8941999999999979,-0.6289000000000016
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,196,4940.677966,296.44067796,0.22395471428571395,0.2736962246824677,-2.5581999999999994,0.22679545454545422,-1.919400000000003,-0.6387999999999963
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,197,4940.677966,296.44067796,0.25128396969696937,0.31527692683181807,-2.4742000000000033,0.2532092424242421,-1.9010999999999996,-0.5731000000000037
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,198,4940.677966,296.44067796,0.2148997186147183,0.24153744138701297,-2.2431000000000054,0.21217912987012957,-1.5330000000000013,-0.7101000000000042
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,199,4940.677966,296.44067796,0.25154031168831137,0.3010697338580086,-2.481099999999998,0.24906042424242394,-1.9099000000000004,-0.5711999999999975
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,210,5446.610169,326.79661014,0.2942125324675321,0.36196166082922093,-2.601700000000001,0.29616399999999965,-2.0848999999999975,-0.5168000000000035
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,211,5446.610169,326.79661014,0.22350513852813825,0.28782893148311683,-2.544699999999999,0.22569191774891748,-1.9346999999999994,-0.6099999999999994
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,212,5446.610169,326.79661014,0.281923939393939,0.33489603507207777,-2.4825000000000017,0.27589737662337627,-1.9170999999999978,-0.5654000000000039
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,213,5446.610169,326.79661014,0.23402587878787845,0.26911996413722933,-2.400800000000004,0.2323044805194802,-1.7935999999999979,-0.607200000000006
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,214,5446.610169,326.79661014,0.22954787878787847,0.2959905191941559,-2.580300000000001,0.23175535064935032,-1.8621000000000052,-0.718199999999996
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,225,5952.542373,357.15254238,0.21608719913419883,0.2744045227361475,-2.569099999999999,0.21489963636363607,-1.807300000000005,-0.7617999999999938
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,226,5952.542373,357.15254238,0.2739457922077918,0.36595797428831106,-2.821399999999997,0.2826871948051944,-2.1522999999999968,-0.6691000000000003
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,227,5952.542373,357.15254238,0.23051019047619017,0.2937795205049783,-2.5483000000000047,0.23190663636363607,-1.8083000000000027,-0.740000000000002
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,228,5952.542373,357.15254238,0.2727587445887442,0.3543944989642857,-2.7494999999999976,0.2706089350649347,-1.9911999999999992,-0.7582999999999984
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,229,5952.542373,357.15254238,0.25416629004328967,0.3048326010426408,-2.5709000000000017,0.2513100389610386,-1.9819999999999993,-0.5889000000000024
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,240,6458.474576,387.50847455999997,0.30927877489177447,0.41191725314935074,-2.783700000000003,0.30364443722943685,-2.1604000000000028,-0.6233000000000004
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,241,6458.474576,387.50847455999997,0.31108867099567056,0.38533987707121153,-2.6788999999999987,0.3076674978354974,-1.9536000000000016,-0.7252999999999972
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,242,6458.474576,387.50847455999997,0.23782869696969666,0.2920563812426408,-2.4391999999999996,0.23343436796536768,-1.8288999999999973,-0.6103000000000023
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,243,6458.474576,387.50847455999997,0.2739093766233762,0.32913393186558504,-2.6311000000000035,0.27536893506493465,-1.8948999999999998,-0.7362000000000037
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,244,6458.474576,387.50847455999997,0.22988764502164472,0.32710846152987044,-2.6430000000000007,0.23317278354978324,-1.886800000000001,-0.7561999999999998
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,255,6964.40678,417.8644068,0.25235671428571393,0.3416284657841994,-2.7857000000000056,0.2545901255411252,-2.005100000000006,-0.7805999999999997
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,256,6964.40678,417.8644068,0.2624370303030299,0.3359269981194797,-2.6679999999999993,0.2614846406926403,-1.8881000000000014,-0.7798999999999978
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,257,6964.40678,417.8644068,0.28146316450216413,0.3983286346413419,-2.9236000000000004,0.28611377922077885,-2.1561999999999983,-0.7674000000000021
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,258,6964.40678,417.8644068,0.24508994805194773,0.30347406321038944,-2.5350000000000037,0.24082667965367935,-1.7591999999999999,-0.7758000000000038
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,259,6964.40678,417.8644068,0.2363691688311685,0.33087451614999946,-2.7405000000000044,0.23821069264069233,-1.937899999999999,-0.8026000000000053
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,270,7470.338983,448.22033897999995,0.291685519480519,0.3625451883967539,-2.6647000000000034,0.28662701298701254,-1.9497,-0.7150000000000034
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,271,7470.338983,448.22033897999995,0.28735423376623337,0.37480655141428565,-2.8558999999999983,0.2917640909090905,-2.0230000000000032,-0.8328999999999951
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,272,7470.338983,448.22033897999995,0.23558487445887413,0.32366286511493536,-2.7042,0.23683491774891743,-1.793699999999994,-0.9105000000000061
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,273,7470.338983,448.22033897999995,0.3211647965367961,0.43874863166060585,-3.094700000000003,0.32703413852813806,-2.258099999999999,-0.8366000000000042
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,274,7470.338983,448.22033897999995,0.2428982424242421,0.31774063789134216,-2.6843000000000004,0.24468713419913388,-1.9525000000000006,-0.7317999999999998
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,285,7976.271186,478.57627116,0.2998727792207788,0.4644634297636367,-3.2021999999999977,0.30940441558441517,-2.3111999999999995,-0.8909999999999982
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,286,7976.271186,478.57627116,0.26537185714285677,0.3755759678984854,-2.9854999999999947,0.26986558008657974,-2.0841999999999956,-0.9012999999999991
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,287,7976.271186,478.57627116,0.2723188961038957,0.3734513268058444,-2.7702000000000027,0.2766404761904758,-2.0172999999999988,-0.7529000000000039
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,288,7976.271186,478.57627116,0.24904498268398234,0.3314985009863633,-2.7638999999999996,0.24388155844155812,-1.860999999999997,-0.9029000000000025
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,289,7976.271186,478.57627116,0.3112880735930732,0.44531627431168874,-3.1212000000000018,0.31719407792207754,-2.2310000000000016,-0.8902000000000001
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,300,8482.20339,508.93220340000005,0.28289725974025937,0.3780575365818184,-2.8686000000000007,0.2781315887445884,-2.0331000000000046,-0.8354999999999961
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,301,8482.20339,508.93220340000005,0.27931364502164463,0.42005189438484813,-3.0578000000000003,0.2751128874458871,-2.2434999999999974,-0.8143000000000029
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,302,8482.20339,508.93220340000005,0.28785664502164465,0.38654496060303045,-2.8363999999999976,0.2876162770562767,-2.0330999999999975,-0.8033000000000001
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,303,8482.20339,508.93220340000005,0.22586460606060577,0.2781069698878787,-2.7524000000000015,0.2184724025974023,-1.6403999999999996,-1.1120000000000019
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,304,8482.20339,508.93220340000005,0.3127839826839822,0.4706637117439396,-3.1912999999999982,0.3165506666666662,-2.3382999999999967,-0.8530000000000015
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,315,8988.135593,539.28813558,0.2609935021645018,0.34783957165000035,-2.879800000000003,0.25128437229437195,-1.8678000000000026,-1.0120000000000005
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,316,8988.135593,539.28813558,0.3417710779220774,0.4947159604383113,-3.1341000000000037,0.3371728528138523,-2.2524000000000015,-0.8817000000000021
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,317,8988.135593,539.28813558,0.2604123506493503,0.3605822479305203,-3.084299999999999,0.2585656406926404,-2.2224000000000004,-0.8618999999999986
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,318,8988.135593,539.28813558,0.3201389653679649,0.4681997377205624,-3.145000000000003,0.32473195670995625,-2.154600000000002,-0.9904000000000011
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,319,8988.135593,539.28813558,0.27591341991341956,0.39235760826969734,-2.8843999999999994,0.27100126839826805,-2.0135999999999967,-0.8708000000000027
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,330,9494.067797,569.6440678199999,0.31779025541125494,0.47812331775844163,-3.330300000000001,0.31945409090909044,-2.434100000000001,-0.8962000000000003
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,331,9494.067797,569.6440678199999,0.30244689610389563,0.4435857996627707,-3.039999999999999,0.3015369653679649,-2.1332999999999984,-0.9067000000000007
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,332,9494.067797,569.6440678199999,0.3180621082251078,0.4427288802212116,-2.9535999999999945,0.3168223203463199,-2.041099999999993,-0.9125000000000014
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,333,9494.067797,569.6440678199999,0.32255067099567053,0.46718698186969587,-3.0352000000000032,0.32400503030302985,-2.127600000000001,-0.9076000000000022
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,334,9494.067797,569.6440678199999,0.3048530259740255,0.4090678441277051,-2.901699999999998,0.3044242251082247,-1.8445999999999998,-1.0570999999999984
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,345,10000.0,600.0,0.3061293506493502,0.43758875565367894,-3.0268999999999977,0.30239391774891733,-2.032899999999998,-0.9939999999999998
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,346,10000.0,600.0,0.29085430735930695,0.43104102755584367,-3.033999999999999,0.2884690865800862,-2.0918999999999954,-0.9421000000000035
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,347,10000.0,600.0,0.3100480865800861,0.4606114054370124,-3.1049000000000007,0.30494719047619,-2.1398999999999972,-0.9650000000000034
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,348,10000.0,600.0,0.26251038961038925,0.4141799722595231,-3.2516000000000034,0.26718715151515116,-2.1355000000000004,-1.116100000000003
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,349,10000.0,600.0,0.3208350389610385,0.50405613934091,-3.3446,0.3245594285714281,-2.3755999999999986,-0.9690000000000012
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,47,500.0,30.0,0.09480827272727259,0.06805573848744575,-1.2378999999999962,0.09529970562770548,-0.9510000000000076,-0.2868999999999886
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,48,500.0,30.0,0.09460935497835485,0.06852701388484855,-1.2493999999999943,0.09468259740259727,-0.9725999999999999,-0.2767999999999944
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,49,500.0,30.0,0.039062640692640635,4.1942214285994e-06,-0.008099999999998886,0.0020664025974025946,0.0,-0.008099999999998886
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,50,50.0,3.0,0.0356831125541125,1.1308582684038466e-05,-0.010599999999996612,0.004378393939393932,-0.0024999999999977263,-0.008099999999998886
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,51,50.0,3.0,0.0331097835497835,1.9423786363741735e-05,-0.010500000000007503,0.003965844155844146,-0.0024000000000086175,-0.008099999999998886
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,52,50.0,3.0,0.035729948051948,2.1345721428484e-05,-0.009900000000001796,0.004995601731601726,-0.0018000000000029104,-0.008099999999998886
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,53,50.0,3.0,0.0358242164502164,1.0186051298755012e-05,-0.009600000000006048,0.004200497835497835,-0.001600000000010482,-0.007999999999995566
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,54,50.0,3.0,0.06311643290043281,1.0231771428484071e-05,-0.039599999999992974,0.0017470129870129844,0.0,-0.039599999999992974
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,65,555.9322034,33.355932204000005,0.15750081818181794,0.13510398155562764,-1.6075000000000017,0.1590597965367963,-1.367600000000003,-0.23989999999999867
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,66,555.9322034,33.355932204000005,0.1729702943722941,0.14476235038636365,-1.6428000000000083,0.17123856709956684,-1.384600000000006,-0.2582000000000022
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,67,555.9322034,33.355932204000005,0.1438313290043288,0.12149824950887463,-1.5656000000000034,0.146535779220779,-1.355400000000003,-0.2102000000000004
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,68,555.9322034,33.355932204000005,0.17194524675324652,0.14668619607727282,-1.6673999999999936,0.17348865800865776,-1.4323999999999941,-0.23499999999999943
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,69,555.9322034,33.355932204000005,0.19786089610389582,0.179443626520779,-1.772199999999998,0.19782424675324647,-1.5215999999999923,-0.2506000000000057
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,80,1061.864407,63.711864420000005,0.2162859567099564,0.20686654679090904,-1.9299000000000035,0.21534447186147157,-1.627200000000002,-0.3027000000000015
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,81,1061.864407,63.711864420000005,0.1999171991341988,0.1820525901833334,-1.8204999999999956,0.1947430779220776,-1.5488,-0.2716999999999956
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,82,1061.864407,63.711864420000005,0.2262204372294369,0.21176457248874453,-1.9346000000000032,0.22028288744588714,-1.6778000000000048,-0.25679999999999836
2p5PEO_5mm_Ramped_BPAGDA,2p5PEO,5mm,Ramped,2p5PEO_5mm,83,1061.864407,63.711864420000005,0.19811735064935038,0.19664263971753249,-1.9346999999999994,0.1966839177489175,-1.6843000000000004,-0.25039999999999907
