Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.1570,0.1791,2.1786,1.7513,3.9299,1.7353,-0.1843
2,0.1227,0.1618,1.2273,2.7848,4.0121,0.5215,-0.1754
3,0.1155,0.1294,1.3634,2.7298,4.0931,0.6751,-0.1597
4,0.1077,0.1150,1.1120,3.0675,4.1795,0.4359,-0.1436
5,0.0985,0.1079,1.2709,3.0315,4.3023,0.5755,-0.1312
6,0.0885,0.0970,1.1759,3.0068,4.1827,0.5018,-0.1169
7,0.0788,0.0901,1.2123,3.0109,4.2232,0.5287,-0.1060
8,0.0757,0.0862,1.7223,2.4801,4.2024,1.0523,-0.0954
9,0.0746,0.0849,1.7040,2.4811,4.1851,1.0445,-0.0864
10,0.0744,0.0805,1.8298,2.4685,4.2983,1.1754,-0.0785
11,0.0713,0.0794,1.8891,2.2936,4.1827,1.2812,-0.0716
12,0.0713,0.0783,1.9212,2.2647,4.1859,1.3170,-0.0654
13,0.0734,0.0757,1.7324,2.4827,4.2151,1.1053,-0.0617
14,0.0730,0.0717,1.8032,2.5067,4.3099,1.1440,-0.0575
15,0.0746,0.0720,1.8013,2.2620,4.0632,1.1522,-0.0539
16,0.0750,0.0745,1.7632,2.2309,3.9941,1.1279,-0.0509
17,0.0747,0.0743,1.7470,2.2315,3.9784,1.0951,-0.0489
18,0.0791,0.0736,1.8246,2.2356,4.0602,1.1941,-0.0469
19,0.0789,0.0764,1.7370,2.2369,3.9739,1.0913,-0.0454
20,0.0833,0.0759,1.9165,2.2361,4.1527,1.3289,-0.0434
21,0.0844,0.0784,1.9500,1.9816,3.9317,1.3454,-0.0426
22,0.0861,0.0759,1.8581,2.0164,3.8746,1.2658,-0.0419
23,0.0845,0.0793,1.9572,2.0382,3.9954,1.3803,-0.0413
24,0.0861,0.0762,1.8889,2.2281,4.1171,1.2704,-0.0406
25,0.0873,0.0796,1.8888,1.9570,3.8458,1.2573,-0.0411
26,0.0885,0.0835,2.0487,1.7084,3.7571,1.5293,-0.0407
27,0.0892,0.0771,1.9080,2.0126,3.9205,1.3024,-0.0405
28,0.0935,0.0807,1.9511,2.0343,3.9854,1.3873,-0.0404
29,0.0951,0.0806,1.9531,1.7635,3.7166,1.3976,-0.0405
