Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
1,0.7775,0.6534,21.8558,0.7479,22.6037,4.3346,-0.1848
2,0.0544,0.0450,3.0340,4.9601,7.9941,0.5704,-0.1716
3,0.0529,0.0511,2.8119,6.4906,9.3025,0.5244,-0.1576
4,0.0506,0.0477,2.6342,5.7434,8.3776,0.4877,-0.1424
5,0.1014,0.0760,10.1089,0.9902,11.0992,1.9836,-0.1325
6,0.0733,0.0566,8.2237,1.0086,9.2323,1.6095,-0.1219
7,0.0859,0.0600,8.4923,0.9940,9.4863,1.6620,-0.1116
8,0.0703,0.0523,7.6028,0.9638,8.5666,1.4937,-0.0996
9,0.0594,0.0480,6.7292,1.2409,7.9701,1.3119,-0.0896
10,0.0694,0.0505,6.9288,1.2098,8.1386,1.3490,-0.0802
11,0.0634,0.0467,6.4578,1.1940,7.6518,1.2583,-0.0732
12,0.0650,0.0463,6.3006,1.2722,7.5727,1.2240,-0.0639
13,0.0625,0.0435,6.0739,0.9896,7.0635,1.1795,-0.0575
14,0.0581,0.0426,5.7504,0.9915,6.7419,1.1126,-0.0524
15,0.0576,0.0425,5.2684,1.2437,6.5121,1.0161,-0.0444
16,0.0554,0.0415,4.8655,1.2710,6.1365,0.9372,-0.0413
17,0.0467,0.0385,4.2757,1.4862,5.7619,0.8204,-0.0359
18,0.0401,0.0359,3.7605,1.5025,5.2629,0.7202,-0.0322
19,0.0357,0.0349,3.5686,1.2739,4.8424,0.6773,-0.0286
20,0.0331,0.0335,3.2635,1.2696,4.5332,0.6196,-0.0254
21,0.0303,0.0322,2.9192,0.9945,3.9137,0.5479,-0.0230
22,0.0270,0.0315,2.2058,1.2703,3.4762,0.4049,-0.0198
23,0.0232,0.0307,1.8314,1.3013,3.1326,0.3176,-0.0176
24,0.0192,0.0293,1.4927,1.2435,2.7362,0.2645,-0.0163
25,0.0165,0.0300,1.3936,0.9630,2.3565,0.2443,-0.0149
26,0.0142,0.0290,1.0871,1.0259,2.1129,0.1801,-0.0136
27,0.0121,0.0291,1.2036,0.4946,1.6982,0.2008,-0.0117
28,0.0109,0.0288,1.1145,0.4684,1.5829,0.1841,-0.0111
29,0.0091,0.0268,1.0546,0.0000,1.0546,0.1743,-0.0101
30,0.0083,0.0272,1.0553,0.0000,1.0553,0.1745,-0.0093
31,0.0077,0.0274,0.8993,0.0000,0.8993,0.1444,-0.0087
32,0.0071,0.0261,23.6303,0.0000,23.6303,4.6862,-0.0077
33,0.0071,0.0257,24.1007,0.0000,24.1007,4.7877,-0.0071
34,0.0075,0.0272,22.0595,0.0000,22.0595,4.3753,-0.0065
35,0.0076,0.0273,22.6269,0.0000,22.6269,4.4911,-0.0059
36,0.0074,0.0271,23.0132,0.0000,23.0132,4.5673,-0.0054
37,0.0072,0.0256,21.9064,0.0000,21.9064,4.3447,-0.0051
38,0.0074,0.0273,22.4036,0.0000,22.4036,4.4459,-0.0044
39,0.0074,0.0256,20.5644,0.0000,20.5644,4.0793,-0.0045
40,0.0072,0.0256,20.4331,0.0000,20.4331,4.0501,-0.0039
41,0.0072,0.0260,20.4871,0.0000,20.4871,4.0629,-0.0039
42,0.0072,0.0252,20.7555,0.0000,20.7555,4.1134,-0.0037
43,0.0074,0.0263,19.5691,0.0000,19.5691,3.8775,-0.0031
44,0.0075,0.0266,19.3623,0.0000,19.3623,3.8391,-0.0028
45,0.0073,0.0254,19.2330,0.0000,19.2330,3.8115,-0.0027
46,0.0073,0.0256,20.4386,0.0000,20.4386,4.0532,-0.0024
47,0.0073,0.0253,19.2225,0.0000,19.2225,3.8079,-0.0023
48,0.0073,0.0255,18.7682,0.0000,18.7682,3.7169,-0.0021
49,0.0072,0.0247,18.8536,0.0000,18.8536,3.7341,-0.0019
50,0.0071,0.0249,17.9616,0.0000,17.9616,3.5589,-0.0015
51,0.0073,0.0231,18.5442,0.0000,18.5442,3.6721,-0.0015
52,0.0073,0.0241,17.6650,0.0000,17.6650,3.4960,-0.0010
53,0.0072,0.0231,17.2476,0.0000,17.2476,3.4137,-0.0010
54,0.0074,0.0245,16.9963,0.0000,16.9963,3.3670,-0.0006
55,0.0075,0.0252,16.8812,0.0000,16.8812,3.3395,-0.0005
56,0.0074,0.0250,14.8617,0.0000,14.8617,2.9358,-0.0003
57,0.0073,0.0233,15.3816,0.0000,15.3816,3.0399,-0.0005
58,0.0074,0.0243,16.8484,0.0000,16.8484,3.3360,-0.0003
59,0.0073,0.0234,15.9670,0.0000,15.9670,3.1583,-0.0003
60,0.0072,0.0227,16.6965,0.0000,16.6965,3.3027,-0.0002
61,0.0072,0.0243,15.7314,0.0000,15.7314,3.1126,0.0000
62,0.0072,0.0239,16.3378,0.0000,16.3378,3.2297,0.0000
63,0.0070,0.0228,15.5704,0.0000,15.5704,3.0776,0.0000
64,0.0074,0.0249,15.3342,0.0000,15.3342,3.0344,0.0000
65,0.0076,0.0261,16.1691,0.0000,16.1691,3.2013,0.0000
66,0.0078,0.0268,14.1801,0.0000,14.1801,2.7973,0.0000
67,0.0078,0.0276,13.9697,0.0000,13.9697,2.7464,0.0000
68,0.0079,0.0280,15.0336,0.0000,15.0336,2.9710,0.0000
69,0.0080,0.0280,13.4917,0.0000,13.4917,2.6573,0.0000
70,0.0080,0.0284,13.5396,0.0000,13.5396,2.6757,0.0000
71,0.0079,0.0280,13.8668,0.0000,13.8668,2.7399,0.0000
72,0.0078,0.0275,11.9872,0.0000,11.9872,2.3645,0.0000
73,0.0080,0.0281,12.5915,0.0000,12.5915,2.4817,0.0000
74,0.0080,0.0280,12.5862,0.0000,12.5862,2.4811,0.0000
75,0.0081,0.0278,12.3582,0.0000,12.3582,2.4351,0.0000
76,0.0080,0.0283,12.2847,0.0000,12.2847,2.4234,0.0000
77,0.0080,0.0284,10.6554,0.0000,10.6554,2.0976,0.0000
78,0.0080,0.0275,11.9325,0.0000,11.9325,2.3524,0.0000
79,0.0079,0.0271,10.8194,0.0000,10.8194,2.1307,0.0000
80,0.0078,0.0270,11.2220,0.0000,11.2220,2.2079,0.0000
81,0.0077,0.0265,8.9562,0.0000,8.9562,1.7551,0.0000
82,0.0078,0.0265,11.5164,0.0000,11.5164,2.2662,0.0000
83,0.0079,0.0262,10.2506,0.0000,10.2506,2.0146,0.0000
84,0.0077,0.0264,10.0173,0.0000,10.0173,1.9655,0.0000
85,0.0078,0.0264,9.7856,0.0000,9.7856,1.9262,0.0000
86,0.0079,0.0263,9.2934,0.0000,9.2934,1.8195,0.0000
87,0.0078,0.0264,8.8559,0.0000,8.8559,1.7368,0.0000
88,0.0077,0.0256,8.6401,0.0000,8.6401,1.6912,0.0000
89,0.0077,0.0254,9.6574,0.0000,9.6574,1.8950,0.0000
90,0.0077,0.0255,8.8418,0.0000,8.8418,1.7319,0.0000
91,0.0077,0.0255,8.0641,0.0000,8.0641,1.5746,0.0000
92,0.0077,0.0254,8.5645,0.0000,8.5645,1.6751,0.0000
93,0.0076,0.0247,7.8899,0.0000,7.8899,1.5455,0.0000
94,0.0076,0.0250,6.9801,0.0000,6.9801,1.3595,0.0000
95,0.0077,0.0249,7.2655,0.0000,7.2655,1.4196,0.0000
96,0.0075,0.0238,7.3803,0.0000,7.3803,1.4426,0.0000
97,0.0075,0.0241,6.1389,0.0000,6.1389,1.1811,0.0000
98,0.0076,0.0241,6.2646,0.0000,6.2646,1.2200,0.0000
99,0.0075,0.0240,5.8558,0.0000,5.8558,1.1477,0.0000
100,0.0074,0.0231,6.2507,0.0000,6.2507,1.2120,0.0000
101,0.0072,0.0227,5.7481,0.0000,5.7481,1.1165,0.0000
102,0.0074,0.0229,5.7407,0.0000,5.7407,1.1222,0.0000
103,0.0073,0.0229,5.6119,0.0000,5.6119,1.0859,0.0000
104,0.0073,0.0232,5.5475,0.0000,5.5475,1.0762,0.0000
105,0.0073,0.0231,5.1043,0.0000,5.1043,0.9878,0.0000
106,0.0073,0.0228,5.0207,0.0000,5.0207,0.9699,0.0000
107,0.0072,0.0221,5.5845,0.0000,5.5845,1.0812,0.0000
108,0.0070,0.0211,4.0687,0.0000,4.0687,0.7774,0.0000
109,0.0030,0.0165,49.3437,0.0000,49.3437,2.4440,0.0000
110,0.0029,0.0171,54.9761,0.0000,54.9761,1.3067,0.0000
111,0.0030,0.0172,0.3714,0.0000,0.3714,0.0403,0.0000
112,0.0030,0.0171,11.5803,0.0000,11.5803,2.2766,0.0000
113,0.0030,0.0174,38.7609,0.0000,38.7609,4.5487,0.0000
114,0.0030,0.0172,5.1899,0.0000,5.1899,1.0046,0.0000
115,0.0030,0.0174,21.2320,0.0000,21.2320,4.2136,0.0000
116,0.0030,0.0168,0.5888,0.0000,0.5888,0.0779,0.0000
117,0.0029,0.0170,18.5718,0.0000,18.5718,3.6775,0.0000
118,0.0029,0.0169,17.1930,0.0000,17.1930,3.4057,0.0000
119,0.0029,0.0168,0.6214,0.0000,0.6214,0.0846,0.0000
120,0.0029,0.0167,14.2882,0.0000,14.2882,2.8213,0.0000
121,0.0029,0.0170,35.3136,0.0000,35.3136,5.1523,0.0000
122,0.0029,0.0161,11.8093,0.0000,11.8093,2.3274,0.0000
123,0.0028,0.0159,61.1816,0.0000,61.1816,0.0501,0.0000
