Elapsed Time (s),Position (mm),Force (N)
-0.020,58.7000,-0.027794
0.011,58.7000,-0.024169
0.032,58.7000,-0.024169
0.058,58.7000,-0.022961
0.079,58.7000,-0.024169
0.104,58.7000,-0.024169
0.135,58.7000,-0.027794
0.156,58.7000,-0.027794
0.180,58.7000,-0.026586
0.212,58.7000,-0.025377
0.242,58.7000,-0.024169
0.274,58.7000,-0.025377
0.307,58.7000,-0.024169
0.335,58.7000,-0.024169
0.366,58.7000,-0.021752
0.398,58.7000,-0.025377
0.429,58.7000,-0.025377
0.460,58.7000,-0.021752
0.491,58.7000,-0.025377
0.522,58.7000,-0.025377
0.552,58.7000,-0.021752
0.584,58.7000,-0.021752
0.614,58.7000,-0.021752
0.646,58.7000,-0.022961
0.676,58.7000,-0.021752
0.698,58.7000,-0.021752
0.728,58.7000,-0.019335
0.753,58.7000,-0.021752
0.784,58.7000,-0.021752
0.816,58.7000,-0.019335
0.847,58.7000,-0.020544
0.878,58.7000,-0.020544
0.909,58.7000,-0.020544
0.940,58.7000,-0.021752
0.972,58.7000,-0.024169
1.003,58.7000,-0.020544
1.035,58.7000,-0.024169
1.065,58.7000,-0.021752
1.096,58.7000,-0.024169
1.128,58.7000,-0.022961
1.160,58.7000,-0.020544
1.191,58.7000,-0.021752
1.222,58.7000,-0.021752
1.254,58.7000,-0.019335
1.284,58.7000,-0.015710
1.315,58.7000,-0.020544
1.337,58.7000,-0.020544
1.362,58.7000,-0.021752
1.393,58.7000,-0.021752
1.423,58.7000,-0.018127
1.454,58.7000,-0.016918
1.485,58.7000,-0.020544
1.521,58.7000,-0.020544
1.548,58.7000,-0.021752
1.578,58.7000,-0.022961
1.610,58.7000,-0.016918
1.642,58.7000,-0.019335
1.673,58.7000,-0.021752
1.704,58.7000,-0.022961
1.735,58.7000,-0.019335
1.767,58.7000,-0.020544
1.798,58.7000,-0.021752
1.830,58.7000,-0.021752
1.861,58.7000,-0.016918
1.893,58.7000,-0.019335
1.924,58.7000,-0.025377
