Elapsed Time (s),Position (mm),Force (N)
-0.014,66.6307,0.012220
0.048,66.6307,0.012220
0.109,66.6307,0.012625
0.172,66.6307,0.012625
0.233,66.6307,0.012625
0.295,66.6307,0.012625
0.357,66.6307,0.012625
0.419,66.6307,0.013020
0.481,66.6307,0.013020
0.544,66.6307,0.013020
0.607,66.6307,0.013020
0.669,66.6307,0.013293
0.731,66.6307,0.013293
0.794,66.6307,0.013293
0.860,66.6307,0.013293
0.919,66.6307,0.013481
0.981,66.6307,0.013481
1.043,66.6307,0.013481
1.106,66.6307,0.013481
1.169,66.6307,0.013717
1.231,66.6307,0.013717
1.293,66.6307,0.013717
1.355,66.6307,0.013717
1.416,66.6307,0.013886
1.479,66.6307,0.013886
1.542,66.6307,0.013886
1.603,66.6307,0.013886
1.666,66.6307,0.014056
1.728,66.6307,0.014056
1.791,66.6307,0.014056
1.853,66.6307,0.014056
1.914,66.6307,0.014197
1.978,66.6307,0.014197
2.041,66.6307,0.014197
2.103,66.6307,0.014291
2.167,66.6307,0.014291
2.229,66.6307,0.014291
2.293,66.6307,0.014291
2.353,66.6307,0.014291
2.416,66.6307,0.014404
2.477,66.6307,0.014404
2.542,66.6307,0.014404
2.603,66.6307,0.014404
2.663,66.6307,0.014536
2.730,66.6307,0.014536
2.789,66.6307,0.014536
2.851,66.6307,0.014536
2.917,66.6307,0.014649
2.978,66.6307,0.014649
3.040,66.6307,0.014649
3.101,66.6307,0.014649
3.163,66.6307,0.014733
3.225,66.6307,0.014733
3.289,66.6307,0.014733
3.351,66.6307,0.014733
3.413,66.6307,0.014809
3.476,66.6307,0.014809
3.538,66.6307,0.014809
3.601,66.6307,0.014809
3.665,66.6307,0.014912
3.725,66.6307,0.014912
3.787,66.6307,0.014912
3.849,66.6307,0.014912
3.911,66.6307,0.014969
3.974,66.6307,0.014969
4.036,66.6307,0.014969
4.098,66.6302,0.015044
4.160,66.6271,0.015044
4.223,66.6212,0.015044
4.285,66.6121,0.015044
4.347,66.6005,0.015515
4.409,66.5881,0.015515
4.472,66.5755,0.015515
4.535,66.5630,0.015515
4.597,66.5506,0.015515
4.659,66.5382,0.016654
4.722,66.5256,0.016654
4.783,66.5133,0.016654
4.847,66.5005,0.016654
4.910,66.4880,0.017868
4.971,66.4757,0.017868
5.033,66.4634,0.017868
5.095,66.4511,0.017868
5.156,66.4389,0.018753
5.218,66.4265,0.018753
5.280,66.4138,0.018753
5.343,66.4014,0.018753
5.405,66.3889,0.019497
5.466,66.3767,0.019497
5.528,66.3642,0.019497
5.593,66.3513,0.019497
5.653,66.3394,0.020213
5.719,66.3260,0.020213
5.780,66.3138,0.020213
5.841,66.3017,0.020213
5.904,66.2890,0.020919
5.965,66.2769,0.020919
6.028,66.2644,0.020919
6.092,66.2515,0.020919
6.155,66.2391,0.021521
6.215,66.2269,0.021521
6.280,66.2139,0.021521
6.339,66.2022,0.021521
6.402,66.1894,0.022086
6.463,66.1774,0.022086
6.524,66.1651,0.022086
6.585,66.1529,0.022086
6.646,66.1407,0.022604
6.708,66.1282,0.022604
6.773,66.1152,0.022604
6.833,66.1031,0.022604
6.895,66.0908,0.023037
6.957,66.0784,0.023037
7.022,66.0654,0.023037
7.083,66.0534,0.023037
7.145,66.0410,0.023451
7.207,66.0285,0.023451
7.269,66.0162,0.023451
7.332,66.0034,0.023451
7.394,65.9911,0.023847
7.457,65.9786,0.023847
7.520,65.9661,0.023847
7.582,65.9536,0.023847
7.645,65.9410,0.024204
7.708,65.9285,0.024204
7.770,65.9159,0.024204
7.830,65.9039,0.024204
7.892,65.8913,0.024477
7.954,65.8791,0.024477
8.017,65.8665,0.024477
8.079,65.8540,0.024477
8.142,65.8416,0.024666
8.203,65.8293,0.024666
8.266,65.8166,0.024666
8.329,65.8041,0.024666
8.391,65.7918,0.024769
8.453,65.7794,0.024769
8.514,65.7671,0.024769
8.578,65.7545,0.024769
8.639,65.7422,0.024873
8.701,65.7298,0.024873
8.762,65.7175,0.024873
8.825,65.7050,0.024873
8.888,65.6924,0.024910
8.951,65.6798,0.024910
9.014,65.6673,0.024910
9.076,65.6547,0.024910
9.140,65.6419,0.024760
9.202,65.6296,0.024760
9.263,65.6175,0.024760
9.326,65.6048,0.024760
9.389,65.5923,0.024487
9.451,65.5799,0.024487
9.513,65.5673,0.024487
9.576,65.5547,0.024487
9.639,65.5422,0.024120
9.701,65.5298,0.024120
9.763,65.5172,0.024120
9.826,65.5048,0.024120
9.888,65.4923,0.023649
9.950,65.4799,0.023649
10.012,65.4676,0.023649
10.074,65.4552,0.023649
10.137,65.4426,0.023122
10.199,65.4303,0.023122
10.262,65.4177,0.023122
10.322,65.4055,0.023122
10.385,65.3931,0.022679
10.447,65.3807,0.022679
10.509,65.3682,0.022679
10.572,65.3555,0.022679
10.635,65.3430,0.022303
10.697,65.3306,0.022303
10.759,65.3182,0.022303
10.821,65.3058,0.022303
10.883,65.2934,0.021907
10.947,65.2806,0.021907
11.008,65.2683,0.021907
11.071,65.2558,0.021907
11.133,65.2434,0.021615
11.195,65.2310,0.021615
11.257,65.2187,0.021615
11.319,65.2062,0.021615
