Layer,Peak_Peel_Force_N,Work_of_Adhesion_mJ,Time_to_Peel_Start_s,Peel_Time_s,Total_Peel_Time_s,Distance_to_Peel_Start_mm,Peak_Retraction_Force_N
40,0.0747,0.2060,15.2660,NaN,NaN,3.0198,0.0000
41,0.0746,0.2061,15.2372,NaN,NaN,3.0122,0.0000
42,0.0747,0.2064,15.2254,NaN,NaN,3.0074,0.0000
43,0.0747,0.2065,15.3369,NaN,NaN,3.0325,0.0000
44,0.0746,0.2066,15.1088,NaN,NaN,2.9841,0.0000
45,0.0745,0.2067,15.0029,NaN,NaN,2.9644,0.0000
46,0.0745,0.2069,15.1569,NaN,NaN,2.9965,0.0000
47,0.0744,0.2071,15.1424,NaN,NaN,2.9906,0.0000
48,0.0744,0.2072,14.9849,NaN,NaN,2.9590,0.0000
49,0.0743,0.2073,14.9930,NaN,NaN,2.9699,0.0000
50,0.0742,0.2074,14.8902,NaN,NaN,2.9403,0.0000
51,0.0741,0.2076,14.8651,NaN,NaN,2.9361,0.0000
52,0.0741,0.2078,14.6015,NaN,NaN,2.8850,0.0000
53,0.0739,0.2079,13.8516,NaN,NaN,2.7321,0.0000
54,0.0739,0.2081,13.7053,NaN,NaN,2.7036,0.0000
55,0.0738,0.2080,14.2703,NaN,NaN,2.8148,0.0000
56,0.0737,0.2082,13.8978,NaN,NaN,2.7454,0.0000
57,0.0736,0.2083,13.8351,NaN,NaN,2.7280,0.0000
58,0.0735,0.2084,13.1122,NaN,NaN,2.5881,0.0000
59,0.0735,0.2084,13.0491,NaN,NaN,2.5708,0.0000
60,0.0733,0.2085,12.8335,NaN,NaN,2.5322,0.0000
61,0.0733,0.2086,12.5821,NaN,NaN,2.4784,0.0000
62,0.0733,0.2087,12.5768,NaN,NaN,2.4781,0.0000
63,0.0731,0.2087,12.1288,NaN,NaN,2.3853,0.0000
64,0.0730,0.2087,12.0111,NaN,NaN,2.3669,0.0000
65,0.0729,0.2088,11.7733,NaN,NaN,2.3160,0.0000
66,0.0729,0.2089,11.5179,NaN,NaN,2.2680,0.0000
67,0.0728,0.2088,11.2010,NaN,NaN,2.2067,0.0000
68,0.0727,0.2088,11.0934,NaN,NaN,2.1811,0.0000
69,0.0726,0.2088,10.5545,NaN,NaN,2.0768,0.0000
70,0.0725,0.2089,10.4393,NaN,NaN,2.0542,0.0000
71,0.0725,0.2088,10.4282,NaN,NaN,2.0509,0.0000
72,0.0723,0.2087,9.6573,NaN,NaN,1.8979,0.0000
73,0.0723,0.2088,8.8934,NaN,NaN,1.7436,0.0000
74,0.0722,0.2086,8.9693,NaN,NaN,1.7603,0.0000
75,0.0722,0.2086,8.9416,NaN,NaN,1.7549,0.0000
76,0.0720,0.2085,8.9859,NaN,NaN,1.7641,0.0000
77,0.0720,0.2085,8.5938,NaN,NaN,1.6847,0.0000
78,0.0720,0.2086,7.9571,NaN,NaN,1.5590,0.0000
79,0.0719,0.2084,8.1876,NaN,NaN,1.5977,0.0000
80,0.0718,0.2083,7.3380,NaN,NaN,1.4273,0.0000
81,0.0717,0.2082,7.7072,NaN,NaN,1.5038,0.0000
82,0.0717,0.2080,7.4192,NaN,NaN,1.4450,0.0000
83,0.0716,0.2078,6.7168,NaN,NaN,1.3060,0.0000
84,0.0716,0.2078,6.1841,NaN,NaN,1.2013,0.0000
85,0.0715,0.2076,6.0584,NaN,NaN,1.1749,0.0000
86,0.0715,0.2074,5.6482,NaN,NaN,1.0926,0.0000
87,0.0713,0.2068,5.9297,NaN,NaN,1.1528,0.0000
88,0.0713,0.2063,5.5910,NaN,NaN,1.0806,0.0000
89,0.0712,0.2057,4.9107,NaN,NaN,0.9465,0.0000
90,0.0711,0.2050,4.7524,NaN,NaN,0.9168,0.0000
91,0.0709,0.2043,4.5641,NaN,NaN,0.8760,0.0000
92,0.0708,0.2035,5.4537,NaN,NaN,1.0535,0.0000
93,0.0706,0.2026,4.7132,NaN,NaN,0.9108,0.0000
94,0.0705,0.2022,4.7430,NaN,NaN,0.9133,0.0000
95,0.0704,0.2012,4.9402,NaN,NaN,0.9510,0.0000
96,0.0702,0.2005,3.7962,NaN,NaN,0.7229,0.0000
97,0.0695,0.1982,3.1024,NaN,NaN,0.5849,0.0000
98,0.0686,0.1965,2.4570,NaN,NaN,0.4578,0.0000
99,0.0681,0.1956,3.6009,NaN,NaN,0.6830,0.0000
100,0.0677,0.1947,3.1361,NaN,NaN,0.5897,0.0000
101,0.0672,0.1939,2.9734,NaN,NaN,0.5595,0.0000
102,0.0669,0.1933,2.3928,NaN,NaN,0.4425,0.0000
103,0.0665,0.1926,2.1703,NaN,NaN,0.3974,0.0000
104,0.0661,0.1919,3.2874,NaN,NaN,0.6256,0.0000
105,0.0659,0.1915,3.0067,NaN,NaN,0.5691,0.0000
106,0.0655,0.1910,2.2666,NaN,NaN,0.4161,0.0000
107,0.1845,0.2036,22.7106,NaN,NaN,1.7858,0.0000
